analysis_role,site_id,lon,lat,moderate_anomaly,extreme_anomaly,anomaly_difference,profile_contribution,contribution_h_0_125,contribution_h_0_250,contribution_h_0_500,contribution_h_1_000,contribution_h_2_000
confirmatory,29,108.2,25.8,1.76712853195497,1.11577342733534,-0.651355104619632,-0.00105636484472662,-0.00135584100627434,-0.00121677237923256,-0.000751315151276779,-0.00091206990943334,-0.00104582577741606
confirmatory,30,108.2,27.6,1.3470305658655,1.04356980486059,-0.303460761004913,-0.000958698567572468,-0.000843673789912553,-0.000985876244648309,-0.00110718614379333,-0.00096963092744988,-0.000887125732058268
confirmatory,31,108.2,29.4,1.23137524277748,1.1449534159717,-0.0864218268057789,-0.000950226053981005,-0.000593773571825069,-0.000879160231583144,-0.00134580065902303,-0.00106704855452822,-0.000865347252945557
confirmatory,32,108.2,31.2,1.50495371473515,1.52356102708281,0.0186073123476601,-0.00114671289428932,-0.00103183787627518,-0.00139239857846321,-0.00144694912313338,-0.00104935389963171,-0.000813024993943091
confirmatory,33,108.2,33,0.607007279958817,0.893640141981802,0.286632862022985,-0.00108894416761562,-0.00158462757893857,-0.00140081872331837,-0.00104221216902421,-0.000788733269264467,-0.000628329097532512
confirmatory,34,108.2,34.8,-2.23801299892526,-1.58298865031618,0.655024348609084,-0.0008819332902813,-0.000363889600344848,-0.000426965471208469,-0.000959215279163479,-0.00136332159787088,-0.00129627450281883
confirmatory,35,108.2,36.6,-5.22666347744859,-4.45683227784143,0.76983119960716,-0.0011788521318603,0.000350002579758086,-0.000178849448914583,-0.00131354630118954,-0.00231755020937062,-0.00243431727958484
confirmatory,36,108.2,38.4,-5.66050743334085,-5.02494635107375,0.635561082267093,-0.000441842570778074,0.000917765214479596,0.000817099944097851,-0.000264503963987895,-0.00160294803704099,-0.00207662601143893
confirmatory,37,108.2,40.2,-6.20586499404311,-5.77846767935658,0.427397314686525,0.000144912414191717,0.00132172939943499,0.00104232606654739,0.000506492797247963,-0.000704313339147017,-0.00144167285312475
confirmatory,38,108.2,42,-7.62912234958904,-7.39518898238689,0.233933367202158,0.000326596506429403,0.000642044627881798,0.00088866206655115,0.000950891155647606,4.32519718002575e-05,-0.000891867289733798
