analysis_role,site_id,lon,lat,moderate_anomaly,extreme_anomaly,anomaly_difference,profile_contribution,contribution_h_0_125,contribution_h_0_250,contribution_h_0_500,contribution_h_1_000,contribution_h_2_000
confirmatory,71,113,36.6,-2.85972000876172,-2.18685473554345,0.672865273218271,-0.000863314134990827,0.00028754200283799,-0.00044869431602347,-0.00111337889390424,-0.0015256514187696,-0.00151638804909481
confirmatory,72,113,38.4,-4.4767159409647,-3.85828730877578,0.61842863218893,-0.000839002960370675,-9.36015141105508e-05,9.38371500947835e-05,-0.000686393221772084,-0.0016223303683181,-0.00188652684774743
confirmatory,73,113,40.2,-5.04700399685696,-4.44068491736163,0.606319079495328,-0.000430606663326701,0.00036766344089258,0.000459754559306466,-7.05990032931635e-05,-0.00117756161992562,-0.00173229069361376
confirmatory,74,113,42,-7.8549039840864,-7.41227507392729,0.442628910159108,-1.07571616468085e-05,0.000720378161227322,0.000865380512875043,0.000612913434075066,-0.000637081758732484,-0.00161537615767899
confirmatory,75,114.6,24,3.75653605643789,2.73980490839594,-1.01673114804195,-0.000909892433912407,-0.000120044032910378,-0.000280348099803099,-0.000686961469082531,-0.00146528380808273,-0.0019968247596833
confirmatory,76,114.6,25.8,3.9189710599492,3.04362594374948,-0.875345116199719,-0.00121577325862713,-0.000393292664374764,-0.000700804402436932,-0.00114921674196829,-0.0017927084842416,-0.00204284400011406
confirmatory,77,114.6,27.6,3.70378264460528,3.11529394879998,-0.588488695805298,-0.00116427004850184,-0.000629102216497013,-0.000740910360380047,-0.00118476911410148,-0.00162559949886084,-0.0016409690526698
confirmatory,78,114.6,29.4,1.94414002353746,1.64323701066867,-0.30090301286879,-0.000726338250905593,-0.000234175494799351,-0.000374259510278919,-0.000900307129708897,-0.00111152413251304,-0.00101142498722776
confirmatory,79,114.6,31.2,3.65427217822721,3.79895288566867,0.144680707441455,-0.000860212037290383,-0.000800686805497739,-0.00109704848431525,-0.00105049029197878,-0.000761325052613047,-0.000591509552047096
confirmatory,80,114.6,33,2.91347303594727,3.54462577329493,0.63115273734766,-0.000176160131972886,-0.000709010838127177,-0.000663171600161007,-1.93853812564198e-05,0.000267383281224169,0.000243383878456005
