basis,year,bandwidth_km,total_effect,structured_component,residual_component,analysis_role
latitude,1997,251.5995300625968,-0.10154294145229938,-0.048817680641803675,-0.05272526081049633,held_out
latitude,1997,503.1990601251936,-0.137180895383379,-0.08557947491197448,-0.05160142047140486,held_out
latitude,1997,1006.3981202503873,-0.17534008727902228,-0.12460826436116205,-0.05073182291786043,held_out
latitude,1997,2012.7962405007745,-0.1943456862154047,-0.14357539264460653,-0.05077029357079763,held_out
latitude,1998,125.7997650312984,-0.001152796210324376,-0.021327909592822294,0.020175113382498316,held_out
latitude,1998,251.5995300625968,0.001827702121129646,-0.03739980615120176,0.039227508272331006,held_out
latitude,1998,503.1990601251936,-0.002542427518170229,-0.07084270265237383,0.06830027513420357,held_out
latitude,1998,1006.3981202503873,-0.035399816289870156,-0.10570566648517425,0.0703058501953039,held_out
latitude,1998,2012.7962405007745,-0.055945234953684114,-0.11997374253759197,0.06402850758390784,held_out
latitude,1999,125.7997650312984,-0.1071823877458709,-0.044160920922218995,-0.06302146682365119,held_out
latitude,1999,251.5995300625968,-0.13773752520137067,-0.07054612710458394,-0.0671913980967872,held_out
latitude,1999,503.1990601251936,-0.1663211587104229,-0.11432151760421343,-0.05199964110620962,held_out
latitude,1999,1006.3981202503873,-0.20490429324561318,-0.16688759372677753,-0.03801669951883566,held_out
latitude,1999,2012.7962405007745,-0.23009175451788658,-0.19460783566370507,-0.03548391885418166,held_out
latitude,2000,125.7997650312984,-0.11036013010090166,-0.03304856910279721,-0.07731156099810461,held_out
latitude,2000,251.5995300625968,-0.13251151409061865,-0.05819378445541947,-0.07431772963519949,held_out
latitude,2000,503.1990601251936,-0.16746543759046295,-0.10946556230385356,-0.05799987528660929,held_out
latitude,2000,1006.3981202503873,-0.21902491624922682,-0.16719504358752402,-0.05182987266170303,held_out
latitude,2000,2012.7962405007745,-0.24737756004821213,-0.19616556557049616,-0.051211994477716107,held_out
latitude,2001,125.7997650312984,-0.0677674123387161,-0.029469320970807043,-0.038298091367909036,held_out
latitude,2001,251.5995300625968,-0.0721552042248418,-0.04984731281744156,-0.022307891407399225,held_out
latitude,2001,503.1990601251936,-0.08340922611891256,-0.08723919864639423,0.0038299725274824384,held_out
latitude,2001,1006.3981202503873,-0.12115689989062349,-0.13214480736044978,0.01098790746982579,held_out
latitude,2001,2012.7962405007745,-0.14749520067323718,-0.15549403946771284,0.00799883879447528,held_out
latitude,2002,125.7997650312984,0.025286562766058684,-0.011744940926433863,0.03703150369249177,held_out
latitude,2002,251.5995300625968,0.022962254498446844,-0.02414638819366656,0.04710864269211407,held_out
latitude,2002,503.1990601251936,0.03250626044426049,-0.03831121702325361,0.07081747746751428,held_out
latitude,2002,1006.3981202503873,0.02111579049180635,-0.05006483869700751,0.07118062918881371,held_out
latitude,2002,2012.7962405007745,0.003204059635737037,-0.05889596403368238,0.0621000236694197,held_out
latitude,2003,125.7997650312984,0.009598034502633593,-0.028194516198454034,0.03779255070108726,held_out
latitude,2003,251.5995300625968,0.007227065477928313,-0.048145406817610446,0.05537247229553876,held_out
latitude,2003,503.1990601251936,-0.004618159186255882,-0.09675421370859105,0.09213605452233505,held_out
latitude,2003,1006.3981202503873,-0.06998528072981793,-0.15469661915955066,0.08471133842973244,held_out
latitude,2003,2012.7962405007745,-0.10755049583247812,-0.17955235429459818,0.07200185846212005,held_out
