file,date,n_sites,wbt_mean,spatial_variance,lambda_weighted
era5_201508_consistent.csv,2015-08-09,121,21.8210877965326,16.0186296397155,6.03675918706735
era5_201508_consistent.csv,2015-08-10,121,21.8109405505685,12.9669949518618,5.15216087986631
era5_201508_consistent.csv,2015-08-11,121,21.9215500904786,12.5424672196164,5.03050773684137
era5_201508_consistent.csv,2015-08-12,121,22.0178359454233,11.4711382822541,4.32512568641336
era5_201508_consistent.csv,2015-08-13,121,21.6854954931326,16.0715298744325,6.67374481819569
era5_201508_consistent.csv,2015-08-14,121,21.4288721957469,22.1069740348454,8.80923136566308
era5_201508_consistent.csv,2015-08-15,121,21.3488816319859,23.7550002495005,9.1942014724105
era5_201508_consistent.csv,2015-08-16,121,21.5179529575806,21.229332991348,7.91853517008558
era5_201508_consistent.csv,2015-08-17,121,20.8481767956915,29.0912702287694,12.3615477700984
era5_201508_consistent.csv,2015-08-18,121,21.0718985735187,27.0272043798884,10.9937093622961
era5_201508_consistent.csv,2015-08-19,121,19.9083399154848,28.3318315623021,9.91296759794863
era5_201508_consistent.csv,2015-08-20,121,19.7693929555568,25.1457824596315,8.80505541385251
era5_201508_consistent.csv,2015-08-21,121,19.8491457686951,22.3770079892662,8.41656777093834
era5_201508_consistent.csv,2015-08-22,121,19.9882564185251,20.838920157171,8.00031765612213
era5_201508_consistent.csv,2015-08-23,121,20.1360666099263,19.0517477084484,7.59846603068704
era5_201508_consistent.csv,2015-08-24,121,19.9964023758599,17.1767857591772,6.60361173864147
era5_201508_consistent.csv,2015-08-25,121,19.8399312000829,14.5061235469424,5.28929544578915
era5_201508_consistent.csv,2015-08-26,121,19.9346662984198,14.4646004400445,4.90392141889736
era5_201508_consistent.csv,2015-08-27,121,20.1970075835921,17.1087430403932,5.90887537185941
era5_201508_consistent.csv,2015-08-28,121,20.0089939679638,17.1347717103964,5.77755171583211
era5_201508_consistent.csv,2015-08-29,121,20.0047126281099,16.9459703526939,5.89166971942155
era5_201508_consistent.csv,2015-08-30,121,19.8878783620681,13.4828898041914,4.96511698527789
era5_201508_consistent.csv,2015-08-31,121,19.8055301397374,16.7299954669819,6.57360999125774
era5_202206_consistent.csv,2022-06-01,121,19.2984507488352,27.9311970691092,9.43939230789869
era5_202206_consistent.csv,2022-06-02,121,20.1760612503049,21.1076277411644,6.73073443915945
era5_202206_consistent.csv,2022-06-03,121,20.7891697417764,20.7377808110558,8.29758179135935
era5_202206_consistent.csv,2022-06-04,121,19.9781336871331,32.1927090731906,12.4798341767615
era5_202206_consistent.csv,2022-06-05,121,18.6108490052578,33.3121828335907,11.5887151566093
era5_202206_consistent.csv,2022-06-06,121,18.0638951715005,29.2559492897674,8.8969502416473
era5_202206_consistent.csv,2022-06-07,121,18.2261193356864,26.0019409560057,8.06981404622917
era5_202206_consistent.csv,2022-06-08,121,18.6873420022908,24.3777607253809,8.49312283088259
era5_202206_consistent.csv,2022-06-09,121,19.1526117023552,22.9080524458936,8.32963777134715
era5_202206_consistent.csv,2022-06-10,121,19.161655300276,19.1610225024079,6.48207610891437
era5_202206_consistent.csv,2022-06-11,121,18.8125191954745,21.0270625103497,9.48152791208807
era5_202206_consistent.csv,2022-06-12,121,18.3974525337871,23.9141034456433,8.81343755531582
era5_202206_consistent.csv,2022-06-13,121,18.4565109679118,23.314556999258,8.43686226610794
era5_202206_consistent.csv,2022-06-14,121,18.5418961506112,22.3409344154673,7.48445009366964
era5_202206_consistent.csv,2022-06-15,121,19.3363305346949,18.2611205287884,6.14177678364038
era5_202206_consistent.csv,2022-06-16,121,20.1265613259757,15.2925764116906,5.19191637696791
era5_202206_consistent.csv,2022-06-17,121,20.6864917092486,13.9245517446207,5.19379820498384
era5_202206_consistent.csv,2022-06-18,121,21.1247994573471,14.2790217104213,5.43576811095378
era5_202206_consistent.csv,2022-06-19,121,21.5937721862391,13.0317880977189,5.11201935050337
era5_202206_consistent.csv,2022-06-20,121,21.9833724665132,11.7392247365308,4.67040734716101
era5_202206_consistent.csv,2022-06-21,121,22.4439345012328,12.153380361849,4.47015092003089
era5_202206_consistent.csv,2022-06-22,121,22.7869877741822,12.7642172792245,5.00850563501479
era5_202206_consistent.csv,2022-06-23,121,21.982590269232,15.4441906921533,5.35635920256987
era5_202206_consistent.csv,2022-06-24,121,21.7661568152123,16.6256666308236,5.64408118402338
era5_202206_consistent.csv,2022-06-25,121,22.5812154849763,14.7765712949942,5.56732357928059
era5_202206_consistent.csv,2022-06-26,121,22.5303252615952,16.99881568486,6.62832911011849
era5_202206_consistent.csv,2022-06-27,121,21.8579732829083,17.622510686325,6.87643930628377
era5_202206_consistent.csv,2022-06-28,121,21.7695327606654,20.0405559779653,7.25734369422797
era5_202206_consistent.csv,2022-06-29,121,22.0550529716867,20.2278895273486,7.37584920746071
era5_202206_consistent.csv,2022-06-30,121,22.3422811139733,17.680337059347,6.92742089513791
era5_202207_consistent.csv,2022-07-01,121,22.5233993938603,15.1960797867128,5.85304768589667
era5_202207_consistent.csv,2022-07-02,121,22.7977182123997,10.3894721172796,3.68661177808376
era5_202207_consistent.csv,2022-07-03,121,22.7740859810022,10.286105855722,3.96327086792665
era5_202207_consistent.csv,2022-07-04,121,23.0119561949374,12.9974277046262,5.63064581047679
era5_202207_consistent.csv,2022-07-05,121,23.0139470155272,17.8608925508683,8.22990178584552
era5_202207_consistent.csv,2022-07-06,121,22.2648000205758,19.1768206378821,7.45901767262309
era5_202207_consistent.csv,2022-07-07,121,22.760561635867,12.2079217573789,4.27688115738755
era5_202207_consistent.csv,2022-07-08,121,22.9290054036845,17.6355620503255,7.6626899642408
era5_202207_consistent.csv,2022-07-09,121,22.916559833749,20.8080075022418,9.08944071901782
era5_202207_consistent.csv,2022-07-10,121,22.9059510012431,18.1372543323436,7.18707349288611
era5_202207_consistent.csv,2022-07-11,121,23.2337205704778,17.0664672793335,6.75641207022051
era5_202207_consistent.csv,2022-07-12,121,23.3790514150204,15.3416752461828,5.35620588843316
era5_202207_consistent.csv,2022-07-13,121,23.3017810427054,17.2614937230361,6.88444341202349
era5_202207_consistent.csv,2022-07-14,121,23.6097335586034,17.2567657950559,7.00161206836525
era5_202207_consistent.csv,2022-07-15,121,23.3692695518396,17.1624462478719,6.56344386234978
era5_202207_consistent.csv,2022-07-16,121,22.9653167812564,19.647625792148,7.64722068638719
era5_202207_consistent.csv,2022-07-17,121,22.2523577279345,24.130094887681,9.66506665472302
era5_202207_consistent.csv,2022-07-18,121,21.9132983991854,23.4875674609572,8.9877735970947
era5_202207_consistent.csv,2022-07-19,121,21.8439164424243,22.3986750689465,8.24773039200293
era5_202207_consistent.csv,2022-07-20,121,21.9196066406048,18.363373175202,6.30641242325221
era5_202207_consistent.csv,2022-07-21,121,22.3804260453589,16.0372254763805,6.2500963359378
era5_202207_consistent.csv,2022-07-22,121,21.8114786335332,22.2132788824994,8.70074732057735
era5_202207_consistent.csv,2022-07-23,121,21.7055258709483,15.5604658161306,5.8658616837897
era5_202207_consistent.csv,2022-07-24,121,22.8435257976211,15.0151634166597,6.02501076907601
era5_202207_consistent.csv,2022-07-25,121,23.568126653759,14.4367017620381,5.68283024231957
era5_202207_consistent.csv,2022-07-26,121,23.4713736589918,14.2279531451078,6.00405771613001
era5_202207_consistent.csv,2022-07-27,121,22.8033239439647,17.6749169712125,7.62358178534141
era5_202207_consistent.csv,2022-07-28,121,22.1249890307034,18.5464941415047,7.22449172109914
era5_202207_consistent.csv,2022-07-29,121,22.4126904256122,13.3590995025773,5.11906442161608
era5_202207_consistent.csv,2022-07-30,121,22.8159787816183,10.1279027775081,3.71297896702903
era5_202207_consistent.csv,2022-07-31,121,23.1323081299729,9.37450446040855,3.55982277903659
era5_202208_consistent.csv,2022-08-01,121,23.5138733311189,8.20897178916192,2.78160868730531
era5_202208_consistent.csv,2022-08-02,121,23.8602051871391,7.89019876555959,2.77867710539883
era5_202208_consistent.csv,2022-08-03,121,24.2599024269767,7.90453551845916,2.8584866833996
era5_202208_consistent.csv,2022-08-04,121,24.6491307277797,7.00093388730993,2.49123013114426
era5_202208_consistent.csv,2022-08-05,121,24.0118875646191,9.40573631194568,4.41492055382872
era5_202208_consistent.csv,2022-08-06,121,24.3389212516942,7.12195200904548,2.58331874903711
era5_202208_consistent.csv,2022-08-07,121,24.1897311715817,7.97476453793665,3.06391717822954
era5_202208_consistent.csv,2022-08-08,121,23.2318849443926,13.5606781699508,5.08502653229586
era5_202208_consistent.csv,2022-08-09,121,22.5925348478199,13.9947921005622,5.72457743599497
era5_202208_consistent.csv,2022-08-10,121,22.5954713391184,9.33741129954964,3.4740425793209
era5_202208_consistent.csv,2022-08-11,121,23.3224918255846,7.75205826847611,2.71711739193833
era5_202208_consistent.csv,2022-08-12,121,23.7859918444697,7.41308237348414,2.66990534780519
era5_202208_consistent.csv,2022-08-13,121,23.728505106285,8.11486042636734,3.07398294482846
era5_202208_consistent.csv,2022-08-14,121,23.464259758382,10.6359628743787,4.01927614309993
era5_202208_consistent.csv,2022-08-15,121,22.7122148645338,19.0991327464036,7.1511921286887
era5_202208_consistent.csv,2022-08-16,121,22.5715826008506,15.7127738089877,5.7410249496476
era5_202208_consistent.csv,2022-08-17,121,23.290034228444,9.30644665805546,3.14123564866149
era5_202208_consistent.csv,2022-08-18,121,23.3676808202969,12.5182222970566,4.90696724877561
era5_202208_consistent.csv,2022-08-19,121,22.2673763501434,24.6172378719452,9.92918580580807
era5_202208_consistent.csv,2022-08-20,121,22.4002380279357,13.8755560999193,4.79568367161443
era5_202208_consistent.csv,2022-08-21,121,23.0761062985986,10.6215922938001,4.72641498633009
era5_202208_consistent.csv,2022-08-22,121,21.4742923755028,28.9467980329823,12.4308253963551
era5_202208_consistent.csv,2022-08-23,121,20.6032463001238,33.1463770493764,12.7308864201077
era5_202208_consistent.csv,2022-08-24,121,20.9111437070499,22.1856124660843,6.49567257491106
era5_202208_consistent.csv,2022-08-25,121,20.399818328956,24.1334950897385,9.03503303613383
era5_202208_consistent.csv,2022-08-26,121,19.8820039334608,30.7575673879618,13.1428500927204
era5_202208_consistent.csv,2022-08-27,121,18.9154714909221,34.4830166482609,11.6320196021331
era5_202208_consistent.csv,2022-08-28,121,19.4414395295546,30.0469209144404,8.76566631374613
era5_202208_consistent.csv,2022-08-29,121,19.8711080258478,26.6069422112623,7.62279089765328
era5_202208_consistent.csv,2022-08-30,121,19.4045544970915,25.0761678646635,6.76379211062711
era5_202208_consistent.csv,2022-08-31,121,18.7850356131562,24.0312523788935,7.2870253286177
