bandwidth_km,summers,estimate,standard_error,ci_lower,ci_upper,negative_summers
125.799765031298,33,-0.031810537697336515,0.005739942669280666,-0.04350241830994368,-0.02011865708472935,29
251.599530062597,33,-0.040819915637514755,0.007113919369818668,-0.05531049520458507,-0.02632933607044444,30
503.199060125194,33,-0.0545610520494554,0.009307491516384119,-0.07351979186315022,-0.03560231223576057,30
1006.39812025039,33,-0.08765544686849118,0.010567466882930011,-0.1091806725182417,-0.06613022121874065,32
2012.79624050077,33,-0.11038865176419677,0.010871624880578211,-0.13253342698103696,-0.08824387654735658,32
