lon,lat,candidate_id,era5_land_valid,coordinate_key,original_site_id,is_original_site
118.6,29.4,436,TRUE,"118.600000,29.400000",,FALSE
118.6,30.3,437,TRUE,"118.600000,30.300000",,FALSE
118.6,31.2,438,TRUE,"118.600000,31.200000",,FALSE
118.6,32.1,439,TRUE,"118.600000,32.100000",,FALSE
118.6,33,440,TRUE,"118.600000,33.000000",,FALSE
118.6,33.9,441,TRUE,"118.600000,33.900000",,FALSE
118.6,34.8,442,TRUE,"118.600000,34.800000",,FALSE
118.6,35.7,443,TRUE,"118.600000,35.700000",,FALSE
118.6,36.6,444,TRUE,"118.600000,36.600000",,FALSE
118.6,37.5,445,TRUE,"118.600000,37.500000",,FALSE
118.6,38.4,446,FALSE,"118.600000,38.400000",,FALSE
118.6,39.3,447,TRUE,"118.600000,39.300000",,FALSE
118.6,40.2,448,TRUE,"118.600000,40.200000",,FALSE
118.6,41.1,449,TRUE,"118.600000,41.100000",,FALSE
118.6,42,450,TRUE,"118.600000,42.000000",,FALSE
119.4,20.4,451,FALSE,"119.400000,20.400000",,FALSE
119.4,21.3,452,FALSE,"119.400000,21.300000",,FALSE
119.4,22.2,453,FALSE,"119.400000,22.200000",,FALSE
119.4,23.1,454,FALSE,"119.400000,23.100000",,FALSE
119.4,24,455,FALSE,"119.400000,24.000000",,FALSE
119.4,24.9,456,FALSE,"119.400000,24.900000",,FALSE
119.4,25.8,457,TRUE,"119.400000,25.800000",106,TRUE
119.4,26.7,458,TRUE,"119.400000,26.700000",,FALSE
119.4,27.6,459,TRUE,"119.400000,27.600000",107,TRUE
119.4,28.5,460,TRUE,"119.400000,28.500000",,FALSE
119.4,29.4,461,TRUE,"119.400000,29.400000",108,TRUE
119.4,30.3,462,TRUE,"119.400000,30.300000",,FALSE
119.4,31.2,463,TRUE,"119.400000,31.200000",109,TRUE
119.4,32.1,464,TRUE,"119.400000,32.100000",,FALSE
119.4,33,465,TRUE,"119.400000,33.000000",110,TRUE
119.4,33.9,466,TRUE,"119.400000,33.900000",,FALSE
119.4,34.8,467,FALSE,"119.400000,34.800000",,FALSE
119.4,35.7,468,TRUE,"119.400000,35.700000",,FALSE
119.4,36.6,469,TRUE,"119.400000,36.600000",111,TRUE
119.4,37.5,470,FALSE,"119.400000,37.500000",,FALSE
119.4,38.4,471,FALSE,"119.400000,38.400000",,FALSE
119.4,39.3,472,FALSE,"119.400000,39.300000",,FALSE
119.4,40.2,473,TRUE,"119.400000,40.200000",112,TRUE
119.4,41.1,474,TRUE,"119.400000,41.100000",,FALSE
119.4,42,475,TRUE,"119.400000,42.000000",113,TRUE
120.2,20.4,476,FALSE,"120.200000,20.400000",,FALSE
120.2,21.3,477,FALSE,"120.200000,21.300000",,FALSE
120.2,22.2,478,FALSE,"120.200000,22.200000",,FALSE
120.2,23.1,479,TRUE,"120.200000,23.100000",,FALSE
120.2,24,480,FALSE,"120.200000,24.000000",,FALSE
120.2,24.9,481,FALSE,"120.200000,24.900000",,FALSE
120.2,25.8,482,FALSE,"120.200000,25.800000",,FALSE
120.2,26.7,483,FALSE,"120.200000,26.700000",,FALSE
120.2,27.6,484,TRUE,"120.200000,27.600000",,FALSE
120.2,28.5,485,TRUE,"120.200000,28.500000",,FALSE
120.2,29.4,486,TRUE,"120.200000,29.400000",,FALSE
120.2,30.3,487,TRUE,"120.200000,30.300000",,FALSE
120.2,31.2,488,TRUE,"120.200000,31.200000",,FALSE
120.2,32.1,489,TRUE,"120.200000,32.100000",,FALSE
120.2,33,490,TRUE,"120.200000,33.000000",,FALSE
120.2,33.9,491,TRUE,"120.200000,33.900000",,FALSE
120.2,34.8,492,FALSE,"120.200000,34.800000",,FALSE
120.2,35.7,493,FALSE,"120.200000,35.700000",,FALSE
120.2,36.6,494,TRUE,"120.200000,36.600000",,FALSE
120.2,37.5,495,TRUE,"120.200000,37.500000",,FALSE
120.2,38.4,496,FALSE,"120.200000,38.400000",,FALSE
120.2,39.3,497,FALSE,"120.200000,39.300000",,FALSE
120.2,40.2,498,TRUE,"120.200000,40.200000",,FALSE
120.2,41.1,499,TRUE,"120.200000,41.100000",,FALSE
120.2,42,500,TRUE,"120.200000,42.000000",,FALSE
121,20.4,501,FALSE,"121.000000,20.400000",,FALSE
121,21.3,502,FALSE,"121.000000,21.300000",,FALSE
121,22.2,503,FALSE,"121.000000,22.200000",,FALSE
121,23.1,504,TRUE,"121.000000,23.100000",,FALSE
121,24,505,TRUE,"121.000000,24.000000",114,TRUE
121,24.9,506,FALSE,"121.000000,24.900000",,FALSE
121,25.8,507,FALSE,"121.000000,25.800000",,FALSE
121,26.7,508,FALSE,"121.000000,26.700000",,FALSE
121,27.6,509,FALSE,"121.000000,27.600000",,FALSE
121,28.5,510,TRUE,"121.000000,28.500000",,FALSE
121,29.4,511,TRUE,"121.000000,29.400000",115,TRUE
121,30.3,512,FALSE,"121.000000,30.300000",,FALSE
121,31.2,513,TRUE,"121.000000,31.200000",116,TRUE
121,32.1,514,TRUE,"121.000000,32.100000",,FALSE
121,33,515,FALSE,"121.000000,33.000000",,FALSE
121,33.9,516,FALSE,"121.000000,33.900000",,FALSE
121,34.8,517,FALSE,"121.000000,34.800000",,FALSE
121,35.7,518,FALSE,"121.000000,35.700000",,FALSE
121,36.6,519,FALSE,"121.000000,36.600000",,FALSE
121,37.5,520,TRUE,"121.000000,37.500000",,FALSE
121,38.4,521,FALSE,"121.000000,38.400000",,FALSE
121,39.3,522,FALSE,"121.000000,39.300000",,FALSE
121,40.2,523,FALSE,"121.000000,40.200000",,FALSE
121,41.1,524,TRUE,"121.000000,41.100000",,FALSE
121,42,525,TRUE,"121.000000,42.000000",117,TRUE
121.8,20.4,526,FALSE,"121.800000,20.400000",,FALSE
121.8,21.3,527,FALSE,"121.800000,21.300000",,FALSE
121.8,22.2,528,FALSE,"121.800000,22.200000",,FALSE
121.8,23.1,529,FALSE,"121.800000,23.100000",,FALSE
121.8,24,530,FALSE,"121.800000,24.000000",,FALSE
121.8,24.9,531,TRUE,"121.800000,24.900000",,FALSE
121.8,25.8,532,FALSE,"121.800000,25.800000",,FALSE
121.8,26.7,533,FALSE,"121.800000,26.700000",,FALSE
121.8,27.6,534,FALSE,"121.800000,27.600000",,FALSE
121.8,28.5,535,FALSE,"121.800000,28.500000",,FALSE
121.8,29.4,536,TRUE,"121.800000,29.400000",,FALSE
121.8,30.3,537,FALSE,"121.800000,30.300000",,FALSE
121.8,31.2,538,TRUE,"121.800000,31.200000",,FALSE
121.8,32.1,539,FALSE,"121.800000,32.100000",,FALSE
121.8,33,540,FALSE,"121.800000,33.000000",,FALSE
121.8,33.9,541,FALSE,"121.800000,33.900000",,FALSE
121.8,34.8,542,FALSE,"121.800000,34.800000",,FALSE
121.8,35.7,543,FALSE,"121.800000,35.700000",,FALSE
121.8,36.6,544,FALSE,"121.800000,36.600000",,FALSE
121.8,37.5,545,FALSE,"121.800000,37.500000",,FALSE
121.8,38.4,546,FALSE,"121.800000,38.400000",,FALSE
121.8,39.3,547,TRUE,"121.800000,39.300000",,FALSE
121.8,40.2,548,FALSE,"121.800000,40.200000",,FALSE
121.8,41.1,549,TRUE,"121.800000,41.100000",,FALSE
121.8,42,550,TRUE,"121.800000,42.000000",,FALSE
122.6,20.4,551,FALSE,"122.600000,20.400000",,FALSE
122.6,21.3,552,FALSE,"122.600000,21.300000",,FALSE
122.6,22.2,553,FALSE,"122.600000,22.200000",,FALSE
122.6,23.1,554,FALSE,"122.600000,23.100000",,FALSE
122.6,24,555,FALSE,"122.600000,24.000000",,FALSE
122.6,24.9,556,FALSE,"122.600000,24.900000",,FALSE
122.6,25.8,557,FALSE,"122.600000,25.800000",,FALSE
122.6,26.7,558,FALSE,"122.600000,26.700000",,FALSE
122.6,27.6,559,FALSE,"122.600000,27.600000",,FALSE
122.6,28.5,560,FALSE,"122.600000,28.500000",,FALSE
122.6,29.4,561,FALSE,"122.600000,29.400000",,FALSE
122.6,30.3,562,FALSE,"122.600000,30.300000",,FALSE
122.6,31.2,563,FALSE,"122.600000,31.200000",,FALSE
122.6,32.1,564,FALSE,"122.600000,32.100000",,FALSE
122.6,33,565,FALSE,"122.600000,33.000000",,FALSE
122.6,33.9,566,FALSE,"122.600000,33.900000",,FALSE
122.6,34.8,567,FALSE,"122.600000,34.800000",,FALSE
122.6,35.7,568,FALSE,"122.600000,35.700000",,FALSE
122.6,36.6,569,FALSE,"122.600000,36.600000",,FALSE
122.6,37.5,570,FALSE,"122.600000,37.500000",,FALSE
122.6,38.4,571,FALSE,"122.600000,38.400000",,FALSE
122.6,39.3,572,FALSE,"122.600000,39.300000",,FALSE
122.6,40.2,573,TRUE,"122.600000,40.200000",118,TRUE
122.6,41.1,574,TRUE,"122.600000,41.100000",,FALSE
122.6,42,575,TRUE,"122.600000,42.000000",119,TRUE
123.4,20.4,576,FALSE,"123.400000,20.400000",,FALSE
123.4,21.3,577,FALSE,"123.400000,21.300000",,FALSE
123.4,22.2,578,FALSE,"123.400000,22.200000",,FALSE
123.4,23.1,579,FALSE,"123.400000,23.100000",,FALSE
123.4,24,580,FALSE,"123.400000,24.000000",,FALSE
123.4,24.9,581,FALSE,"123.400000,24.900000",,FALSE
123.4,25.8,582,FALSE,"123.400000,25.800000",,FALSE
123.4,26.7,583,FALSE,"123.400000,26.700000",,FALSE
123.4,27.6,584,FALSE,"123.400000,27.600000",,FALSE
123.4,28.5,585,FALSE,"123.400000,28.500000",,FALSE
123.4,29.4,586,FALSE,"123.400000,29.400000",,FALSE
123.4,30.3,587,FALSE,"123.400000,30.300000",,FALSE
123.4,31.2,588,FALSE,"123.400000,31.200000",,FALSE
123.4,32.1,589,FALSE,"123.400000,32.100000",,FALSE
123.4,33,590,FALSE,"123.400000,33.000000",,FALSE
123.4,33.9,591,FALSE,"123.400000,33.900000",,FALSE
123.4,34.8,592,FALSE,"123.400000,34.800000",,FALSE
123.4,35.7,593,FALSE,"123.400000,35.700000",,FALSE
123.4,36.6,594,FALSE,"123.400000,36.600000",,FALSE
123.4,37.5,595,FALSE,"123.400000,37.500000",,FALSE
123.4,38.4,596,FALSE,"123.400000,38.400000",,FALSE
123.4,39.3,597,FALSE,"123.400000,39.300000",,FALSE
123.4,40.2,598,TRUE,"123.400000,40.200000",,FALSE
123.4,41.1,599,TRUE,"123.400000,41.100000",,FALSE
123.4,42,600,TRUE,"123.400000,42.000000",,FALSE
124.2,20.4,601,FALSE,"124.200000,20.400000",,FALSE
124.2,21.3,602,FALSE,"124.200000,21.300000",,FALSE
124.2,22.2,603,FALSE,"124.200000,22.200000",,FALSE
124.2,23.1,604,FALSE,"124.200000,23.100000",,FALSE
124.2,24,605,FALSE,"124.200000,24.000000",,FALSE
124.2,24.9,606,FALSE,"124.200000,24.900000",,FALSE
124.2,25.8,607,FALSE,"124.200000,25.800000",,FALSE
124.2,26.7,608,FALSE,"124.200000,26.700000",,FALSE
124.2,27.6,609,FALSE,"124.200000,27.600000",,FALSE
124.2,28.5,610,FALSE,"124.200000,28.500000",,FALSE
124.2,29.4,611,FALSE,"124.200000,29.400000",,FALSE
124.2,30.3,612,FALSE,"124.200000,30.300000",,FALSE
124.2,31.2,613,FALSE,"124.200000,31.200000",,FALSE
124.2,32.1,614,FALSE,"124.200000,32.100000",,FALSE
124.2,33,615,FALSE,"124.200000,33.000000",,FALSE
124.2,33.9,616,FALSE,"124.200000,33.900000",,FALSE
124.2,34.8,617,FALSE,"124.200000,34.800000",,FALSE
124.2,35.7,618,FALSE,"124.200000,35.700000",,FALSE
124.2,36.6,619,FALSE,"124.200000,36.600000",,FALSE
124.2,37.5,620,FALSE,"124.200000,37.500000",,FALSE
124.2,38.4,621,FALSE,"124.200000,38.400000",,FALSE
124.2,39.3,622,FALSE,"124.200000,39.300000",,FALSE
124.2,40.2,623,TRUE,"124.200000,40.200000",120,TRUE
124.2,41.1,624,TRUE,"124.200000,41.100000",,FALSE
124.2,42,625,TRUE,"124.200000,42.000000",121,TRUE
125,20.4,626,FALSE,"125.000000,20.400000",,FALSE
125,21.3,627,FALSE,"125.000000,21.300000",,FALSE
125,22.2,628,FALSE,"125.000000,22.200000",,FALSE
125,23.1,629,FALSE,"125.000000,23.100000",,FALSE
125,24,630,FALSE,"125.000000,24.000000",,FALSE
125,24.9,631,FALSE,"125.000000,24.900000",,FALSE
125,25.8,632,FALSE,"125.000000,25.800000",,FALSE
125,26.7,633,FALSE,"125.000000,26.700000",,FALSE
125,27.6,634,FALSE,"125.000000,27.600000",,FALSE
125,28.5,635,FALSE,"125.000000,28.500000",,FALSE
125,29.4,636,FALSE,"125.000000,29.400000",,FALSE
125,30.3,637,FALSE,"125.000000,30.300000",,FALSE
125,31.2,638,FALSE,"125.000000,31.200000",,FALSE
125,32.1,639,FALSE,"125.000000,32.100000",,FALSE
125,33,640,FALSE,"125.000000,33.000000",,FALSE
125,33.9,641,FALSE,"125.000000,33.900000",,FALSE
125,34.8,642,FALSE,"125.000000,34.800000",,FALSE
125,35.7,643,FALSE,"125.000000,35.700000",,FALSE
125,36.6,644,FALSE,"125.000000,36.600000",,FALSE
125,37.5,645,FALSE,"125.000000,37.500000",,FALSE
125,38.4,646,TRUE,"125.000000,38.400000",,FALSE
125,39.3,647,FALSE,"125.000000,39.300000",,FALSE
125,40.2,648,TRUE,"125.000000,40.200000",,FALSE
125,41.1,649,TRUE,"125.000000,41.100000",,FALSE
125,42,650,TRUE,"125.000000,42.000000",,FALSE
