file,year,month,analysis_role,mean_extreme,mean_moderate,relative_effect,absolute_effect,n_extreme,n_moderate,metric,configuration
199907,1999,7,confirmatory,2.25132171700101,2.25210987733012,-0.000349965308992783,-0.000788160329105558,8,15,graph_h_0.125,primary_121_reproduction
199908,1999,8,confirmatory,2.2058134218852,2.59947440570214,-0.151438684279183,-0.393660983816943,8,15,graph_h_0.125,primary_121_reproduction
200006,2000,6,confirmatory,2.40957936123507,2.40265541232848,0.00288179023553026,0.00692394890659198,8,14,graph_h_0.125,primary_121_reproduction
200007,2000,7,confirmatory,2.35276398351109,2.77944528665033,-0.153513114717026,-0.426681303139249,8,15,graph_h_0.125,primary_121_reproduction
200008,2000,8,confirmatory,2.31839155743955,2.82885597557474,-0.180449065821204,-0.510464418135193,8,15,graph_h_0.125,primary_121_reproduction
200106,2001,6,confirmatory,2.663974698077,2.68071381017795,-0.00624427420689044,-0.0167391121009493,8,14,graph_h_0.125,primary_121_reproduction
200107,2001,7,confirmatory,2.76729396444974,2.86211913709872,-0.0331311060465143,-0.0948251726489753,8,15,graph_h_0.125,primary_121_reproduction
200108,2001,8,confirmatory,2.65961723333606,3.18108200801435,-0.163926856762738,-0.521464774678292,8,15,graph_h_0.125,primary_121_reproduction
200206,2002,6,confirmatory,2.42226383083057,2.38868208099483,0.0140586937470386,0.0335817498357454,8,14,graph_h_0.125,primary_121_reproduction
200207,2002,7,confirmatory,3.17315245395841,2.63837042016333,0.202694068167264,0.534782033795079,8,15,graph_h_0.125,primary_121_reproduction
200208,2002,8,confirmatory,2.63947498792765,3.07234746556827,-0.140893073616125,-0.432872477640625,8,15,graph_h_0.125,primary_121_reproduction
200306,2003,6,confirmatory,2.44593122698884,2.68433149897931,-0.0888117850128146,-0.238400271990477,8,14,graph_h_0.125,primary_121_reproduction
200307,2003,7,confirmatory,2.6276753043553,2.55557757871296,0.028211910388827,0.0720977256423456,8,15,graph_h_0.125,primary_121_reproduction
200308,2003,8,confirmatory,2.81655678451077,2.58543450858856,0.0893939781318922,0.231122275922206,8,15,graph_h_0.125,primary_121_reproduction
200406,2004,6,confirmatory,2.94950198781482,2.79267531368267,0.0561564294151127,0.156826674132148,8,14,graph_h_0.125,primary_121_reproduction
200407,2004,7,confirmatory,2.76024097457009,2.84926280363057,-0.0312438111876,-0.0890218290604854,8,15,graph_h_0.125,primary_121_reproduction
200408,2004,8,confirmatory,2.46918183074224,2.53295422408195,-0.0251770808699958,-0.0637723933397085,8,15,graph_h_0.125,primary_121_reproduction
200506,2005,6,confirmatory,2.63873685784992,2.92221249745666,-0.0970071956962296,-0.283475639606746,8,14,graph_h_0.125,primary_121_reproduction
200507,2005,7,confirmatory,2.48648778116835,2.62769024922272,-0.0537363443412468,-0.141202468054368,8,15,graph_h_0.125,primary_121_reproduction
200508,2005,8,confirmatory,2.61454755764323,2.61643861247586,-0.00072275910606534,-0.00189105483262786,8,15,graph_h_0.125,primary_121_reproduction
