configuration,analysis_role,year,metric,yearly_relative_effect,months
dense_465_fixed_labels,confirmatory,2021,graph_h_2.000,-0.12835618055024,3
dense_465_fixed_labels,discovery,2022,graph_h_2.000,-0.204319468328014,3
dense_465_fixed_labels,confirmatory,2023,graph_h_2.000,-0.26998650490949,3
dense_465_fixed_labels,confirmatory,2024,graph_h_2.000,-0.0844140359015134,3
dense_465_fixed_labels,confirmatory,2025,graph_h_2.000,-0.249272502293315,3
dense_465_recomputed,confirmatory,1991,graph_h_0.125,0.0254615464283212,3
dense_465_recomputed,confirmatory,1992,graph_h_0.125,0.0238629683283561,3
dense_465_recomputed,confirmatory,1993,graph_h_0.125,-0.0274312416196708,3
dense_465_recomputed,confirmatory,1994,graph_h_0.125,0.019050582063937,3
dense_465_recomputed,confirmatory,1995,graph_h_0.125,-0.014317947835793,3
dense_465_recomputed,confirmatory,1996,graph_h_0.125,-0.074827167493127,3
dense_465_recomputed,confirmatory,1997,graph_h_0.125,-0.0707884823815399,3
dense_465_recomputed,confirmatory,1998,graph_h_0.125,0.0346911128026486,3
dense_465_recomputed,confirmatory,1999,graph_h_0.125,-0.0713644750608367,3
dense_465_recomputed,confirmatory,2000,graph_h_0.125,-0.111772267652424,3
dense_465_recomputed,confirmatory,2001,graph_h_0.125,-0.0411838244684642,3
dense_465_recomputed,confirmatory,2002,graph_h_0.125,0.0196482161948231,3
dense_465_recomputed,confirmatory,2003,graph_h_0.125,-0.0094219626135208,3
dense_465_recomputed,confirmatory,2004,graph_h_0.125,0.0141353115412317,3
dense_465_recomputed,confirmatory,2005,graph_h_0.125,-0.05435856230773,3
dense_465_recomputed,confirmatory,2006,graph_h_0.125,-0.0262149464192984,3
dense_465_recomputed,confirmatory,2007,graph_h_0.125,0.0725454710071015,3
dense_465_recomputed,confirmatory,2008,graph_h_0.125,0.0282532174978569,3
dense_465_recomputed,confirmatory,2009,graph_h_0.125,-0.077730402724912,3
dense_465_recomputed,confirmatory,2010,graph_h_0.125,-0.011237984472881,3
dense_465_recomputed,confirmatory,2011,graph_h_0.125,-0.0272876890208645,3
dense_465_recomputed,confirmatory,2012,graph_h_0.125,-0.14895309032417,3
dense_465_recomputed,confirmatory,2013,graph_h_0.125,0.00750075523949193,3
dense_465_recomputed,confirmatory,2014,graph_h_0.125,-0.0121853630019771,3
dense_465_recomputed,discovery,2015,graph_h_0.125,-0.111037556398221,3
dense_465_recomputed,confirmatory,2016,graph_h_0.125,0.0762581103392955,3
dense_465_recomputed,confirmatory,2017,graph_h_0.125,-0.0457599929969069,3
dense_465_recomputed,confirmatory,2018,graph_h_0.125,-0.0738733319141294,3
dense_465_recomputed,confirmatory,2019,graph_h_0.125,-0.0307166046505465,3
dense_465_recomputed,confirmatory,2020,graph_h_0.125,-0.028778005235511,3
dense_465_recomputed,confirmatory,2021,graph_h_0.125,-0.0416194397407469,3
dense_465_recomputed,discovery,2022,graph_h_0.125,0.0202206529483313,3
dense_465_recomputed,confirmatory,2023,graph_h_0.125,-0.145410180021755,3
dense_465_recomputed,confirmatory,2024,graph_h_0.125,-0.00852217754873149,3
dense_465_recomputed,confirmatory,2025,graph_h_0.125,-0.109317127194472,3
dense_465_recomputed,confirmatory,1991,graph_h_0.250,0.0490242089852132,3
dense_465_recomputed,confirmatory,1992,graph_h_0.250,0.0185467743965841,3
dense_465_recomputed,confirmatory,1993,graph_h_0.250,-0.0291110505923029,3
dense_465_recomputed,confirmatory,1994,graph_h_0.250,0.0126416194276567,3
dense_465_recomputed,confirmatory,1995,graph_h_0.250,-0.039990914920157,3
dense_465_recomputed,confirmatory,1996,graph_h_0.250,-0.0680331600978468,3
dense_465_recomputed,confirmatory,1997,graph_h_0.250,-0.0928103333721171,3
dense_465_recomputed,confirmatory,1998,graph_h_0.250,0.0347298859513698,3
dense_465_recomputed,confirmatory,1999,graph_h_0.250,-0.0988495304970079,3
dense_465_recomputed,confirmatory,2000,graph_h_0.250,-0.14327406564636,3
dense_465_recomputed,confirmatory,2001,graph_h_0.250,-0.0267459037670289,3
dense_465_recomputed,confirmatory,2002,graph_h_0.250,0.0213347633385415,3
dense_465_recomputed,confirmatory,2003,graph_h_0.250,-0.0155894151327881,3
dense_465_recomputed,confirmatory,2004,graph_h_0.250,0.0109200561288065,3
dense_465_recomputed,confirmatory,2005,graph_h_0.250,-0.0708794170727168,3
dense_465_recomputed,confirmatory,2006,graph_h_0.250,-0.051273928106092,3
dense_465_recomputed,confirmatory,2007,graph_h_0.250,0.0522528175145611,3
dense_465_recomputed,confirmatory,2008,graph_h_0.250,0.00450561500969822,3
dense_465_recomputed,confirmatory,2009,graph_h_0.250,-0.0926217339678563,3
dense_465_recomputed,confirmatory,2010,graph_h_0.250,-0.010184899307762,3
dense_465_recomputed,confirmatory,2011,graph_h_0.250,-0.030561407429369,3
dense_465_recomputed,confirmatory,2012,graph_h_0.250,-0.21631696354975,3
dense_465_recomputed,confirmatory,2013,graph_h_0.250,0.0012030687494422,3
dense_465_recomputed,confirmatory,2014,graph_h_0.250,-0.00682842963870234,3
dense_465_recomputed,discovery,2015,graph_h_0.250,-0.148261183759464,3
dense_465_recomputed,confirmatory,2016,graph_h_0.250,0.094622000637722,3
dense_465_recomputed,confirmatory,2017,graph_h_0.250,-0.0463539086906176,3
dense_465_recomputed,confirmatory,2018,graph_h_0.250,-0.0932959217760001,3
dense_465_recomputed,confirmatory,2019,graph_h_0.250,-0.0155796390137318,3
dense_465_recomputed,confirmatory,2020,graph_h_0.250,-0.0547797797312736,3
dense_465_recomputed,confirmatory,2021,graph_h_0.250,-0.023561775059769,3
dense_465_recomputed,discovery,2022,graph_h_0.250,-0.020737123779131,3
dense_465_recomputed,confirmatory,2023,graph_h_0.250,-0.179436787502734,3
dense_465_recomputed,confirmatory,2024,graph_h_0.250,-0.0130364396928961,3
dense_465_recomputed,confirmatory,2025,graph_h_0.250,-0.146718887752585,3
dense_465_recomputed,confirmatory,1991,graph_h_0.500,0.0598454962357162,3
dense_465_recomputed,confirmatory,1992,graph_h_0.500,0.00433242367717871,3
dense_465_recomputed,confirmatory,1993,graph_h_0.500,-0.0339504042692795,3
dense_465_recomputed,confirmatory,1994,graph_h_0.500,-0.000590169543322065,3
dense_465_recomputed,confirmatory,1995,graph_h_0.500,-0.0870735560129381,3
dense_465_recomputed,confirmatory,1996,graph_h_0.500,-0.0776827880877138,3
dense_465_recomputed,confirmatory,1997,graph_h_0.500,-0.125504994172887,3
dense_465_recomputed,confirmatory,1998,graph_h_0.500,0.0212429124935155,3
dense_465_recomputed,confirmatory,1999,graph_h_0.500,-0.128700805995174,3
dense_465_recomputed,confirmatory,2000,graph_h_0.500,-0.182017105295067,3
dense_465_recomputed,confirmatory,2001,graph_h_0.500,-0.0222177507471413,3
dense_465_recomputed,confirmatory,2002,graph_h_0.500,0.0294327407275385,3
dense_465_recomputed,confirmatory,2003,graph_h_0.500,-0.0339123503841782,3
dense_465_recomputed,confirmatory,2004,graph_h_0.500,-0.0141714850544001,3
dense_465_recomputed,confirmatory,2005,graph_h_0.500,-0.103059886426271,3
dense_465_recomputed,confirmatory,2006,graph_h_0.500,-0.0902137518638846,3
dense_465_recomputed,confirmatory,2007,graph_h_0.500,0.0097916936712931,3
dense_465_recomputed,confirmatory,2008,graph_h_0.500,-0.0362949024995093,3
dense_465_recomputed,confirmatory,2009,graph_h_0.500,-0.121721430609731,3
dense_465_recomputed,confirmatory,2010,graph_h_0.500,-0.0190663605695528,3
dense_465_recomputed,confirmatory,2011,graph_h_0.500,-0.0509992992759098,3
dense_465_recomputed,confirmatory,2012,graph_h_0.500,-0.301071794900318,3
dense_465_recomputed,confirmatory,2013,graph_h_0.500,-0.0180013298172821,3
dense_465_recomputed,confirmatory,2014,graph_h_0.500,-0.00292045736347335,3
dense_465_recomputed,discovery,2015,graph_h_0.500,-0.212391999930299,3
dense_465_recomputed,confirmatory,2016,graph_h_0.500,0.0825375845108502,3
dense_465_recomputed,confirmatory,2017,graph_h_0.500,-0.0590162947589863,3
dense_465_recomputed,confirmatory,2018,graph_h_0.500,-0.121337856041076,3
dense_465_recomputed,confirmatory,2019,graph_h_0.500,-0.0114544025296155,3
dense_465_recomputed,confirmatory,2020,graph_h_0.500,-0.0991776168839863,3
dense_465_recomputed,confirmatory,2021,graph_h_0.500,-0.014040730203919,3
dense_465_recomputed,discovery,2022,graph_h_0.500,-0.0948189279177289,3
dense_465_recomputed,confirmatory,2023,graph_h_0.500,-0.220899138107279,3
dense_465_recomputed,confirmatory,2024,graph_h_0.500,-0.0300754537584636,3
dense_465_recomputed,confirmatory,2025,graph_h_0.500,-0.194635625711582,3
dense_465_recomputed,confirmatory,1991,graph_h_1.000,0.0244714630587867,3
dense_465_recomputed,confirmatory,1992,graph_h_1.000,-0.0357077571506331,3
dense_465_recomputed,confirmatory,1993,graph_h_1.000,-0.0671897016798676,3
dense_465_recomputed,confirmatory,1994,graph_h_1.000,-0.0446676249998556,3
dense_465_recomputed,confirmatory,1995,graph_h_1.000,-0.12477945177405,3
dense_465_recomputed,confirmatory,1996,graph_h_1.000,-0.135639314954811,3
dense_465_recomputed,confirmatory,1997,graph_h_1.000,-0.160690751526937,3
dense_465_recomputed,confirmatory,1998,graph_h_1.000,-0.0213981491987902,3
dense_465_recomputed,confirmatory,1999,graph_h_1.000,-0.163226621639748,3
dense_465_recomputed,confirmatory,2000,graph_h_1.000,-0.229738427272382,3
dense_465_recomputed,confirmatory,2001,graph_h_1.000,-0.0564591354919581,3
dense_465_recomputed,confirmatory,2002,graph_h_1.000,0.0143517619498369,3
dense_465_recomputed,confirmatory,2003,graph_h_1.000,-0.0939034305310168,3
dense_465_recomputed,confirmatory,2004,graph_h_1.000,-0.0771057564649046,3
dense_465_recomputed,confirmatory,2005,graph_h_1.000,-0.158741570403333,3
dense_465_recomputed,confirmatory,2006,graph_h_1.000,-0.137800878069451,3
dense_465_recomputed,confirmatory,2007,graph_h_1.000,-0.0755582578222331,3
dense_465_recomputed,confirmatory,2008,graph_h_1.000,-0.0848904777315873,3
dense_465_recomputed,confirmatory,2009,graph_h_1.000,-0.161093620135877,3
dense_465_recomputed,confirmatory,2010,graph_h_1.000,-0.0668548145461866,3
dense_465_recomputed,confirmatory,2011,graph_h_1.000,-0.113034589053506,3
dense_465_recomputed,confirmatory,2012,graph_h_1.000,-0.352073541078084,3
dense_465_recomputed,confirmatory,2013,graph_h_1.000,-0.0616561928868015,3
dense_465_recomputed,confirmatory,2014,graph_h_1.000,-0.0325294967937883,3
dense_465_recomputed,discovery,2015,graph_h_1.000,-0.27551016245814,3
dense_465_recomputed,confirmatory,2016,graph_h_1.000,0.040279456073558,3
dense_465_recomputed,confirmatory,2017,graph_h_1.000,-0.102328592007355,3
dense_465_recomputed,confirmatory,2018,graph_h_1.000,-0.186661266846665,3
dense_465_recomputed,confirmatory,2019,graph_h_1.000,-0.0460037881106962,3
dense_465_recomputed,confirmatory,2020,graph_h_1.000,-0.139121181804087,3
dense_465_recomputed,confirmatory,2021,graph_h_1.000,-0.0376850238796103,3
dense_465_recomputed,discovery,2022,graph_h_1.000,-0.172566142088126,3
dense_465_recomputed,confirmatory,2023,graph_h_1.000,-0.255482544567705,3
dense_465_recomputed,confirmatory,2024,graph_h_1.000,-0.0684416060293666,3
dense_465_recomputed,confirmatory,2025,graph_h_1.000,-0.23732748140089,3
dense_465_recomputed,confirmatory,1991,graph_h_2.000,-0.00570582439175612,3
dense_465_recomputed,confirmatory,1992,graph_h_2.000,-0.0634259027787982,3
dense_465_recomputed,confirmatory,1993,graph_h_2.000,-0.0915141120559255,3
dense_465_recomputed,confirmatory,1994,graph_h_2.000,-0.0760858569952272,3
dense_465_recomputed,confirmatory,1995,graph_h_2.000,-0.13764163644564,3
dense_465_recomputed,confirmatory,1996,graph_h_2.000,-0.170955045836017,3
dense_465_recomputed,confirmatory,1997,graph_h_2.000,-0.176536203693558,3
dense_465_recomputed,confirmatory,1998,graph_h_2.000,-0.0471559238264643,3
dense_465_recomputed,confirmatory,1999,graph_h_2.000,-0.183574122325107,3
dense_465_recomputed,confirmatory,2000,graph_h_2.000,-0.254068741555714,3
dense_465_recomputed,confirmatory,2001,graph_h_2.000,-0.0813429109423823,3
dense_465_recomputed,confirmatory,2002,graph_h_2.000,-0.00369108259565742,3
dense_465_recomputed,confirmatory,2003,graph_h_2.000,-0.127360576159758,3
dense_465_recomputed,confirmatory,2004,graph_h_2.000,-0.116350360239448,3
dense_465_recomputed,confirmatory,2005,graph_h_2.000,-0.192372530600805,3
dense_465_recomputed,confirmatory,2006,graph_h_2.000,-0.160018718143343,3
dense_465_recomputed,confirmatory,2007,graph_h_2.000,-0.124420412972903,3
dense_465_recomputed,confirmatory,2008,graph_h_2.000,-0.108988491605073,3
dense_465_recomputed,confirmatory,2009,graph_h_2.000,-0.179744975806344,3
dense_465_recomputed,confirmatory,2010,graph_h_2.000,-0.101614141870145,3
dense_465_recomputed,confirmatory,2011,graph_h_2.000,-0.149463692710263,3
dense_465_recomputed,confirmatory,2012,graph_h_2.000,-0.369679179807661,3
dense_465_recomputed,confirmatory,2013,graph_h_2.000,-0.0888091791748594,3
dense_465_recomputed,confirmatory,2014,graph_h_2.000,-0.0538436396774999,3
dense_465_recomputed,discovery,2015,graph_h_2.000,-0.306231715151988,3
dense_465_recomputed,confirmatory,2016,graph_h_2.000,0.0149986027229693,3
dense_465_recomputed,confirmatory,2017,graph_h_2.000,-0.13063785284895,3
dense_465_recomputed,confirmatory,2018,graph_h_2.000,-0.229118407554444,3
dense_465_recomputed,confirmatory,2019,graph_h_2.000,-0.0740290750949502,3
dense_465_recomputed,confirmatory,2020,graph_h_2.000,-0.156415354562963,3
dense_465_recomputed,confirmatory,2021,graph_h_2.000,-0.0555023784214009,3
dense_465_recomputed,discovery,2022,graph_h_2.000,-0.212051114827321,3
dense_465_recomputed,confirmatory,2023,graph_h_2.000,-0.273678359694817,3
dense_465_recomputed,confirmatory,2024,graph_h_2.000,-0.0902157447540125,3
dense_465_recomputed,confirmatory,2025,graph_h_2.000,-0.255933078418543,3
