file,date,n_sites,wbt_mean,spatial_variance,lambda_weighted,graph_h_0.125,graph_h_0.250,graph_h_0.500,graph_h_1.000,graph_h_2.000
era5_201508_consistent.csv,2015-08-28,121,20.0089939679638,17.1347717103964,5.77755171583211,2.92252539492242,4.76579187973417,8.0949907651109,12.6614985154598,15.7768585101081
era5_201508_consistent.csv,2015-08-29,121,20.0047126281099,16.9459703526939,5.89166971942155,3.33847295179055,5.43729259653171,8.92260507056882,13.2167333978464,15.8675085817072
era5_201508_consistent.csv,2015-08-30,121,19.8878783620681,13.4828898041914,4.96511698527789,2.37768164447415,3.87085772098879,6.67272768642611,10.3657797380688,12.601381143729
era5_201508_consistent.csv,2015-08-31,121,19.8055301397374,16.7299954669819,6.57360999125774,2.61408598194552,4.25937633720409,7.82481517027438,12.7096468707011,15.606532847762
era5_202206_consistent.csv,2022-06-01,121,19.2984507488352,27.9311970691092,9.43939230789869,1.98849690631269,3.75532436601604,8.9271413240972,18.3653413119284,25.0129700965302
era5_202206_consistent.csv,2022-06-02,121,20.1760612503049,21.1076277411644,6.73073443915945,2.24653404731888,3.61981632595159,7.38227069956536,14.1661836579678,18.9780721269988
era5_202206_consistent.csv,2022-06-03,121,20.7891697417764,20.7377808110558,8.29758179135935,2.60403193716047,4.33661245800995,8.48189360888115,14.8927851621824,19.035457924326
era5_202206_consistent.csv,2022-06-04,121,19.9781336871331,32.1927090731906,12.4798341767615,3.30335220356167,5.96863633646522,12.88404508097,23.2513835979248,29.6202925266761
era5_202206_consistent.csv,2022-06-05,121,18.6108490052578,33.3121828335907,11.5887151566093,3.03372421692698,5.58881369148058,12.0938599093565,22.853229133707,30.1786308636774
era5_202206_consistent.csv,2022-06-06,121,18.0638951715005,29.2559492897674,8.8969502416473,3.18811668714759,5.38357441854063,10.7521977518397,20.0070147038847,26.436339094184
era5_202206_consistent.csv,2022-06-07,121,18.2261193356864,26.0019409560057,8.06981404622917,2.99949826379793,5.22915545048749,10.0072909634497,17.8558587332105,23.4877128626099
era5_202206_consistent.csv,2022-06-08,121,18.6873420022908,24.3777607253809,8.49312283088259,2.79260303203822,4.8332633857887,9.61462710604796,16.9326780161237,22.0726287856089
era5_202206_consistent.csv,2022-06-09,121,19.1526117023552,22.9080524458936,8.32963777134715,2.62661806359866,4.61707882075713,9.25314077255597,16.0891411525759,20.8198792115871
era5_202206_consistent.csv,2022-06-10,121,19.161655300276,19.1610225024079,6.48207610891437,2.57156321171093,4.32775093437932,7.93362028305426,13.4122866381467,17.3859469107555
era5_202206_consistent.csv,2022-06-11,121,18.8125191954745,21.0270625103497,9.48152791208807,2.6306319908904,4.59528855444707,8.69693236373273,14.6760083293889,19.0629677241502
era5_202206_consistent.csv,2022-06-12,121,18.3974525337871,23.9141034456433,8.81343755531582,3.13133875680435,5.33415075045111,9.78348771707617,16.643620301877,21.6752724553709
era5_202206_consistent.csv,2022-06-13,121,18.4565109679118,23.314556999258,8.43686226610794,3.24637258201979,5.62516132473114,10.2134313944443,16.7944911486599,21.3402668093662
era5_202206_consistent.csv,2022-06-14,121,18.5418961506112,22.3409344154673,7.48445009366964,3.42391119764036,5.59283745999998,10.0167451194437,16.5218766518579,20.6469036941526
era5_202206_consistent.csv,2022-06-15,121,19.3363305346949,18.2611205287884,6.14177678364038,3.09676101659619,4.95572639543543,8.72527318047261,13.8889636592823,17.0087521549993
era5_202206_consistent.csv,2022-06-16,121,20.1265613259757,15.2925764116906,5.19191637696791,2.7325962092659,4.35189284422137,7.62378439910359,11.7183506283052,14.2444960336845
era5_202206_consistent.csv,2022-06-17,121,20.6864917092486,13.9245517446207,5.19379820498384,2.28940309675126,3.75865161171087,6.66809798705101,10.5392322289175,12.9496143100315
era5_202206_consistent.csv,2022-06-18,121,21.1247994573471,14.2790217104213,5.43576811095378,2.33673482653716,3.85618738438605,6.81384081963683,10.8661810470181,13.3115048615803
era5_202206_consistent.csv,2022-06-19,121,21.5937721862391,13.0317880977189,5.11201935050337,2.34197097929414,3.75602946768962,6.38605413045389,9.91985752989202,12.1349948647691
era5_202206_consistent.csv,2022-06-20,121,21.9833724665132,11.7392247365308,4.67040734716101,2.44300129866655,3.63956813650389,5.80093577696923,8.9405639274918,10.9296358290236
era5_202206_consistent.csv,2022-06-21,121,22.4439345012328,12.153380361849,4.47015092003089,2.34299519439837,3.53432803502541,5.79588320307454,9.16561294230903,11.2886276012768
era5_202206_consistent.csv,2022-06-22,121,22.7869877741822,12.7642172792245,5.00850563501479,2.27035949551598,3.64573504448236,6.59575121019268,10.1253983839897,12.0454908848971
era5_202206_consistent.csv,2022-06-23,121,21.982590269232,15.4441906921533,5.35635920256987,2.37442208755455,3.91157319612276,7.37848789395506,11.9196315712133,14.4631573169634
era5_202206_consistent.csv,2022-06-24,121,21.7661568152123,16.6256666308236,5.64408118402338,3.32582015048546,4.93574979076809,8.28320548385517,12.8710718002844,15.5601118154675
era5_202206_consistent.csv,2022-06-25,121,22.5812154849763,14.7765712949942,5.56732357928059,2.71831875479605,4.48237952852824,7.89886913307196,11.9278862911907,14.0236368282071
era5_202206_consistent.csv,2022-06-26,121,22.5303252615952,16.99881568486,6.62832911011849,2.95238979778621,5.12751415980403,9.38078714524389,13.9934547451628,16.2363512031162
era5_202206_consistent.csv,2022-06-27,121,21.8579732829083,17.622510686325,6.87643930628377,2.58976734635842,4.42258525083374,8.61220394982844,13.8843978894333,16.6416137533328
era5_202206_consistent.csv,2022-06-28,121,21.7695327606654,20.0405559779653,7.25734369422797,3.04751183840536,5.34245367909944,10.0369637950801,15.8441821631789,18.9261212581737
era5_202206_consistent.csv,2022-06-29,121,22.0550529716867,20.2278895273486,7.37584920746071,3.04612337506322,5.25823343588979,10.1264039187337,16.1151719539239,19.1671523435074
era5_202206_consistent.csv,2022-06-30,121,22.3422811139733,17.680337059347,6.92742089513791,2.78523995729288,4.89699255029911,9.24795542132242,14.3555192434608,16.8511245326049
era5_202207_consistent.csv,2022-07-01,121,22.5233993938603,15.1960797867128,5.85304768589667,2.44132247593159,4.05289117010427,7.65678907301734,12.0964530651948,14.3911584224307
era5_202207_consistent.csv,2022-07-02,121,22.7977182123997,10.3894721172796,3.68661177808376,2.16090085610374,3.36568282639744,5.78864642250216,8.51160208147505,9.89394788651567
era5_202207_consistent.csv,2022-07-03,121,22.7740859810022,10.286105855722,3.96327086792665,2.14404738850238,3.43829042970288,5.87421661838154,8.55952029172518,9.85468004625118
