file,n_extreme,n_moderate,mean_extreme,mean_moderate,delta,weighted_mean_extreme,weighted_mean_moderate,weighted_delta
era5_201506_consistent.csv,8,14,16.759203983732,24.3905734313164,-7.63136944758446,5.54329217841892,8.35295386410582,-2.8096616856869
era5_201507_consistent.csv,8,15,13.1081284760013,18.1241145169046,-5.01598604090334,5.23675372413738,6.68128561059765,-1.44453188646027
era5_201508_consistent.csv,8,15,13.813667356571,20.3709784680232,-6.55731111145219,5.53321443045076,8.03081399337779,-2.49759956292703
era5_202206_consistent.csv,8,14,15.2230783295384,19.5082986736554,-4.28522034411697,5.75054323709678,7.04374282907321,-1.29319959197642
era5_202207_consistent.csv,8,15,15.2660009573793,15.1587105062657,0.107290451113675,5.97610350485979,6.13050108180995,-0.154397576950152
era5_202208_consistent.csv,8,15,7.85325797876349,14.6915497851543,-6.83829180639076,2.99180483670896,5.54132341204983,-2.54951857534087
