year,month,threshold_c,high,middle,difference,outcome
2011,6,11.75,0.9856733624488642,0.9562986902021944,0.029374672246669786,C_coslat
2011,6,12.0,0.9847142688111269,0.9496365799337715,0.035077688877355406,C_coslat
2011,6,12.25,0.9832440662390927,0.9429132749211114,0.04033079131798123,C_coslat
2011,6,12.5,0.9810066750100432,0.9368395222341555,0.044167152775887786,C_coslat
2011,6,12.75,0.9779013041049226,0.9282362474602631,0.04966505664465948,C_coslat
2011,6,13.0,0.9751986425647783,0.922442882019691,0.05275576054508724,C_coslat
2011,6,13.25,0.9722302339945074,0.9138825445679158,0.05834768942659152,C_coslat
2011,6,13.5,0.9699956825039135,0.9017559073864435,0.06823977511747004,C_coslat
2011,6,13.75,0.9635605406908893,0.892088420021384,0.07147212066950526,C_coslat
2011,6,14.0,0.956378919014064,0.8822982315266156,0.07408068748744845,C_coslat
2011,6,14.25,0.9504995075407526,0.8731164263172272,0.07738308122352544,C_coslat
2011,6,14.5,0.9444041391969973,0.8602331109555733,0.08417102824142397,C_coslat
2011,6,14.75,0.9312281458091222,0.8486754115309664,0.08255273427815579,C_coslat
2011,6,15.0,0.9118172892972115,0.8360082361660887,0.07580905313112285,C_coslat
2011,6,15.25,0.9047542971964186,0.824073324189936,0.08068097300648269,C_coslat
2011,6,15.5,0.8932211801400027,0.8138682541976754,0.07935292594232735,C_coslat
2011,6,15.75,0.8862692700272012,0.8031786178141884,0.08309065221301282,C_coslat
2011,6,16.0,0.8725702228776866,0.7843061941041648,0.0882640287735218,C_coslat
2011,6,16.25,0.8505075936301759,0.7701913880574329,0.080316205572743,C_coslat
2011,6,16.5,0.8394670641047638,0.7568783127081508,0.08258875139661304,C_coslat
2011,6,16.75,0.8283080761805263,0.7467042633610766,0.08160381281944962,C_coslat
2011,6,17.0,0.8135003619247656,0.7362575187435054,0.07724284318126018,C_coslat
2011,6,17.25,0.804043976771576,0.7278570577574303,0.07618691901414576,C_coslat
2011,6,17.5,0.7963522075918359,0.7178448835333177,0.07850732405851824,C_coslat
2011,6,17.75,0.776398320127911,0.7043278249701043,0.07207049515780672,C_coslat
2011,6,18.0,0.765711422287263,0.6840887370691455,0.08162268521811744,C_coslat
2011,6,18.25,0.7593362849993248,0.6700645923542251,0.08927169264509971,C_coslat
2011,6,18.5,0.748512394506678,0.6598491110303051,0.08866328347637287,C_coslat
2011,6,18.75,0.7415636562612914,0.6467522969093837,0.09481135935190765,C_coslat
2011,6,19.0,0.7353977720172129,0.6351484389911068,0.10024933302610606,C_coslat
2011,6,19.25,0.728426118474504,0.6165143072905183,0.11191181118398574,C_coslat
2011,6,19.5,0.7137198902876638,0.5990065319168059,0.11471335837085794,C_coslat
2011,6,19.75,0.7038273366118207,0.582120775960893,0.12170656065092778,C_coslat
2011,6,20.0,0.6938490934974264,0.5612964866178769,0.1325526068795495,C_coslat
2011,6,20.25,0.6817896626913192,0.5345986032055129,0.14719105948580635,C_coslat
2011,6,20.5,0.6647752706263839,0.5111032896063646,0.15367198102001922,C_coslat
2011,6,20.75,0.6409030940563124,0.485917118411758,0.1549859756445544,C_coslat
2011,6,21.0,0.6185678903362056,0.46666405669259653,0.1519038336436091,C_coslat
2011,6,21.25,0.6053378055932594,0.4425112698198609,0.16282653577339856,C_coslat
2011,6,21.5,0.5887017072020715,0.4291444847602944,0.1595572224417771,C_coslat
2011,6,21.75,0.5779280296942256,0.4049165703520114,0.17301145934221424,C_coslat
2011,6,22.0,0.5621104116042919,0.3848163033006384,0.1772941083036535,C_coslat
2011,6,22.25,0.5438235974358371,0.372567461630353,0.1712561358054841,C_coslat
2011,6,22.5,0.5169739441397869,0.3569172556563319,0.160056688483455,C_coslat
2011,6,22.75,0.4838529528908682,0.3385431119679017,0.1453098409229665,C_coslat
2011,6,23.0,0.45394139024163904,0.3180508365025815,0.13589055373905756,C_coslat
2011,6,23.25,0.4244195882615835,0.29579258950558385,0.12862699875599964,C_coslat
2011,6,23.5,0.40041994839646106,0.27212587887763384,0.12829406951882721,C_coslat
2011,6,23.75,0.3672619245999753,0.24955743528877475,0.11770448931120056,C_coslat
2011,6,24.0,0.34095715686468775,0.22424895851151946,0.11670819835316829,C_coslat
2011,6,24.25,0.28710810001979253,0.1826815473919092,0.10442655262788333,C_coslat
2011,6,24.5,0.24121400143396668,0.1503590607249856,0.09085494070898109,C_coslat
2011,6,24.75,0.2098774293134329,0.11973324612743116,0.09014418318600173,C_coslat
2011,6,25.0,0.1596881041185934,0.10106543405003243,0.05862267006856098,C_coslat
2011,6,25.25,0.12101898803371641,0.07751738367310121,0.043501604360615204,C_coslat
2011,6,25.5,0.09799843516071416,0.056489639184897904,0.041508795975816255,C_coslat
2011,6,25.75,0.08228451852301309,0.042799691814448586,0.039484826708564506,C_coslat
2011,6,26.0,0.06416588455809197,0.02626595726851984,0.03789992728957213,C_coslat
2011,6,26.25,0.051695062099899186,0.016005037957863632,0.03569002414203555,C_coslat
2011,6,26.5,0.03676640679422129,0.01219581673350662,0.024570590060714666,C_coslat
2011,6,26.75,0.02828371314958696,0.0085365151479401,0.01974719800164686,C_coslat
2011,6,27.0,0.02164680697419114,0.006199792865555784,0.015447014108635354,C_coslat
2011,6,27.25,0.014982240689398447,0.0038828995146453554,0.011099341174753093,C_coslat
2011,6,27.5,0.01115132260160369,0.0028834045895812692,0.00826791801202242,C_coslat
2011,6,27.75,0.005648911521742797,0.0010265501129025007,0.004622361408840296,C_coslat
2011,6,28.0,0.002827350794703711,0.0003421833709675003,0.0024851674237362105,C_coslat
2011,6,28.25,0.00196575768790733,0.00017057988955807512,0.0017951777983492548,C_coslat
2011,6,28.5,0.0011139772749649366,0.0,0.0011139772749649366,C_coslat
2011,7,9.5,0.9866257798480155,0.9854775379781651,0.0011482418698504082,C_coslat
2011,7,9.75,0.9866257798480155,0.9852217796747685,0.0014040001732469332,C_coslat
2011,7,10.0,0.9866257798480155,0.9845832740814218,0.002042505766593705,C_coslat
2011,7,10.25,0.9866257798480155,0.9836837009657117,0.0029420788823038,C_coslat
2011,7,10.5,0.9866257798480155,0.9833027340060512,0.0033230458419643005,C_coslat
2011,7,10.75,0.9866257798480155,0.9826508989817676,0.003974880866247865,C_coslat
2011,7,11.0,0.9866257798480155,0.9820070841694543,0.004618695678561213,C_coslat
2011,7,11.25,0.9861428949098539,0.981610776266924,0.004532118642929905,C_coslat
2011,7,11.5,0.9861428949098539,0.9805771563873064,0.005565738522547492,C_coslat
2011,7,11.75,0.9856600099716922,0.9795488457266553,0.006111164245036882,C_coslat
2011,7,12.0,0.9854089137994627,0.9774839730117398,0.007924940787722878,C_coslat
2011,7,12.25,0.9851674713303818,0.9753198510213635,0.009847620309018312,C_coslat
2011,7,12.5,0.9846814277988091,0.9732384085631958,0.011443019235613305,C_coslat
2011,7,12.75,0.983680757596631,0.9703956701102765,0.013285087486354485,C_coslat
2011,7,13.0,0.9824604914445697,0.9673778903648789,0.015082601079690838,C_coslat
2011,7,13.25,0.9812374980414516,0.9622672161027223,0.018970281938729294,C_coslat
2011,7,13.5,0.9804972013472047,0.9551753938553202,0.025321807491884507,C_coslat
2011,7,13.75,0.9778387157745165,0.9488333101372198,0.0290054056372967,C_coslat
2011,7,14.0,0.9727376566016113,0.9396726320938115,0.0330650245077998,C_coslat
2011,7,14.25,0.9703144861434386,0.9304440313864856,0.039870454756953055,C_coslat
2011,7,14.5,0.9671602469396535,0.9238352026705213,0.043325044269132196,C_coslat
2011,7,14.75,0.9617923561065445,0.9185879557567429,0.04320440034980155,C_coslat
2011,7,15.0,0.9580918805457024,0.909477533069267,0.04861434747643534,C_coslat
2011,7,15.25,0.9522185118271357,0.9016517080293487,0.050566803797787,C_coslat
2011,7,15.5,0.9426267618130948,0.8907382490538875,0.05188851275920725,C_coslat
2011,7,15.75,0.937938653931707,0.8818261231816428,0.05611253075006417,C_coslat
2011,7,16.0,0.9305509930899022,0.874283285686771,0.05626770740313114,C_coslat
2011,7,16.25,0.923633671487335,0.8664214625386691,0.057212208948665855,C_coslat
2011,7,16.5,0.9141874840520694,0.8596289252516686,0.054558558800400836,C_coslat
2011,7,16.75,0.902041926235554,0.8501646495140057,0.05187727672154829,C_coslat
2011,7,17.0,0.8946669667317254,0.8425000048472117,0.05216696188451375,C_coslat
2011,7,17.25,0.8835612519757623,0.8341909379861555,0.049370313989606784,C_coslat
2011,7,17.5,0.8771247759388672,0.8264968695439774,0.05062790639488979,C_coslat
2011,7,17.75,0.8685395703211936,0.8164188217292374,0.052120748591956145,C_coslat
2011,7,18.0,0.8562570220749627,0.8006057180697385,0.05565130400522422,C_coslat
2011,7,18.25,0.8469252417825841,0.791226864405349,0.05569837737723515,C_coslat
2011,7,18.5,0.8386797472070578,0.779557063813109,0.05912268339394888,C_coslat
2011,7,18.75,0.8296076026222616,0.7703216314587067,0.05928597116355494,C_coslat
2011,7,19.0,0.8205348190302183,0.7607013351826153,0.05983348384760301,C_coslat
2011,7,19.25,0.8102011119893942,0.7500365830251756,0.06016452896421853,C_coslat
2011,7,19.5,0.802332632557122,0.7415204097814315,0.06081222277569043,C_coslat
2011,7,19.75,0.7938617938315271,0.732233169837768,0.061628623993759124,C_coslat
2011,7,20.0,0.7883708323742922,0.7232958513644311,0.06507498100986109,C_coslat
2011,7,20.25,0.7808273863671291,0.7120889092783476,0.06873847708878156,C_coslat
2011,7,20.5,0.7738191670663153,0.6968824319806161,0.0769367350856992,C_coslat
2011,7,20.75,0.7639619181296384,0.6801789123479105,0.08378300578172793,C_coslat
2011,7,21.0,0.7532658465980714,0.6557367933041379,0.09752905329393347,C_coslat
2011,7,21.25,0.7398381246939623,0.6351586410466868,0.10467948364727542,C_coslat
2011,7,21.5,0.7269774073033045,0.6218773361510086,0.10510007115229592,C_coslat
2011,7,21.75,0.7126747802256226,0.5992934409891029,0.11338133923651972,C_coslat
2011,7,22.0,0.6996298808751783,0.579742782673199,0.11988709820197929,C_coslat
2011,7,22.25,0.6842703132081736,0.5583481091337464,0.1259222040744271,C_coslat
2011,7,22.5,0.6626479770946171,0.536414775183659,0.1262332019109581,C_coslat
2011,7,22.75,0.6414749925906835,0.5012079102085318,0.1402670823821517,C_coslat
2011,7,23.0,0.6097565632903478,0.480128426474614,0.12962813681573376,C_coslat
2011,7,23.25,0.5797724666111129,0.44630329134508917,0.13346917526602375,C_coslat
2011,7,23.5,0.5555722853738612,0.4180109586592206,0.13756132671464055,C_coslat
2011,7,23.75,0.5247601908700125,0.3850161239928936,0.13974406687711888,C_coslat
2011,7,24.0,0.4845130181132309,0.34553664866487604,0.13897636944835484,C_coslat
2011,7,24.25,0.427529723015254,0.28978253926947767,0.13774718374577632,C_coslat
2011,7,24.5,0.39154462983625254,0.2255644374896561,0.16598019234659644,C_coslat
2011,7,24.75,0.34118629607450224,0.19068783315971694,0.1504984629147853,C_coslat
2011,7,25.0,0.3043452243868963,0.156237440617322,0.1481077837695743,C_coslat
2011,7,25.25,0.28507220255342863,0.14013325542532276,0.14493894712810587,C_coslat
2011,7,25.5,0.23586697981441268,0.11919675323451662,0.11667022657989606,C_coslat
2011,7,25.75,0.21087597884005543,0.1038112403062291,0.10706473853382634,C_coslat
2011,7,26.0,0.18728852116799305,0.0867719351718183,0.10051658599617475,C_coslat
2011,7,26.25,0.1550943991484123,0.07531581398421484,0.07977858516419746,C_coslat
2011,7,26.5,0.13385748919160323,0.06192580851473806,0.07193168067686517,C_coslat
2011,7,26.75,0.11839343476614825,0.046450541767867254,0.071942892998281,C_coslat
2011,7,27.0,0.09437028683347012,0.036102524548356205,0.05826776228511392,C_coslat
2011,7,27.25,0.07520610647576638,0.02286309199575259,0.052343014480013786,C_coslat
2011,7,27.5,0.052810973642488664,0.016795292763620642,0.03601568087886802,C_coslat
2011,7,27.75,0.040598389360347535,0.011055519837592604,0.02954286952275493,C_coslat
2011,7,28.0,0.02778518823634305,0.0063810776918159645,0.021404110544527087,C_coslat
2011,7,28.25,0.015928458873786945,0.0031749867464483483,0.012753472127338596,C_coslat
2011,7,28.5,0.007527994043426962,0.001144265555827498,0.006383728487599464,C_coslat
2011,8,9.5,0.9866257798480155,0.9864970105311723,0.00012876931684313586,C_coslat
2011,8,9.75,0.9866257798480155,0.9864970105311723,0.00012876931684313586,C_coslat
2011,8,10.0,0.9866257798480155,0.986370021544619,0.00025575830339652494,C_coslat
2011,8,10.25,0.9866257798480155,0.986370021544619,0.00025575830339652494,C_coslat
2011,8,10.5,0.9866257798480155,0.985856724607536,0.0007690552404794326,C_coslat
2011,8,10.75,0.9866257798480155,0.9852182190141893,0.0014075608338262047,C_coslat
2011,8,11.0,0.9866257798480155,0.9841951858006028,0.0024305940474126375,C_coslat
2011,8,11.25,0.9866257798480155,0.98368188886352,0.002943890984495434,C_coslat
2011,8,11.5,0.9863843373789346,0.9829093687095984,0.0034749686693361648,C_coslat
2011,8,11.75,0.9863843373789346,0.9826536104062017,0.0037307269727329118,C_coslat
2011,8,12.0,0.9863843373789346,0.9814760684542779,0.004908268924656678,C_coslat
2011,8,12.25,0.9861428949098539,0.9795487713919472,0.006594123517906669,C_coslat
2011,8,12.5,0.9856633480909852,0.9774925690976227,0.008170778993362493,C_coslat
2011,8,12.75,0.9854219056219043,0.9755480767455555,0.0098738288763488,C_coslat
2011,8,13.0,0.9851804631528236,0.9718796733974874,0.013300789755336218,C_coslat
2011,8,13.25,0.9849390206837427,0.9680254945841863,0.01691352609955643,C_coslat
2011,8,13.5,0.9842213695150862,0.9619811258510168,0.022240243664069403,C_coslat
2011,8,13.75,0.983008390469847,0.9547838674181396,0.028224523051707417,C_coslat
2011,8,14.0,0.9807850876104146,0.9466627934056874,0.03412229420472723,C_coslat
2011,8,14.25,0.9793243505122389,0.9375506419216769,0.04177370859056195,C_coslat
2011,8,14.5,0.9761867470511374,0.9259794275089429,0.050207319542194484,C_coslat
2011,8,14.75,0.9710727926308503,0.9126977097277514,0.058375082903098896,C_coslat
2011,8,15.0,0.9662451451369979,0.904262605602565,0.06198253953443289,C_coslat
2011,8,15.25,0.9591152583089753,0.8943536224774428,0.0647616358315325,C_coslat
2011,8,15.5,0.9486995876699875,0.8846830187463326,0.06401656892365493,C_coslat
2011,8,15.75,0.9426321973982696,0.8762739612156333,0.06635823618263637,C_coslat
2011,8,16.0,0.9352970580290323,0.8650686721167102,0.07022838591232206,C_coslat
2011,8,16.25,0.9278563692859476,0.8531739521797285,0.07468241710621915,C_coslat
2011,8,16.5,0.9182385671629791,0.8400453198973302,0.07819324726564891,C_coslat
2011,8,16.75,0.9127601787031723,0.8299046292090139,0.08285554949415841,C_coslat
2011,8,17.0,0.9040691270420137,0.8206691318223752,0.08339999521963848,C_coslat
2011,8,17.25,0.8907256621885198,0.8117426929735625,0.07898296921495729,C_coslat
2011,8,17.5,0.882555836910303,0.8035711526376749,0.07898468427262817,C_coslat
2011,8,17.75,0.873892048174401,0.7931869174609493,0.08070513071345176,C_coslat
2011,8,18.0,0.8651882244865353,0.7826908185650348,0.08249740592150057,C_coslat
2011,8,18.25,0.8573662319328125,0.7730952994014954,0.08427093253131712,C_coslat
2011,8,18.5,0.8479340468583556,0.7596441524179376,0.08828989444041802,C_coslat
2011,8,18.75,0.839627430740676,0.7470475247079146,0.09257990603276145,C_coslat
2011,8,19.0,0.8305210365099698,0.7401117007384935,0.09040933577147625,C_coslat
2011,8,19.25,0.8174101131723377,0.7284688928617176,0.08894122031062013,C_coslat
2011,8,19.5,0.8069717048021282,0.7153742321814118,0.09159747262071638,C_coslat
2011,8,19.75,0.8002401495003444,0.696984037000189,0.10325611250015543,C_coslat
2011,8,20.0,0.791255580395582,0.6764385011627189,0.1148170792328631,C_coslat
2011,8,20.25,0.782902296249275,0.6589765066967281,0.12392578955254685,C_coslat
2011,8,20.5,0.770503366855155,0.633585695918065,0.13691767093708995,C_coslat
2011,8,20.75,0.7605422289863798,0.6147336983739206,0.14580853061245924,C_coslat
