dense_site_id,lon,lat,original_site_id,is_original_site,row,col,land_area_km2,cell_area_km2,land_fraction,weight,coslat_weight
199,111.4,27.6,54.0,True,8,8,7876.592565884155,7876.592565884155,1.0,0.0024454336118962645,0.00227152414741709
200,111.4,28.5,,False,9,8,7812.301994771332,7812.301994771332,1.0,0.0024254734168992218,0.0022525910968524618
201,111.4,29.4,55.0,True,10,8,7746.088816070434,7746.088816070434,1.0,0.0024049163128734286,0.00223310225314093
202,111.4,30.3,,False,11,8,7677.966622197205,7677.966622197205,1.0,0.0023837665198353513,0.002213062424863061
203,111.4,31.2,56.0,True,12,8,7607.949470217224,7607.949470217224,1.0,0.002362028402060578,0.0021924765565466218
204,111.4,32.1,,False,13,8,7536.051884413391,7536.051884413391,1.0,0.0023397064688809414,0.002171349727446585
205,111.4,33.0,57.0,True,14,8,7462.288858749634,7462.288858749634,1.0,0.0023168053754494223,0.0021496871502919043
206,111.4,33.9,,False,15,8,7386.6758592148435,7386.6758592148435,1.0,0.002293329923467869,0.002127494169999349
207,111.4,34.8,58.0,True,16,8,7309.228826034668,7309.228826034668,1.0,0.0022692850618736874,0.0021047762623547244
208,111.4,35.7,,False,17,8,7229.964175737061,7229.964175737061,1.0,0.002244675887481129,0.0020815390326618067
209,111.4,36.6,59.0,True,18,8,7148.898803057678,7148.898803057678,1.0,0.002219507645572858,0.0020577882143593177
210,111.4,37.5,,False,19,8,7066.050082671509,7066.050082671509,1.0,0.0021937857304375674,0.0020335296676062807
211,111.4,38.4,60.0,True,20,8,6981.435870740478,6981.435870740478,1.0,0.00216751568585046,0.00200876937783612
212,111.4,39.3,,False,21,8,6895.074506255798,6895.074506255798,1.0,0.002140703205490007,0.0019835134542798396
213,111.4,40.2,61.0,True,22,8,6806.984812172058,6806.984812172058,1.0,0.002113354133290046,0.001957768128458664
214,111.4,41.1,,False,23,8,6717.1860963112185,6717.1860963112185,1.0,0.002085474463720446,0.0019315397526465054
215,111.4,42.0,62.0,True,24,8,3324.389859362854,3324.389859362854,1.0,0.0010321182203005656,0.0019048347983026304
216,112.2,22.2,,False,2,9,8141.005490560219,8221.257918591522,0.99023842472454,0.002527525487033145,0.0023731989353998843
217,112.2,23.1,,False,3,9,8168.762757271454,8168.762757271454,1.0,0.0025361432430516576,0.002357693865660339
218,112.2,24.0,,False,4,9,8114.273037817261,8114.273037817261,1.0,0.0025192259034353837,0.0023416070702383727
219,112.2,24.9,,False,5,9,8057.799622879181,8057.799622879181,1.0,0.00250169268892505,0.0023249425183100437
220,112.2,25.8,,False,6,9,7999.353822889527,7999.353822889527,1.0,0.002483547111053228,0.0023077043216041832
221,112.2,26.7,,False,7,9,7938.947398982178,7938.947398982178,1.0,0.002464792821281112,0.002289896733387888
222,112.2,27.6,,False,8,9,7876.592565884155,7876.592565884155,1.0,0.0024454336118962645,0.00227152414741709
223,112.2,28.5,,False,9,9,7812.301994771332,7812.301994771332,1.0,0.0024254734168992218,0.0022525910968524618
224,112.2,29.4,,False,10,9,7746.088816070434,7746.088816070434,1.0,0.0024049163128734286,0.00223310225314093
225,112.2,30.3,,False,11,9,7677.966622197205,7677.966622197205,1.0,0.0023837665198353513,0.002213062424863061
226,112.2,31.2,,False,12,9,7607.949470217224,7607.949470217224,1.0,0.002362028402060578,0.0021924765565466218
227,112.2,32.1,,False,13,9,7536.051884413391,7536.051884413391,1.0,0.0023397064688809414,0.002171349727446585
228,112.2,33.0,,False,14,9,7462.288858749634,7462.288858749634,1.0,0.0023168053754494223,0.0021496871502919043
229,112.2,33.9,,False,15,9,7386.6758592148435,7386.6758592148435,1.0,0.002293329923467869,0.002127494169999349
230,112.2,34.8,,False,16,9,7309.228826034668,7309.228826034668,1.0,0.0022692850618736874,0.0021047762623547244
231,112.2,35.7,,False,17,9,7229.964175737061,7229.964175737061,1.0,0.002244675887481129,0.0020815390326618067
232,112.2,36.6,,False,18,9,7148.898803057678,7148.898803057678,1.0,0.002219507645572858,0.0020577882143593177
233,112.2,37.5,,False,19,9,7066.050082671509,7066.050082671509,1.0,0.0021937857304375674,0.0020335296676062807
234,112.2,38.4,,False,20,9,6981.435870740478,6981.435870740478,1.0,0.00216751568585046,0.00200876937783612
235,112.2,39.3,,False,21,9,6895.074506255798,6895.074506255798,1.0,0.002140703205490007,0.0019835134542798396
236,112.2,40.2,,False,22,9,6806.984812172058,6806.984812172058,1.0,0.002113354133290046,0.001957768128458664
237,112.2,41.1,,False,23,9,6717.1860963112185,6717.1860963112185,1.0,0.002085474463720446,0.0019315397526465054
