year,method,threshold_c,mae,bias,outcome,subset
1991,interpolation,27.5,0.008109811952819337,-0.008109331911245582,A,all
1991,interpolation,27.75,0.00561057975592569,-0.00561057975592569,A,all
1991,interpolation,28.0,0.003990331503042433,-0.003990331503042433,A,all
1991,interpolation,28.25,0.0028989324714444645,-0.0028989324714444645,A,all
1991,interpolation,28.5,0.0015486953279477535,-0.0015486953279477535,A,all
1991,mean,9.5,0.0035225767604640658,-0.0004931346709444089,A,all
1991,mean,9.75,0.003999805925423864,-0.0005800985796882691,A,all
1991,mean,10.0,0.00454033295571117,-0.0006208783380078858,A,all
1991,mean,10.25,0.005332250273430319,-0.0006318824355104415,A,all
1991,mean,10.5,0.006198299459358759,-0.0008336319663440053,A,all
1991,mean,10.75,0.0075145343674981385,-0.000682760062558192,A,all
1991,mean,11.0,0.00871256398201152,-0.000633136592285083,A,all
1991,mean,11.25,0.00988177327563986,-0.000378171463370322,A,all
1991,mean,11.5,0.011505084309844415,-8.91664722724985e-05,A,all
1991,mean,11.75,0.012709426446640188,0.0002822604685332,A,all
1991,mean,12.0,0.014230357610128377,0.00037165746515864273,A,all
1991,mean,12.25,0.015441515177609699,0.0003523374792130684,A,all
1991,mean,12.5,0.01626513152628858,0.0003380601158809061,A,all
1991,mean,12.75,0.01777051069447177,0.0007993096640515998,A,all
1991,mean,13.0,0.018810562472005365,0.0006775550760635014,A,all
1991,mean,13.25,0.020162586394500966,0.0007871747590571911,A,all
1991,mean,13.5,0.021452801891645123,0.0012321110663091207,A,all
1991,mean,13.75,0.023407038373632588,0.001324257415028603,A,all
1991,mean,14.0,0.024052915542416536,0.0013323249485382594,A,all
1991,mean,14.25,0.025260090377607458,0.0015934111096431523,A,all
1991,mean,14.5,0.026191670574343,0.0015395876749846593,A,all
1991,mean,14.75,0.026922863285614232,0.0012049638180063142,A,all
1991,mean,15.0,0.027932980177188715,0.0003330376839477354,A,all
1991,mean,15.25,0.02774771432606853,-0.00013355599932100606,A,all
1991,mean,15.5,0.02789324202168009,-0.0012545413754521395,A,all
1991,mean,15.75,0.027894538712619415,-0.0016745346176235514,A,all
1991,mean,16.0,0.0284840550722399,-0.0018380185390143241,A,all
1991,mean,16.25,0.02779203911146964,-0.003150403883535995,A,all
1991,mean,16.5,0.027075981636606895,-0.004196562991219095,A,all
1991,mean,16.75,0.026864196418581315,-0.004081531619698874,A,all
1991,mean,17.0,0.026704764554069314,-0.0037083963258392103,A,all
1991,mean,17.25,0.026192415310394332,-0.004693863553782209,A,all
1991,mean,17.5,0.026000778709738593,-0.0043308555534063735,A,all
1991,mean,17.75,0.025786200611834467,-0.004241510185398314,A,all
1991,mean,18.0,0.025715925121979562,-0.003775210582880551,A,all
1991,mean,18.25,0.02545960344539179,-0.0036746666508166172,A,all
1991,mean,18.5,0.025046965060103125,-0.0044867898918165726,A,all
1991,mean,18.75,0.025277037863581098,-0.0038002425833319822,A,all
1991,mean,19.0,0.02591885103440324,-0.004341188352345642,A,all
1991,mean,19.25,0.026027378734421153,-0.0046358448759693735,A,all
1991,mean,19.5,0.026680019224091578,-0.006542534803639136,A,all
1991,mean,19.75,0.026145750939734282,-0.007104187531981939,A,all
1991,mean,20.0,0.026529547872471276,-0.007457323503264759,A,all
1991,mean,20.25,0.02698858101639977,-0.006819395754559798,A,all
1991,mean,20.5,0.02796431928070244,-0.00810278270383893,A,all
1991,mean,20.75,0.028655845474387074,-0.008590547575402693,A,all
1991,mean,21.0,0.030020478089049955,-0.008936949960635517,A,all
1991,mean,21.25,0.032537421224239776,-0.009158265264516711,A,all
1991,mean,21.5,0.03485223946071493,-0.010494280998645885,A,all
1991,mean,21.75,0.03638129281516484,-0.010405531187872323,A,all
1991,mean,22.0,0.038523858154232,-0.010362936667762184,A,all
1991,mean,22.25,0.040255369854741437,-0.009923430398595423,A,all
1991,mean,22.5,0.0417596224410812,-0.007531296527248502,A,all
1991,mean,22.75,0.042896928837418836,-0.005781314933309561,A,all
1991,mean,23.0,0.04382734022058391,-0.003364633980058613,A,all
1991,mean,23.25,0.046410189102461946,-0.00019633033250796364,A,all
1991,mean,23.5,0.047223892137957524,0.002942815274728682,A,all
1991,mean,23.75,0.050056478841538916,0.006691517150652974,A,all
1991,mean,24.0,0.053308963523826115,0.009204050019130312,A,all
1991,mean,24.25,0.05616373031431946,0.012288143746969548,A,all
1991,mean,24.5,0.05788340347403063,0.015210714689820902,A,all
1991,mean,24.75,0.05648044828356883,0.01858276900107973,A,all
1991,mean,25.0,0.055691019673539906,0.021268707609758603,A,all
1991,mean,25.25,0.05456788997092329,0.02305649830420568,A,all
1991,mean,25.5,0.052262413062871965,0.02480218144511945,A,all
1991,mean,25.75,0.04968136762751548,0.024356855835392724,A,all
