year,method,outcome,subset,mae,bias,outer_fold
1992,graph,A_new344,all,0.010251282588269234,0.0005951780022054841,1
1992,graph,A_new344,high,0.009127949355865032,0.0010254091354330742,1
1992,graph,C,all,0.013803314284325638,-0.00099305784601218,1
1992,graph,C,high,0.011840887509370237,-0.0006969251893050732,1
1992,interpolation,A,all,0.013565212751819088,0.00609712583659181,1
1992,interpolation,A,high,0.01342697383810992,0.005902887211196996,1
1992,interpolation,A_new344,all,0.018054091585799237,0.008114732166600878,1
1992,interpolation,A_new344,high,0.0178701078876083,0.007856217833170517,1
1992,interpolation,C,all,0.017911747568215397,0.013841436079949464,1
1992,interpolation,C,high,0.018750914022388116,0.015042346192308624,1
1992,mean,A,all,0.027240882546586506,0.0008393506521995948,1
1992,mean,A,high,0.019675289761636818,2.0307676987622845e-05,1
1992,mean,A_new344,all,0.027357768999804178,0.0010007302286057405,1
1992,mean,A_new344,high,0.019675144108573947,0.0002125319970171635,1
1992,mean,C,all,0.029728496790644453,-0.0006281780620577251,1
1992,mean,C,high,0.022925418252795586,-0.0010871270444979075,1
1992,simple,A,all,0.00823492502840955,0.00037987833250526014,1
1992,simple,A,high,0.007270687694624598,0.0007075863966812518,1
1992,simple,A_new344,all,0.010170685513140851,0.0005233240223044475,1
1992,simple,A_new344,high,0.009063838016053418,0.0010465037820260419,1
1992,simple,C,all,0.013963866418592487,-0.0009365967340543574,1
1992,simple,C,high,0.012105097214098857,-0.0005475530819702422,1
1992,variogram,A,all,0.008209675982711807,0.00037099589924567976,1
1992,variogram,A,high,0.007326420654343492,0.0006494257386610037,1
1992,variogram,A_new344,all,0.010133005386015382,0.0005794867763095651,1
1992,variogram,A_new344,high,0.009066731041795268,0.001000750734146219,1
1992,variogram,C,all,0.01372585501131275,-0.0008403717856531552,1
1992,variogram,C,high,0.011900588184039017,-0.0005182105096207377,1
1993,graph,A,all,0.008114632802935352,0.00033184618073393287,1
1993,graph,A,high,0.007167431768579049,-0.00018773063628257377,1
1993,graph,A_new344,all,0.01007042012317187,0.0005819223414868952,1
1993,graph,A_new344,high,0.009030044074258208,9.050823473081033e-06,1
1993,graph,C,all,0.013944666622355559,-0.0005214392076653323,1
1993,graph,C,high,0.012084364555556892,-0.001920042557069262,1
1993,interpolation,A,all,0.013978809990841974,0.0062000524848010025,1
1993,interpolation,A,high,0.013709276594764555,0.005731253690856529,1
1993,interpolation,A_new344,all,0.01860455272264735,0.008251718380336373,1
1993,interpolation,A_new344,high,0.01824582774669291,0.007627788883908041,1
1993,interpolation,C,all,0.017752961435241302,0.013672471569816649,1
1993,interpolation,C,high,0.017952133836546195,0.013608945875660158,1
1993,mean,A,all,0.026696894304561035,-0.0001993665744458442,1
1993,mean,A,high,0.01990856346230184,-0.0015016718289877916,1
1993,mean,A_new344,all,0.026821301983435922,-1.8491402456591233e-05,1
1993,mean,A_new344,high,0.020015650181367455,-0.0013300391458990742,1
1993,mean,C,all,0.029860231154970947,-0.0010469986456095332,1
1993,mean,C,high,0.02268756166797787,-0.003431265884507287,1
1993,simple,A,all,0.00824782110814925,0.00047425382018674074,1
1993,simple,A,high,0.007193107170433739,-0.00032015342330639845,1
1993,simple,A_new344,all,0.010228760611644428,0.0006865866609801415,1
1993,simple,A_new344,high,0.009076874607778474,-0.00011206844216899323,1
1993,simple,C,all,0.01426244855880479,-0.0003958270027674936,1
1993,simple,C,high,0.012256669134673196,-0.002345338235830376,1
1993,variogram,A,all,0.008050231767003138,0.00021560450535639244,1
1993,variogram,A,high,0.0071389489718109884,-0.00022618883675302667,1
1993,variogram,A_new344,all,0.009989810265122946,0.0004999723580364795,1
1993,variogram,A_new344,high,0.008976769812809565,-2.3245220822251745e-05,1
1993,variogram,C,all,0.013794473513467334,-0.0007573600910250048,1
1993,variogram,C,high,0.012000458051528782,-0.0019560656477701165,1
1994,graph,A,all,0.008052416169176565,-0.00016116121360724596,1
1994,graph,A,high,0.006730865966115907,0.0002386560190734845,1
1994,graph,A_new344,all,0.010011797059572768,-0.00010315125118948223,1
1994,graph,A_new344,high,0.008513236155611574,0.0004541078950419688,1
1994,graph,C,all,0.013693659782289702,-0.00031850697868007907,1
1994,graph,C,high,0.011673535072151079,-0.001006524450762998,1
1994,interpolation,A,all,0.014312976327393355,0.00578273875748365,1
1994,interpolation,A,high,0.014299536174094804,0.005825499131123938,1
1994,interpolation,A_new344,all,0.019049298393457467,0.007696310928139325,1
1994,interpolation,A_new344,high,0.01903141074488029,0.0077532211820416285,1
1994,interpolation,C,all,0.017824323047939836,0.013238337324188117,1
1994,interpolation,C,high,0.01767402659957675,0.012811004825634428,1
1994,mean,A,all,0.02685430909714839,0.0020774326997751733,1
1994,mean,A,high,0.019863205228396397,-0.0003929211102843317,1
1994,mean,A_new344,all,0.026953333002798476,0.0020037397257493933,1
1994,mean,A_new344,high,0.019930673738225078,-0.00037881362451442756,1
1994,mean,C,all,0.030233035231781367,0.0019495432248245188,1
1994,mean,C,high,0.023434213549849186,-0.001724141627518468,1
1994,simple,A,all,0.00811371067966368,-0.00025996967063728906,1
1994,simple,A,high,0.0068042461255865645,0.00013544017241208555,1
1994,simple,A_new344,all,0.010069477822661621,-0.00015157627445689807,1
1994,simple,A_new344,high,0.008618146301447737,0.00031465024505883583,1
1994,simple,C,all,0.013692330425550122,-0.0004647455936413773,1
1994,simple,C,high,0.011662345519658356,-0.0013009363326612477,1
1994,variogram,A,all,0.008012965509649465,-0.00015710283776566123,1
1994,variogram,A,high,0.006727839596445354,0.0002617499891462709,1
1994,variogram,A_new344,all,0.009976325058877146,-0.00010443583487680476,1
1994,variogram,A_new344,high,0.008526681573439408,0.0004344607232532557,1
1994,variogram,C,all,0.01359248820222422,-0.00048045529406681053,1
1994,variogram,C,high,0.011724854700190662,-0.0013721186454131531,1
1995,graph,A,all,0.007939434755146127,-0.00032149294650004207,1
1995,graph,A,high,0.007577388459778122,-0.0005093446573287664,1
1995,graph,A_new344,all,0.009884858167625694,-0.0003447016383042977,1
1995,graph,A_new344,high,0.009432058900974895,-0.0005166540885274292,1
1995,graph,C,all,0.013639410574548209,-0.0009506516580165311,1
1995,graph,C,high,0.013167076143215304,-0.0010205353197149394,1
1995,interpolation,A,all,0.0139410374452141,0.005581253195666395,1
1995,interpolation,A,high,0.013636514516350248,0.005322092899337381,1
