method,outcome,subset,threshold_c,mae,bias
graph,A_new344,all,17.75,0.01165605889621481,-5.086637975114566e-05
graph,A_new344,all,18.0,0.011866882135166706,-2.0415492383421565e-05
graph,A_new344,all,18.25,0.011898979627914922,-2.954815292893683e-05
graph,A_new344,all,18.5,0.011987184257274982,-7.334246170577413e-05
graph,A_new344,all,18.75,0.01239653016180837,-2.5280633407270958e-05
graph,A_new344,all,19.0,0.012786384533079575,-4.589891640465631e-05
graph,A_new344,all,19.25,0.0129165206763902,-8.39466749894143e-05
graph,A_new344,all,19.5,0.013327519365652707,-0.00011744528933007743
graph,A_new344,all,19.75,0.013305380032569992,-0.00011140032450022767
graph,A_new344,all,20.0,0.013548544937266788,-0.00012986013367178003
graph,A_new344,all,20.25,0.014095399163090674,-0.0001078939220805215
graph,A_new344,all,20.5,0.014438458103221804,-0.00012513622157180542
graph,A_new344,all,20.75,0.014511166073199864,-9.100529001094634e-05
graph,A_new344,all,21.0,0.014454307645998853,-8.107663898760566e-05
graph,A_new344,all,21.25,0.014821325936331547,-9.940594085561216e-05
graph,A_new344,all,21.5,0.015037884113715651,-0.0001676037526751523
graph,A_new344,all,21.75,0.014753210034072968,-0.0001298399129755041
graph,A_new344,all,22.0,0.01497593564942539,-0.0001101089311045502
graph,A_new344,all,22.25,0.014974249997083801,-0.00010143797990081145
graph,A_new344,all,22.5,0.015151092699580227,-0.00012721196501893855
graph,A_new344,all,22.75,0.015572249967367337,-0.00013182938477847688
graph,A_new344,all,23.0,0.015131206955692755,-8.967981244643132e-05
graph,A_new344,all,23.25,0.015211764443089693,-5.575469123089751e-05
graph,A_new344,all,23.5,0.015441578487593236,-4.598267170214105e-05
graph,A_new344,all,23.75,0.01564661134130204,-8.163450974414271e-05
graph,A_new344,all,24.0,0.015879778837487445,-0.00011106269051471147
graph,A_new344,all,24.25,0.015735262553741466,-7.67323159868039e-05
graph,A_new344,all,24.5,0.01594041329400002,-2.624497229582248e-05
graph,A_new344,all,24.75,0.015657184471941126,1.2485052794361739e-05
graph,A_new344,all,25.0,0.016071712038173685,4.522858211041437e-06
graph,A_new344,all,25.25,0.016207722311917312,-5.004462247136957e-06
graph,A_new344,all,25.5,0.015992757363554065,8.750270416777402e-05
graph,A_new344,all,25.75,0.015733832231325136,0.00015913013376758328
graph,A_new344,all,26.0,0.015067503711458381,0.00021528402702909266
graph,A_new344,all,26.25,0.014140190293659705,0.0002085325349494903
graph,A_new344,all,26.5,0.013199822787943148,0.00024901032014662614
graph,A_new344,all,26.75,0.012419892177915061,0.00021998372089117804
graph,A_new344,all,27.0,0.011153773450936755,0.00025901656815482656
graph,A_new344,all,27.25,0.009803921849551143,0.00025368635443327985
graph,A_new344,all,27.5,0.008163793736460211,0.0002276733351427896
graph,A_new344,all,27.75,0.006620860355903438,0.00022475013209219492
graph,A_new344,all,28.0,0.005099380086942347,0.00024925233664770824
graph,A_new344,all,28.25,0.0038372086564288197,0.00022681547074654922
graph,A_new344,all,28.5,0.002516572740266606,0.00020626091763119303
graph,A_new344,high,9.5,0.0005014828669396754,-0.00012655862226934348
graph,A_new344,high,9.75,0.000551476027225184,-0.0001725783502118975
graph,A_new344,high,10.0,0.0006382004316636857,-0.0001519222707976164
graph,A_new344,high,10.25,0.0007698420365927613,-0.000189975083005222
graph,A_new344,high,10.5,0.000881014816221874,-0.00017799779946441136
graph,A_new344,high,10.75,0.0010014000152196046,-0.00020135307484416728
graph,A_new344,high,11.0,0.0011162200117680718,-0.00024961277090318224
graph,A_new344,high,11.25,0.0013355448079181563,-0.00017948009906295376
graph,A_new344,high,11.5,0.0015200160036873262,-5.337315687889281e-05
graph,A_new344,high,11.75,0.001755799352559938,-3.158464469779999e-05
graph,A_new344,high,12.0,0.0019815767934899865,-0.00018985785642363086
graph,A_new344,high,12.25,0.00223461309682786,-0.0002952219709843814
graph,A_new344,high,12.5,0.0026588782442041542,-0.00028586138641940005
graph,A_new344,high,12.75,0.003086371675505724,-0.0002903400334031711
graph,A_new344,high,13.0,0.0032893930839763643,-0.000322485815204988
graph,A_new344,high,13.25,0.003574153893756134,-0.00027607676617270004
graph,A_new344,high,13.5,0.003767238292906058,-0.000184690976382924
graph,A_new344,high,13.75,0.004287137987156916,-3.137356314714643e-05
graph,A_new344,high,14.0,0.0046726767195083875,0.00039987247261366783
graph,A_new344,high,14.25,0.005017824820757286,0.00037576411402834845
graph,A_new344,high,14.5,0.005500920793948637,0.0004503441715557833
graph,A_new344,high,14.75,0.005884033061508023,0.0002772356363176214
graph,A_new344,high,15.0,0.005904338461164156,0.00025122729341237477
graph,A_new344,high,15.25,0.006232294977976138,0.0002547929814068973
graph,A_new344,high,15.5,0.006820647047237923,8.374876133798079e-05
graph,A_new344,high,15.75,0.007362262646460754,8.767962952421013e-05
graph,A_new344,high,16.0,0.007308300590664925,-0.00025371776466179535
graph,A_new344,high,16.25,0.007653761598167611,-0.00033814461699564264
graph,A_new344,high,16.5,0.007830177971401873,-0.0007659682298247468
graph,A_new344,high,16.75,0.008071840948426121,-0.0006627960129351592
graph,A_new344,high,17.0,0.008429167553907175,-0.000902724318023305
graph,A_new344,high,17.25,0.008881382201087367,-0.0006726261896301645
graph,A_new344,high,17.5,0.009116790447139853,-0.0007490158999045858
graph,A_new344,high,17.75,0.00966072327484047,-0.000992700653594529
graph,A_new344,high,18.0,0.009645776294543378,-0.0008921169922836723
graph,A_new344,high,18.25,0.009745368278583766,-0.0005935882434288167
graph,A_new344,high,18.5,0.010147007494086209,-0.000860318298039022
graph,A_new344,high,18.75,0.01062586558457231,-0.0008597126756060394
graph,A_new344,high,19.0,0.010865054713866952,-0.0004828849022329589
graph,A_new344,high,19.25,0.01113643094117476,-0.00019113983309615519
graph,A_new344,high,19.5,0.011527109748210706,-0.0007856787389705337
graph,A_new344,high,19.75,0.0118070980711034,-0.0009249140123027656
graph,A_new344,high,20.0,0.011807642219511146,-0.0012130561967245313
graph,A_new344,high,20.25,0.011766831528697232,-0.0015157480520727555
graph,A_new344,high,20.5,0.012621676706303774,-0.0015291187105715815
graph,A_new344,high,20.75,0.012863470383743211,-0.0014874123702037063
graph,A_new344,high,21.0,0.013385506548437828,-0.0013623609701454288
graph,A_new344,high,21.25,0.013182007812134638,-0.0010342661765634093
graph,A_new344,high,21.5,0.013259288455418038,-0.001187889729666692
graph,A_new344,high,21.75,0.012944186996796067,-0.0010509786391786295
graph,A_new344,high,22.0,0.013646990013124168,-0.0013200942359034656
graph,A_new344,high,22.25,0.013811160632691706,-0.001134508234017864
graph,A_new344,high,22.5,0.014153814797041472,-0.0009258534760921951
graph,A_new344,high,22.75,0.014302196415060918,-0.0007336864567038482
graph,A_new344,high,23.0,0.013978107047188264,-0.00046268191542808294
graph,A_new344,high,23.25,0.01435909588341273,-4.5891176391427545e-05
graph,A_new344,high,23.5,0.01451752356964211,0.00030275205074208994
graph,A_new344,high,23.75,0.01473206937283039,-2.0362844646444207e-05
graph,A_new344,high,24.0,0.015496594711130659,-4.740598193119252e-05
graph,A_new344,high,24.25,0.01570619099299994,0.00021138029880327707
graph,A_new344,high,24.5,0.015726443217725268,-0.00023316993978032786
graph,A_new344,high,24.75,0.01581004709637137,-0.0005420061905823469
graph,A_new344,high,25.0,0.016632925920530468,-0.00031986302504096766
graph,A_new344,high,25.25,0.01682390202754792,0.0003159430551962051
graph,A_new344,high,25.5,0.01690528376987051,0.00047062074586951555
graph,A_new344,high,25.75,0.01657280374704226,0.0005651824146418632
graph,A_new344,high,26.0,0.01711267726906801,0.0006685492754619652
graph,A_new344,high,26.25,0.016777091507001463,0.001430508081687048
graph,A_new344,high,26.5,0.015964014481398673,0.0009313389584467497
graph,A_new344,high,26.75,0.01536864599100078,-3.097309392986281e-05
graph,A_new344,high,27.0,0.014305653125480176,0.00045145678168960636
graph,A_new344,high,27.25,0.013287268418401547,0.00037845051515871734
graph,A_new344,high,27.5,0.011531269217188925,0.0003463288317361148
graph,A_new344,high,27.75,0.00960885951260775,4.801013989751114e-05
graph,A_new344,high,28.0,0.007596911650853821,0.0003064049934383814
graph,A_new344,high,28.25,0.006207516545338804,0.00047421022682838125
graph,A_new344,high,28.5,0.004718332023630824,0.00044023018308602654
graph,C,all,9.5,0.0014634103330206619,-7.201517595003855e-06
graph,C,all,9.75,0.0016476192795127932,-2.2352492334312898e-05
graph,C,all,10.0,0.001801993163110898,-3.307990194659367e-05
graph,C,all,10.25,0.002032845539604675,-3.006141472693955e-05
graph,C,all,10.5,0.0022731357675884922,-3.0441803421367296e-05
graph,C,all,10.75,0.0024236746881094937,-3.8852478387884475e-05
graph,C,all,11.0,0.002678057745695301,-3.6242059900063536e-05
graph,C,all,11.25,0.0030354541195067226,-5.001006374566813e-05
graph,C,all,11.5,0.003211928073865313,-7.544625609808375e-05
graph,C,all,11.75,0.0034345161995009464,-4.038777779022927e-05
graph,C,all,12.0,0.003837748060476355,-1.5135315406534188e-05
graph,C,all,12.25,0.004151332092326353,-2.3377852865132002e-05
graph,C,all,12.5,0.004769686233637913,-3.3640706090043825e-05
graph,C,all,12.75,0.0052289680261943,-2.7296236539280553e-06
graph,C,all,13.0,0.005681760763853969,3.7355638670818e-06
graph,C,all,13.25,0.005982637567349566,4.659009717612916e-06
graph,C,all,13.5,0.006314648622019917,3.412115057891266e-05
graph,C,all,13.75,0.006708646475641544,1.9614317767090418e-05
graph,C,all,14.0,0.0071962598561004865,2.8367117313448382e-05
graph,C,all,14.25,0.00758011990254925,5.656695997790747e-05
graph,C,all,14.5,0.007872148108432347,8.25999170709772e-05
graph,C,all,14.75,0.008320058728013389,9.414113432454254e-05
graph,C,all,15.0,0.008622679019087824,0.0001272729516295743
graph,C,all,15.25,0.009075415493351325,0.00015322553793241988
graph,C,all,15.5,0.009601580698709105,0.00016061412781462298
graph,C,all,15.75,0.009872167648750818,8.534485162562637e-05
graph,C,all,16.0,0.010354711578815977,6.291390394561735e-05
graph,C,all,16.25,0.010794883329213299,9.411651458497463e-06
graph,C,all,16.5,0.011074439086276722,2.624058142330489e-05
graph,C,all,16.75,0.011436558616136001,-8.14050844381778e-06
graph,C,all,17.0,0.011926427641123111,-7.100820198948178e-05
graph,C,all,17.25,0.012299520505987881,-8.170933388819407e-05
graph,C,all,17.5,0.012573041304646274,-6.74327179446916e-05
graph,C,all,17.75,0.013035506904837525,-5.3719805976228464e-05
graph,C,all,18.0,0.013408766971487952,-2.714631750076312e-06
graph,C,all,18.25,0.013928828124803573,3.2766400556832585e-06
graph,C,all,18.5,0.014214486649259344,-2.7634899416553808e-05
graph,C,all,18.75,0.015115567287582907,1.9283019290422658e-05
graph,C,all,19.0,0.015776795175557055,-3.575533203763848e-05
graph,C,all,19.25,0.015874209282614668,-5.778238844331379e-05
graph,C,all,19.5,0.016455758500073307,-8.948971724922465e-05
graph,C,all,19.75,0.01676095330624365,-0.00012861405035300823
graph,C,all,20.0,0.01736612920526654,-0.00016955118521669307
graph,C,all,20.25,0.0178102736003575,-0.00014375927258552577
graph,C,all,20.5,0.018713660926215757,-0.00020854374769400046
graph,C,all,20.75,0.019601982347675195,-0.00013733786383588565
graph,C,all,21.0,0.019963283941575614,-0.00014916359167234445
graph,C,all,21.25,0.020540885865603386,-0.00017920434788211531
graph,C,all,21.5,0.021054022230323675,-0.00016897285986947847
graph,C,all,21.75,0.02181725659582609,-0.00012685990839990418
graph,C,all,22.0,0.021790987968229703,-6.08979249851186e-05
graph,C,all,22.25,0.022793451075519694,-4.196319616114775e-06
graph,C,all,22.5,0.023688673455327266,-3.388743289701728e-05
graph,C,all,22.75,0.024090370154748925,-4.247014401934127e-05
graph,C,all,23.0,0.02381125055064235,-4.831177108311777e-07
graph,C,all,23.25,0.025232657953090883,8.050481735323066e-05
graph,C,all,23.5,0.026525027539450068,0.0002152718473213053
graph,C,all,23.75,0.02810247025116214,0.0003211457393362307
graph,C,all,24.0,0.03243964014054446,0.00024010054977602032
graph,C,all,24.25,0.03465993380004132,0.0001649039701471076
graph,C,all,24.5,0.0358717550013162,0.00034818618368568944
graph,C,all,24.75,0.03454336654130268,0.00018817190352885424
graph,C,all,25.0,0.03309918087683158,3.2024606374037466e-05
graph,C,all,25.25,0.030422418935065053,-0.00012138652984463021
graph,C,all,25.5,0.02665387709427847,-7.489084778643503e-05
graph,C,all,25.75,0.023495545713503284,0.00014428893226902192
graph,C,all,26.0,0.020280991080890532,0.0002701743847004281
graph,C,all,26.25,0.018073047319171996,0.00031998349691952883
graph,C,all,26.5,0.016140696672515886,0.00038821706155122993
graph,C,all,26.75,0.013784451698096955,0.0003888366404147941
graph,C,all,27.0,0.01143999230866159,0.000390313182141578
graph,C,all,27.25,0.008943534432015817,0.0002738922653072767
graph,C,all,27.5,0.006829357889451562,0.0001682923599419627
graph,C,all,27.75,0.005032027209234128,0.00015253467409639246
graph,C,all,28.0,0.003619511822168747,0.0001211012808801607
graph,C,all,28.25,0.0025127626137142704,0.00011166736917172074
graph,C,all,28.5,0.001508785106055162,7.782477218258485e-05
graph,C,high,9.5,0.000574951938503793,5.013337651905069e-05
graph,C,high,9.75,0.0006427738268858815,2.5434252950926302e-05
graph,C,high,10.0,0.0007551985125990139,7.918504042855317e-05
graph,C,high,10.25,0.000886932783735012,6.070545919854716e-05
graph,C,high,10.5,0.0009586421892910774,6.7319175039517e-05
graph,C,high,10.75,0.0011338970036984075,8.565586995105396e-05
graph,C,high,11.0,0.0011893755441703857,6.558857099901945e-06
graph,C,high,11.25,0.0013897633786570142,0.00010531355123228342
graph,C,high,11.5,0.0015416753094698152,0.00014363943002187275
graph,C,high,11.75,0.0017041608181487787,8.666194831171331e-05
graph,C,high,12.0,0.0019142477592649688,-3.4704518911068044e-05
graph,C,high,12.25,0.002152951556115203,-7.906189115461006e-05
graph,C,high,12.5,0.0025743032748534226,-6.249056936117906e-05
graph,C,high,12.75,0.0030032688801947295,-5.3469917292198714e-05
graph,C,high,13.0,0.0032964418537365058,-5.0860017984387916e-05
graph,C,high,13.25,0.0035352029351555076,3.354251339315854e-05
graph,C,high,13.5,0.0036957993902267845,0.00011450895567216638
graph,C,high,13.75,0.004246406580629238,0.00023175494225289816
graph,C,high,14.0,0.004705887635673436,0.0006604471497199088
graph,C,high,14.25,0.0051409135553138014,0.0006363006496611583
graph,C,high,14.5,0.005455274673147265,0.000668790359471522
graph,C,high,14.75,0.005836702090873276,0.0005314644340914396
graph,C,high,15.0,0.005762082971218015,0.0005576673173219144
graph,C,high,15.25,0.0061469932095343915,0.000622871125074417
graph,C,high,15.5,0.006681929475811446,0.00043801791856591036
graph,C,high,15.75,0.00728901894189049,0.0005033528764554484
graph,C,high,16.0,0.007482911483952513,9.229092152375663e-05
graph,C,high,16.25,0.007987062807302645,-8.47751912654899e-05
graph,C,high,16.5,0.008234179662393967,-0.0003450164524378525
graph,C,high,16.75,0.008480624168891629,-0.0003356404303143149
graph,C,high,17.0,0.008678290932251939,-0.0006273676150590163
graph,C,high,17.25,0.009170003190812216,-0.00037041545150657293
graph,C,high,17.5,0.009469041021224794,-0.0005958789412361854
graph,C,high,17.75,0.009816006018902272,-0.0006802311379735939
graph,C,high,18.0,0.009882298257079265,-0.0005318198490866534
graph,C,high,18.25,0.010260325533269814,-0.00025058877508705947
graph,C,high,18.5,0.010818944723936363,-0.00041226782246348855
graph,C,high,18.75,0.011194611001223206,-0.00018712748307230228
graph,C,high,19.0,0.012110142252548875,0.0003305279419746855
graph,C,high,19.25,0.012550281611984985,0.000370962228981587
graph,C,high,19.5,0.012897756945488588,-6.151760985179801e-05
graph,C,high,19.75,0.012791222726980104,-0.000441445647320523
graph,C,high,20.0,0.012608383065556953,-0.0007928672581531841
graph,C,high,20.25,0.01280473583736832,-0.0009659894910006286
graph,C,high,20.5,0.013715711494373744,-0.0014391841343719917
graph,C,high,20.75,0.015018565532722922,-0.001592020575312765
graph,C,high,21.0,0.015777796532182323,-0.0014246893727930812
graph,C,high,21.25,0.015979076570164324,-0.0010895063637143033
graph,C,high,21.5,0.01628583983983814,-0.0014584834069566704
graph,C,high,21.75,0.017398079168441473,-0.0013897028482290597
graph,C,high,22.0,0.0184740628979501,-0.0012480757157391491
graph,C,high,22.25,0.019235910705268026,-0.0013923933132398685
graph,C,high,22.5,0.0200862095983294,-0.0012411909333902135
graph,C,high,22.75,0.020415880292189142,-0.0011870820961488488
graph,C,high,23.0,0.019932545783133578,-0.001434288243740346
graph,C,high,23.25,0.02253251763525763,-0.0007690050357482888
graph,C,high,23.5,0.024468356621677158,-0.0015616181025755339
graph,C,high,23.75,0.026430604708048012,-0.0006724563803229745
graph,C,high,24.0,0.03158492609874032,7.491490008986411e-05
graph,C,high,24.25,0.03563007759214816,0.0015186176803153022
graph,C,high,24.5,0.03788505310690311,3.2851754180986536e-05
graph,C,high,24.75,0.038104933495016924,-0.0006700454711813463
graph,C,high,25.0,0.04045250498853818,0.0001580320944863735
graph,C,high,25.25,0.03799635722870172,0.001485311779082453
graph,C,high,25.5,0.03425828283557217,0.0013824993546661408
graph,C,high,25.75,0.03007762766431945,-9.79847374438418e-05
graph,C,high,26.0,0.025494796536195675,-0.0007246050402976467
graph,C,high,26.25,0.02312889071093262,-0.00025551045914114646
graph,C,high,26.5,0.021479718711398726,-0.0006492526804310676
graph,C,high,26.75,0.019021599054429683,-0.0013301275249147037
graph,C,high,27.0,0.01628478062995345,-0.0007538937874737306
graph,C,high,27.25,0.01381736008618387,-0.00039578401697118514
graph,C,high,27.5,0.010903672372881805,-0.0004997137632443416
graph,C,high,27.75,0.00847701861746272,-0.00039206642174363806
graph,C,high,28.0,0.006345371111557826,-8.552327703636058e-05
graph,C,high,28.25,0.004557734331063733,7.211856667421525e-05
graph,C,high,28.5,0.0029908143529680806,0.0002318841941993304
interpolation,A,all,9.5,0.001719070426242855,0.0017027352686734263
interpolation,A,all,9.75,0.0019678559461149088,0.0019526519196629137
interpolation,A,all,10.0,0.0021714984496270257,0.002147304598008111
interpolation,A,all,10.25,0.00243657739382188,0.002403424031981455
interpolation,A,all,10.5,0.0027796904372735186,0.0027314164806810826
interpolation,A,all,10.75,0.0030580351265030504,0.0029957373229658984
interpolation,A,all,11.0,0.003405626826474289,0.0033460697965942234
interpolation,A,all,11.25,0.0037092008416691746,0.0036282777491866507
interpolation,A,all,11.5,0.004107885424421502,0.0039846120177721095
interpolation,A,all,11.75,0.004525250848925864,0.004408602596476409
interpolation,A,all,12.0,0.004942364234810531,0.004782860341627563
interpolation,A,all,12.25,0.0053230328974748385,0.005153112871547106
interpolation,A,all,12.5,0.005834579859631093,0.005601960960783701
interpolation,A,all,12.75,0.006247162564997905,0.0060004381777492505
interpolation,A,all,13.0,0.006650905815689794,0.006334112858648663
interpolation,A,all,13.25,0.006989663875950585,0.006578980864102337
interpolation,A,all,13.5,0.007400268020935805,0.006993386579340579
interpolation,A,all,13.75,0.007699180884663913,0.007235292558871846
interpolation,A,all,14.0,0.008168764451048518,0.007648028240747128
interpolation,A,all,14.25,0.008464002519454767,0.007932358127627622
interpolation,A,all,14.5,0.008898159965286371,0.008284651820034808
interpolation,A,all,14.75,0.009161058692708285,0.008524760919304339
interpolation,A,all,15.0,0.009480685580434748,0.008787136746361673
interpolation,A,all,15.25,0.009812532853505822,0.009051740459154778
interpolation,A,all,15.5,0.010095838697159153,0.009356267886870273
interpolation,A,all,15.75,0.010471749768359724,0.009787887342655182
interpolation,A,all,16.0,0.010779975013742978,0.010051966010064965
interpolation,A,all,16.25,0.011071840111780066,0.010319146896476197
interpolation,A,all,16.5,0.011565017752436317,0.010705031852553918
interpolation,A,all,16.75,0.012088988658249554,0.011243015718619263
interpolation,A,all,17.0,0.012686978589525647,0.011844195729459977
interpolation,A,all,17.25,0.01334171399545765,0.012537926338657414
interpolation,A,all,17.5,0.013846549406143273,0.013086901657142363
interpolation,A,all,17.75,0.014375326236984816,0.013629712754739537
interpolation,A,all,18.0,0.014996851856576027,0.014247564283082477
interpolation,A,all,18.25,0.01564535826414638,0.014812688627082092
interpolation,A,all,18.5,0.016611468470052633,0.015806071108259358
interpolation,A,all,18.75,0.017315818761971143,0.016513605175737526
interpolation,A,all,19.0,0.017937565258055455,0.017103632719149938
interpolation,A,all,19.25,0.018705858084673045,0.017853078703593577
interpolation,A,all,19.5,0.019293300676546898,0.01830849363442439
interpolation,A,all,19.75,0.01964608157432344,0.018525709954355485
interpolation,A,all,20.0,0.01997806930120594,0.018670728672410524
interpolation,A,all,20.25,0.020327410377795868,0.018848509326231593
interpolation,A,all,20.5,0.020557322819751457,0.018901676134361594
interpolation,A,all,20.75,0.020575506548479536,0.018776229656000926
interpolation,A,all,21.0,0.02067631371027777,0.018474383040061628
interpolation,A,all,21.25,0.021037811564029337,0.018269416675604604
interpolation,A,all,21.5,0.021424837169069354,0.017996935638368634
interpolation,A,all,21.75,0.021780147202420247,0.017691357488804748
interpolation,A,all,22.0,0.02251847404507721,0.017809875769817345
interpolation,A,all,22.25,0.023104417220780344,0.01787621046090531
interpolation,A,all,22.5,0.023750500540209073,0.01773174365763312
interpolation,A,all,22.75,0.02426390530667502,0.01780018998627158
interpolation,A,all,23.0,0.024188887580050968,0.017256368017710657
interpolation,A,all,23.25,0.023819019028308974,0.01625507161447974
interpolation,A,all,23.5,0.02287878304835987,0.014794560510595332
interpolation,A,all,23.75,0.021750054615112986,0.013150773629425315
interpolation,A,all,24.0,0.020175790694621325,0.010684256737280661
interpolation,A,all,24.25,0.018414476174318295,0.0069377720064633655
interpolation,A,all,24.5,0.017149231169675348,0.0023598992821978865
interpolation,A,all,24.75,0.017050372899353315,-0.002823152861486057
interpolation,A,all,25.0,0.01808559348398988,-0.008011843476570133
interpolation,A,all,25.25,0.01972376800191692,-0.013529189746153027
interpolation,A,all,25.5,0.02221360804808543,-0.018584005034119847
interpolation,A,all,25.75,0.024517137824428673,-0.022867421561916748
interpolation,A,all,26.0,0.025958224759967286,-0.025237596716015734
interpolation,A,all,26.25,0.02651419099652213,-0.02616837295829885
interpolation,A,all,26.5,0.02568232229176974,-0.02555815209386176
interpolation,A,all,26.75,0.023359897157898876,-0.023315360004626823
interpolation,A,all,27.0,0.02005161134337656,-0.02000715128939481
interpolation,A,all,27.25,0.016217001838243324,-0.016189565069091805
interpolation,A,all,27.5,0.012518511106819036,-0.0124876442301479
interpolation,A,all,27.75,0.009063266207938684,-0.009041897569839722
interpolation,A,all,28.0,0.006054312468508724,-0.006020560336117585
interpolation,A,all,28.25,0.003749420405781204,-0.0037332602718397694
interpolation,A,all,28.5,0.0021006787395958086,-0.002088594530354314
interpolation,A,high,9.5,0.00036097429559529126,0.00036097429559529126
interpolation,A,high,9.75,0.00042711779533882277,0.0004267793277078825
interpolation,A,high,10.0,0.0005436167572898685,0.0005432782896589283
interpolation,A,high,10.25,0.0006498372041398316,0.0006494987365088913
interpolation,A,high,10.5,0.0008276899851233992,0.0008195564499825599
interpolation,A,high,10.75,0.0009629684206915723,0.0009572511398016688
interpolation,A,high,11.0,0.0011587770969220014,0.0011560205508403282
interpolation,A,high,11.25,0.0013823927078240991,0.0013769704799648313
interpolation,A,high,11.5,0.0016650215634791054,0.0016463038268555766
interpolation,A,high,11.75,0.001954343658317823,0.0019376154908384538
interpolation,A,high,12.0,0.0022552800626924113,0.002214365408714312
interpolation,A,high,12.25,0.0025168352957299018,0.002496639727260633
interpolation,A,high,12.5,0.0028605795017439175,0.0028093807460291653
interpolation,A,high,12.75,0.0033253220985516277,0.003259031082012298
interpolation,A,high,13.0,0.0037477133070471283,0.003604650800070084
interpolation,A,high,13.25,0.004224418744566932,0.004097703272123649
interpolation,A,high,13.5,0.004746745526993476,0.004627825186653126
interpolation,A,high,13.75,0.005131027242920746,0.004939691208910779
interpolation,A,high,14.0,0.005623086367391121,0.005398860084831158
interpolation,A,high,14.25,0.005996538432906551,0.005736639190160933
interpolation,A,high,14.5,0.006579227413023206,0.0063231189329482134
interpolation,A,high,14.75,0.00672191090817935,0.006382512149493242
interpolation,A,high,15.0,0.0067520900708479895,0.0064006816927409055
interpolation,A,high,15.25,0.006929429807960564,0.006505599607088568
interpolation,A,high,15.5,0.0071306093258465975,0.0066818708333774976
interpolation,A,high,15.75,0.00736609964285569,0.00699285236051922
interpolation,A,high,16.0,0.007400196950721383,0.006863982739287382
interpolation,A,high,16.25,0.007641014652057684,0.0070319702938973815
interpolation,A,high,16.5,0.007872146116241365,0.007061271930668709
interpolation,A,high,16.75,0.008245737304428435,0.007461880087452566
interpolation,A,high,17.0,0.008742027339438898,0.007937460037773491
interpolation,A,high,17.25,0.009233321532421597,0.008467702396003394
interpolation,A,high,17.5,0.009642400678356049,0.008867572616977026
interpolation,A,high,17.75,0.009955922536991138,0.00909536506337024
interpolation,A,high,18.0,0.010472353087536742,0.00962132219630772
interpolation,A,high,18.25,0.010841722755900047,0.009999056662830338
interpolation,A,high,18.5,0.011861599509667501,0.011063642005958697
interpolation,A,high,18.75,0.012163349347588786,0.011613261445144553
interpolation,A,high,19.0,0.01301841203575245,0.012443252432973444
interpolation,A,high,19.25,0.013756435776146738,0.013125215966547175
interpolation,A,high,19.5,0.01416438985847684,0.013497624227737808
interpolation,A,high,19.75,0.014269006501772274,0.013534600097340267
interpolation,A,high,20.0,0.01481316898340534,0.013998760842537358
interpolation,A,high,20.25,0.015540659552130747,0.014789494936793334
interpolation,A,high,20.5,0.01669091046744946,0.015983780687781828
interpolation,A,high,20.75,0.017702446446725317,0.017035373104265023
interpolation,A,high,21.0,0.01861856850488162,0.01794452190628916
interpolation,A,high,21.25,0.020104541689538926,0.019463136034502074
interpolation,A,high,21.5,0.022239812435551003,0.021445499906202186
interpolation,A,high,21.75,0.023541652709850446,0.022901590199263418
interpolation,A,high,22.0,0.025799034957848545,0.025050596257973266
interpolation,A,high,22.25,0.027827738076328153,0.0269625216906847
interpolation,A,high,22.5,0.02998813108237506,0.028647293427042725
interpolation,A,high,22.75,0.03235300332542422,0.03058880207335507
interpolation,A,high,23.0,0.03379423575713401,0.031663424073889224
interpolation,A,high,23.25,0.03426693797091378,0.0320878884943845
interpolation,A,high,23.5,0.033816718419383086,0.03133717282797847
interpolation,A,high,23.75,0.032163602551292476,0.029541125625732863
interpolation,A,high,24.0,0.030338805908947365,0.026809768142420483
interpolation,A,high,24.25,0.02726719306845097,0.022296702767571862
interpolation,A,high,24.5,0.023423327832745738,0.016139063253719773
interpolation,A,high,24.75,0.021296821548134195,0.008980867653939122
interpolation,A,high,25.0,0.020306077984938806,0.0016201276617891676
interpolation,A,high,25.25,0.020437130226101802,-0.00638920016747858
interpolation,A,high,25.5,0.022662647484959893,-0.014246765086095894
interpolation,A,high,25.75,0.025844884265821703,-0.021980264240077763
interpolation,A,high,26.0,0.028848585841186415,-0.02722669553860699
interpolation,A,high,26.25,0.03126630246564779,-0.030488707228175253
interpolation,A,high,26.5,0.03262362932075492,-0.03232827754457732
interpolation,A,high,26.75,0.031669477120490126,-0.031564548111658555
interpolation,A,high,27.0,0.028631391533179156,-0.02852679037310885
interpolation,A,high,27.25,0.024736742727243834,-0.024736132773179414
interpolation,A,high,27.5,0.0203443369543596,-0.020307746067522912
interpolation,A,high,27.75,0.015649327687010828,-0.015648694273219087
interpolation,A,high,28.0,0.011159420297740367,-0.011128265818226192
interpolation,A,high,28.25,0.007534253667089015,-0.007501023905852341
interpolation,A,high,28.5,0.004606942335913112,-0.004576319025957341
interpolation,A_new344,all,9.5,0.0022879298309321176,0.0022661891891727487
interpolation,A_new344,all,9.75,0.0026190412291214643,0.0025988060222685207
interpolation,A_new344,all,10.0,0.002890071287877909,0.00285787142334703
interpolation,A_new344,all,10.25,0.003242867784587414,0.003198743608874511
interpolation,A_new344,all,10.5,0.003699520726497782,0.0036352723841036045
