method,outcome,subset,threshold_c,mae,bias
graph,A,all,19.25,0.010410956883751933,-6.637720733942934e-05
graph,A,all,19.5,0.01073575934040907,-9.492458880953772e-05
graph,A,all,19.75,0.010641727640855626,-9.13931757239297e-05
graph,A,all,20.0,0.01083524428729046,-0.00010455314999868041
graph,A,all,20.25,0.011353803879639579,-8.75592589970408e-05
graph,A,all,20.5,0.011623481591168217,-0.0001029816734927779
graph,A,all,20.75,0.011719988673647696,-7.296514019848641e-05
graph,A,all,21.0,0.01172944723619469,-7.196377858811189e-05
graph,A,all,21.25,0.011999050428460528,-9.008040345343469e-05
graph,A,all,21.5,0.012189500347435399,-0.00014145546613650485
graph,A,all,21.75,0.011926727128604125,-0.00011307110990236502
graph,A,all,22.0,0.012071346498483432,-9.926350649184265e-05
graph,A,all,22.25,0.012110216686913061,-9.665741678430856e-05
graph,A,all,22.5,0.01225434563907967,-0.0001202992539520028
graph,A,all,22.75,0.01252303447417014,-0.0001208506363770048
graph,A,all,23.0,0.012201635068781202,-8.355558789754116e-05
graph,A,all,23.25,0.012170976643981627,-5.961228712817239e-05
graph,A,all,23.5,0.012388682821614119,-4.479272988242273e-05
graph,A,all,23.75,0.012575174913341376,-6.989085664912667e-05
graph,A,all,24.0,0.012750082091379148,-9.102638331830547e-05
graph,A,all,24.25,0.012686043063530609,-6.610430397617789e-05
graph,A,all,24.5,0.012785249547721061,-2.5078344221328385e-05
graph,A,all,24.75,0.012634631458080034,1.5590403252909375e-05
graph,A,all,25.0,0.012895016006757501,8.57585943405996e-06
graph,A,all,25.25,0.01309946371057213,7.4898947664752735e-06
graph,A,all,25.5,0.012903599089786293,8.102127314102188e-05
graph,A,all,25.75,0.01274162387595917,0.0001472198895551799
graph,A,all,26.0,0.01212783903712739,0.00018992773446801348
graph,A,all,26.25,0.011304602844202209,0.0001810801525990978
graph,A,all,26.5,0.010592945276783977,0.0002169570005441386
graph,A,all,26.75,0.010004276130803113,0.00019006347010516497
graph,A,all,27.0,0.008890354799015026,0.00021615188825550028
graph,A,all,27.25,0.007821288679385138,0.00021026945829797185
graph,A,all,27.5,0.00653122640862379,0.00018438683252849951
graph,A,all,27.75,0.005279345966706997,0.00018212743607568202
graph,A,all,28.0,0.004104417128226658,0.00020356018097013017
graph,A,all,28.25,0.003081748866514197,0.00018231992023742835
graph,A,all,28.5,0.0020111248356000557,0.0001676929099841531
graph,A,high,9.5,0.0003890435415649964,-0.00010300466788012645
graph,A,high,9.75,0.0004324869335043712,-0.00014467351292479457
graph,A,high,10.0,0.0005028495810355573,-0.00013452294820498465
graph,A,high,10.25,0.0006227119830697431,-0.0001661296930325616
graph,A,high,10.5,0.0007159958496015464,-0.00016232975038360043
graph,A,high,10.75,0.0008169402876655015,-0.0001786844827756188
graph,A,high,11.0,0.0009055201409514157,-0.00021036331494689393
graph,A,high,11.25,0.001083752724135014,-0.00014984284425679178
graph,A,high,11.5,0.001243128959054593,-5.061471486289113e-05
graph,A,high,11.75,0.0014372913123511923,-3.1254635623483476e-05
graph,A,high,12.0,0.0016223185041175834,-0.0001372262516552261
graph,A,high,12.25,0.0018383267855117834,-0.00020919718929876137
graph,A,high,12.5,0.002157706929213547,-0.00022265664502030562
graph,A,high,12.75,0.0024981789595861655,-0.00022297659144113275
graph,A,high,13.0,0.002668438176069328,-0.0002601942919666637
graph,A,high,13.25,0.0029318721709362997,-0.00024369258606999673
graph,A,high,13.5,0.003077879503505721,-0.00015117389765173167
graph,A,high,13.75,0.003480957231399698,-3.26298684565346e-05
graph,A,high,14.0,0.0037800361404619056,0.0003098997652099529
graph,A,high,14.25,0.004064878251862761,0.000300078284027868
graph,A,high,14.5,0.004423865984427664,0.00035821794506530523
graph,A,high,14.75,0.004742817455765119,0.00019932916348751217
graph,A,high,15.0,0.004751277975110392,0.0001619637137436807
graph,A,high,15.25,0.0050065825263257615,0.0001757397229941039
graph,A,high,15.5,0.005474846171102182,3.2677693322191114e-05
graph,A,high,15.75,0.005850039604205345,4.234600830911527e-05
graph,A,high,16.0,0.005894448716682152,-0.0002637858872960224
graph,A,high,16.25,0.00617636156567824,-0.0003272397179398976
graph,A,high,16.5,0.006308356203829286,-0.0006409405615754828
graph,A,high,16.75,0.0065192509503741915,-0.0005825959291008912
graph,A,high,17.0,0.006753276240151082,-0.0007538962119016488
graph,A,high,17.25,0.0071841968433886795,-0.0005535825604424048
graph,A,high,17.5,0.007392554616077813,-0.0006138701567365008
graph,A,high,17.75,0.0077398836479310555,-0.0007963150053818263
graph,A,high,18.0,0.007746096879850676,-0.000706618217201894
graph,A,high,18.25,0.007812971801440667,-0.00042817404003685753
graph,A,high,18.5,0.008109865909935211,-0.0005899582212173823
graph,A,high,18.75,0.008447417216650736,-0.0005901960102998829
graph,A,high,19.0,0.008689354859497749,-0.0003750926930646131
graph,A,high,19.25,0.008878076662592077,-0.00016421981874969243
graph,A,high,19.5,0.00914290208854214,-0.0005917018468453005
graph,A,high,19.75,0.00931392120088472,-0.0006307031287538353
graph,A,high,20.0,0.009312910763487722,-0.0008858852146657372
graph,A,high,20.25,0.00943659432810407,-0.0011106932215026748
graph,A,high,20.5,0.010090154742582307,-0.0011545173145005201
graph,A,high,20.75,0.010306231455605126,-0.00114129260256022
graph,A,high,21.0,0.010702311837635429,-0.0010839012013288435
graph,A,high,21.25,0.010645644511097322,-0.0008661576093867436
graph,A,high,21.5,0.010639094652218913,-0.0010458022557173433
graph,A,high,21.75,0.01049434720525082,-0.0009032129483243068
graph,A,high,22.0,0.010963918920905046,-0.0011526899131473133
graph,A,high,22.25,0.011155749722209863,-0.0010192688083376577
graph,A,high,22.5,0.011400914001983856,-0.0008874325978283969
graph,A,high,22.75,0.011415128337939968,-0.0006542577864727693
graph,A,high,23.0,0.011307534334288102,-0.00046482145621993144
graph,A,high,23.25,0.011479373636746074,-0.00017366173114841514
graph,A,high,23.5,0.011559640066009097,0.00010522599442479862
graph,A,high,23.75,0.011703099240246822,-0.00014999440691044075
graph,A,high,24.0,0.012136458213870126,-0.00015771277650449266
graph,A,high,24.25,0.012467377084143333,1.8301096869388622e-05
graph,A,high,24.5,0.012406769352759545,-0.0003848313446212998
graph,A,high,24.75,0.012674637705453283,-0.0005705143431089615
graph,A,high,25.0,0.013219997476983996,-0.0003607309620175365
graph,A,high,25.25,0.013544629138411255,0.00015533878310411558
graph,A,high,25.5,0.013721700535715317,0.000388463404819711
graph,A,high,25.75,0.013513837680182224,0.00051759145690548
graph,A,high,26.0,0.01385946504558138,0.0005494129892683063
graph,A,high,26.25,0.013574990834327876,0.0010792628932972097
graph,A,high,26.5,0.012891449373047863,0.0006299158244975211
graph,A,high,26.75,0.012482708991157717,-0.00017361014054457073
graph,A,high,27.0,0.011410879936584508,0.00019829711426407043
graph,A,high,27.25,0.010662001861336647,0.00017617561857928308
graph,A,high,27.5,0.009285228809051691,0.00016978132242605513
graph,A,high,27.75,0.007699542682589585,-1.4393859142393676e-05
graph,A,high,28.0,0.006181926642282147,0.00020875391461145967
graph,A,high,28.25,0.0050646548315729945,0.00035727157478828906
graph,A,high,28.5,0.003760573498400643,0.00034897178666616987
graph,A_new344,all,9.5,0.0015029242398048235,-0.00016934387445238617
graph,A_new344,all,9.75,0.001679828113994198,-0.00020386141942835083
graph,A_new344,all,10.0,0.0018586405013779886,-0.00022939820164787856
graph,A_new344,all,10.25,0.002055022545805019,-0.00023744296823336296
graph,A_new344,all,10.5,0.0022230584398089974,-0.00023445824185719199
graph,A_new344,all,10.75,0.0024721646615770017,-0.00023431316222558666
graph,A_new344,all,11.0,0.0027435938685732293,-0.0002233693634293379
graph,A_new344,all,11.25,0.0030943913292992256,-0.00023439133865515128
graph,A_new344,all,11.5,0.0032261822454904402,-0.0002081140575665869
graph,A_new344,all,11.75,0.003543840904870704,-0.00015861095187185223
graph,A_new344,all,12.0,0.0038731606533266025,-0.00016319702047158595
graph,A_new344,all,12.25,0.004241497172695273,-0.0001958072108207029
graph,A_new344,all,12.5,0.004822897202515886,-0.00019621318668310836
graph,A_new344,all,12.75,0.005166087838785101,-0.00017406162176007218
graph,A_new344,all,13.0,0.00553957725543556,-0.00016142284047788693
graph,A_new344,all,13.25,0.005808283774214132,-0.00019086054451028858
graph,A_new344,all,13.5,0.006181979947395686,-0.00016994607281016494
