year,threshold_c,outcome,high,middle,difference
1991,12.0,A,0.9896512142065563,0.988311961543641,0.0013392526629154207
1991,12.0,A_coslat,0.9873001113977073,0.98586758654348,0.0014325248542273645
1991,12.0,A_new344,0.9892605829698038,0.9878508932232918,0.0014096897465118996
1991,12.0,C,0.9805907525647611,0.9787389464434155,0.0018518061213456856
1991,12.0,C8,0.9821094774129658,0.9804816941381885,0.0016277832747773058
1991,12.0,C_coslat,0.9736877868959345,0.9716252790562705,0.002062507839664033
1991,12.0,S_km2,3187606.2219464816,3183292.570773436,4313.651173045393
1991,12.0,largest_km2,3158423.027414407,3152458.472802131,5964.554612275989
1991,12.25,A,0.9883685729720858,0.9859453646771575,0.0024232082949283327
1991,12.25,A_coslat,0.9859095140125572,0.9831332811734237,0.002776232839133456
1991,12.25,A_new344,0.9882026607180641,0.9856699796585765,0.0025326810594875626
1991,12.25,C,0.9793511162561366,0.9763346001607619,0.0030165160953747883
1991,12.25,C8,0.9808698411043412,0.9781549232842625,0.0027149178200786737
1991,12.25,C_coslat,0.9723765576273804,0.9688915097806129,0.0034850478467675083
1991,12.25,S_km2,3183474.91273286,3175669.906557853,7805.0061750072055
1991,12.25,largest_km2,3154430.2344449256,3144714.2200186434,9716.014426282296
1991,12.5,A,0.9872182706375189,0.9832408711615283,0.003977399475990591
1991,12.5,A_coslat,0.9847613915791946,0.9801430711141101,0.00461832046508448
1991,12.5,A_new344,0.986853450433426,0.9830565978064064,0.0037968526270195646
1991,12.5,C,0.9782008139215695,0.9736366845623476,0.004564129359222013
1991,12.5,C8,0.9796335289180824,0.9755452619144452,0.004088267003637254
1991,12.5,C_coslat,0.9712284351940178,0.9658663127016859,0.005362122492331922
1991,12.5,S_km2,3179769.859047128,3166958.8978369213,12810.961210206617
1991,12.5,largest_km2,3150725.1807591934,3136024.3983680066,14700.782391186958
1991,12.75,A,0.9852518729258213,0.9795818797080583,0.005669993217763032
1991,12.75,A_coslat,0.9824010535860949,0.9761668657181204,0.0062341878679745095
1991,12.75,A_new344,0.9847343084382171,0.9792139461880406,0.005520362250176343
1991,12.75,C,0.9761463597876515,0.9699627594626179,0.0061836003250337335
1991,12.75,C8,0.9776671312063848,0.9719217462383777,0.005745384968007176
1991,12.75,C_coslat,0.9687865235288989,0.9618423126452358,0.006944210883663149
1991,12.75,S_km2,3173436.211908975,3155173.5094539225,18262.70245505233
1991,12.75,largest_km2,3144107.909253867,3124190.909620909,19916.999632957548
1991,13.0,A,0.983887801633316,0.9754342922583943,0.008453509374921694
1991,13.0,A_coslat,0.9808560304581478,0.9716543394863361,0.009201690971811819
1991,13.0,A_new344,0.9833336194909866,0.9750749042247978,0.008258715266188857
1991,13.0,C,0.9746743334796438,0.9655403812631298,0.009133952216514066
1991,13.0,C8,0.9763460648397254,0.9675045681067896,0.008841496732935735
1991,13.0,C_coslat,0.967002283344733,0.9569041816487701,0.01009810169596296
1991,13.0,S_km2,3169042.621443212,3141814.383156871,27228.238286341384
1991,13.0,largest_km2,3139366.602265186,3109946.6990726604,29419.903192525264
1991,13.25,A,0.9816714457703447,0.9710452598158891,0.010626185954455672
1991,13.25,A_coslat,0.9783208735674035,0.9666095396924653,0.011711333874938204
1991,13.25,A_new344,0.9810890391640941,0.9704493924498342,0.010639646714259912
1991,13.25,C,0.9720858757542605,0.9597748348122194,0.012311040942041163
1991,13.25,C8,0.9740652015016765,0.9627498947542348,0.011315306747441745
1991,13.25,C_coslat,0.9640636893318225,0.950247650320304,0.013816039011518474
1991,13.25,S_km2,3161903.8743397505,3127677.577258773,34226.29708097704
1991,13.25,largest_km2,3131029.337749937,3091376.2254795185,39653.11227041809
1991,13.5,A,0.9787354964442545,0.9654646163460585,0.013270880098196066
1991,13.5,A_coslat,0.9753620743996828,0.9601470120810776,0.015215062318605291
1991,13.5,A_new344,0.9778352958104716,0.9643170314550075,0.013518264355464105
1991,13.5,C,0.9693237604330308,0.954096535987897,0.015227224445133691
1991,13.5,C8,0.971041195753366,0.9572684575136966,0.013772738239669402
1991,13.5,C_coslat,0.9612658923289996,0.9438806355495851,0.01738525677941453
1991,13.5,S_km2,3152447.36056518,3109702.6648941585,42744.69567102101
1991,13.5,largest_km2,3122132.732706366,3073086.771172131,49045.96153423501
1991,13.75,A,0.9755748277036981,0.9603934511044794,0.015181376599218624
1991,13.75,A_coslat,0.9721465675829712,0.9543817707693695,0.01776479681360162
1991,13.75,A_new344,0.9746955977334232,0.9595768917554727,0.015118705977950472
1991,13.75,C,0.9647774014511716,0.949301297154688,0.015476104296483531
1991,13.75,C8,0.9679235319386552,0.9516603588903436,0.01626317304831156
1991,13.75,C_coslat,0.956501942713162,0.9383465445998679,0.018155398113294068
1991,13.75,S_km2,3142267.0392577513,3093368.750839866,48898.28841788508
1991,13.75,largest_km2,3107489.1876172055,3057641.5992559716,49847.588361233786
1991,14.0,A,0.972714181095439,0.9543799973906757,0.018334183704763325
1991,14.0,A_coslat,0.9690963804855209,0.9477390098630994,0.021357370622421528
1991,14.0,A_new344,0.9712358320424599,0.9535512661688027,0.01768456587365715
1991,14.0,C,0.9622227567660607,0.9423039290992815,0.019918827666779104
1991,14.0,C8,0.9640913839973494,0.9456634114970317,0.01842797250031784
1991,14.0,C_coslat,0.9539356735609049,0.9307847601671279,0.02315091339377706
1991,14.0,S_km2,3133053.07094611,3073999.783067846,59053.287878264055
1991,14.0,largest_km2,3099260.8328430937,3035103.5033788844,64157.32946420911
1991,14.25,A,0.9691316638824672,0.9477582717005634,0.021373392181903778
1991,14.25,A_coslat,0.9649063250946778,0.9407148456430883,0.024191479451589542
1991,14.25,A_new344,0.9678082500487922,0.9466551583310047,0.021153091717787603
1991,14.25,C,0.958945937429961,0.9349784035050542,0.023967533924906765
1991,14.25,C8,0.9607536854106065,0.9390143233900458,0.021739362020560666
1991,14.25,C_coslat,0.9499915329202407,0.9228844049810977,0.027107127939143088
1991,14.25,S_km2,3121514.001429124,3052671.608346464,68842.39308265953
1991,14.25,largest_km2,3088706.3975491202,3011508.432077013,77197.96547210652
1991,14.5,A,0.9653428266327501,0.9399582195129668,0.02538460711978337
1991,14.5,A_coslat,0.9606242426603714,0.9319655495860887,0.028658693074282666
1991,14.5,A_new344,0.9641904277372602,0.9388062297482067,0.02538419798905341
1991,14.5,C,0.9552339337493659,0.9266703460527602,0.028563587696605646
1991,14.5,C8,0.9569553236403157,0.9300994412320026,0.026855882408312975
1991,14.5,C_coslat,0.9456955069537959,0.9136324227783809,0.032063084175415035
1991,14.5,S_km2,3109310.3876531087,3027548.1158192265,81762.27183388267
1991,14.5,largest_km2,3076750.260014706,2984748.685565254,92001.57444945117
1991,14.75,A,0.9614992440107407,0.933039054127487,0.028460189883253568
1991,14.75,A_coslat,0.9561117300240406,0.9243858481748354,0.03172588184920518
1991,14.75,A_new344,0.9606397863362943,0.932160258145387,0.028479528190907117
1991,14.75,C,0.9511228766686027,0.919697447968065,0.03142542870053774
1991,14.75,C8,0.9535974838167148,0.9238167853200098,0.029780698496704987
1991,14.75,C_coslat,0.9407217610984125,0.9059747782829909,0.03474698281542169
1991,14.75,S_km2,3096930.4423707644,3005261.9059739583,91668.53639680629
1991,14.75,largest_km2,3063508.7958086277,2962289.4059718945,101219.38983673307
1991,15.0,A,0.9571446749149608,0.9260771585266658,0.03106751638829508
1991,15.0,A_coslat,0.9511654273273956,0.916909545215124,0.03425588211227167
1991,15.0,A_new344,0.9563032473902074,0.9255631756728734,0.03074007171733406
1991,15.0,C,0.9467216138815032,0.9130306022504034,0.03369101163109974
1991,15.0,C8,0.9485761607191213,0.9167089374199348,0.03186722329918653
1991,15.0,C_coslat,0.935773314016596,0.8988129888325277,0.03696032518406833
1991,15.0,S_km2,3082904.6408112403,2982838.0647103353,100066.57610090527
1991,15.0,largest_km2,3049332.596716276,2940815.9023927446,108516.69432353151
1991,15.25,A,0.952078353882056,0.918163998798231,0.033914355083825086
1991,15.25,A_coslat,0.9453037461147383,0.9085322777376459,0.03677146837709244
1991,15.25,A_new344,0.9509954975273582,0.9175234033731104,0.033472094154247824
1991,15.25,C,0.9416634834829131,0.9044012358295145,0.037262247653398584
1991,15.25,C8,0.9436843374741017,0.9088664282633497,0.03481790921075204
1991,15.25,C_coslat,0.9298397313742134,0.889296819719724,0.0405429116544895
1991,15.25,S_km2,3066586.3296577367,2957350.2596902214,109236.06996751468
1991,15.25,largest_km2,3033040.6670965166,2913021.239283342,120019.4278131742
1991,15.5,A,0.9467248743647438,0.910991185530635,0.035733688834108844
1991,15.5,A_coslat,0.9389048065466662,0.9008100385054901,0.03809476804117603
1991,15.5,A_new344,0.9457646702805595,0.9101575784465861,0.035607091833973516
1991,15.5,C,0.9362678235552554,0.8968352959590907,0.039432527596164633
1991,15.5,C8,0.93841731042306,0.9012009320028223,0.03721637842023773
1991,15.5,C_coslat,0.9235233778237868,0.8812350566298557,0.042288321193931076
1991,15.5,S_km2,3049343.0985340024,2934247.0654815626,115096.03305243934
1991,15.5,largest_km2,3015661.5754427984,2888651.8082558955,127009.76718690323
1991,15.75,A,0.9404555547722063,0.9020875971777637,0.03836795759444256
1991,15.75,A_coslat,0.9316421706180688,0.8913953087234271,0.040246861894641585
1991,15.75,A_new344,0.940093087088155,0.901408934024467,0.038684153063688
1991,15.75,C,0.9302548849687975,0.888158219138177,0.042096665830620474
1991,15.75,C8,0.9320390838296824,0.8921061925957608,0.039932891233921554
1991,15.75,C_coslat,0.9165772218733856,0.8719713274002102,0.04460589447317542
1991,15.75,S_km2,3029150.0023667165,2905569.1502485503,123580.85211816616
1991,15.75,largest_km2,2996294.2668645517,2860703.472856916,135590.79400763568
1991,16.0,A,0.9338998796710224,0.893668296259715,0.04023158341130736
1991,16.0,A_coslat,0.9245366338516424,0.8824965383567599,0.04204009549488249
1991,16.0,A_new344,0.9338344216970834,0.892848856399944,0.040985565297139336
1991,16.0,C,0.9242314859184501,0.8801095185269122,0.044121967391537766
1991,16.0,C8,0.9260111718098885,0.8836840838563388,0.042327087953549745
1991,16.0,C_coslat,0.9100446235436058,0.8636153033304108,0.04642932021319516
1991,16.0,S_km2,3008034.5725651705,2878451.0953161083,129583.47724906231
1991,16.0,largest_km2,2976893.26576989,2834779.098917132,142114.1668527586
1991,16.25,A,0.9268761080514795,0.8859351688462397,0.04094093920523978
1991,16.25,A_coslat,0.9165169963002758,0.8739968704033524,0.042520125896923555
1991,16.25,A_new344,0.926547716253778,0.8852644974800702,0.041283218773708
1991,16.25,C,0.9161406511271378,0.8712349281304533,0.04490572299668453
1991,16.25,C8,0.9189894467608744,0.8745946267270265,0.04439482003384776
1991,16.25,C_coslat,0.9006475628866705,0.8536661119270973,0.046981450959573255
1991,16.25,S_km2,2985411.432417825,2853543.163405914,131868.26901191115
1991,16.25,largest_km2,2950833.180205094,2806194.5843337197,144638.59587137416
1991,16.5,A,0.919509236572616,0.8774435666284228,0.04206566994419325
1991,16.5,A_coslat,0.9081666168258015,0.8646634308353615,0.04350318599043993
1991,16.5,A_new344,0.9192208092353763,0.8772037312537311,0.04201707798164522
1991,16.5,C,0.905771781087681,0.8625262105254513,0.0432455705622297
1991,16.5,C8,0.9114258449785858,0.8647631771111444,0.04666266786744148
1991,16.5,C_coslat,0.8893087714889015,0.8440353538917932,0.04527341759710827
1991,16.5,S_km2,2961683.188542398,2826192.2303951266,135490.95814727186
1991,16.5,largest_km2,2917435.681997782,2778144.33589833,139291.34609945273
1991,16.75,A,0.9097839104979082,0.8673657079729243,0.04241820252498385
1991,16.75,A_coslat,0.8974176535282842,0.8541644630760151,0.0432531904522692
1991,16.75,A_new344,0.9088677600812739,0.8665468595270527,0.042320900554221365
1991,16.75,C,0.8970966596139572,0.8531766387209226,0.04392002089303467
1991,16.75,C8,0.9004084089275534,0.8554559487064411,0.04495246022111221
1991,16.75,C_coslat,0.8797966819758237,0.8343423138720706,0.045454368103753216
1991,16.75,S_km2,2930358.506208682,2793732.062112587,136626.44409609493
1991,16.75,largest_km2,2889493.6446528845,2748029.935159131,141463.7094937535
1991,17.0,A,0.9012335413967622,0.857147801965436,0.044085739431326244
1991,17.0,A_coslat,0.8884001727612345,0.8430106574403039,0.04538951532093075
1991,17.0,A_new344,0.9004329389186282,0.8563797428146644,0.04405319610396378
1991,17.0,C,0.8876048070478088,0.8424581573292018,0.04514664971860701
1991,17.0,C8,0.8909005673276081,0.8453059184712991,0.045594648856309115
1991,17.0,C_coslat,0.8693851319148012,0.8227959215489106,0.04658921036589062
1991,17.0,S_km2,2902818.2886497076,2760820.809847973,141997.4788017349
1991,17.0,largest_km2,2858920.966255363,2713506.3601019736,145414.60615338944
1991,17.25,A,0.8934739706997069,0.8485253865618708,0.044948584137836166
1991,17.25,A_coslat,0.8800748775048405,0.8334273944914928,0.04664748301334768
1991,17.25,A_new344,0.8921751329840077,0.8480004222854008,0.04417471069860679
1991,17.25,C,0.8808826577589421,0.8348322816155395,0.04605037614340268
1991,17.25,C8,0.8833609651751747,0.8373218886534782,0.04603907652169655
1991,17.25,C_coslat,0.8623282228936882,0.8145761117801108,0.04775211111357739
1991,17.25,S_km2,2877825.1845353483,2733048.535541567,144776.64899378084
1991,17.25,largest_km2,2837269.3332452183,2688943.8793777428,148325.45386747582
1991,17.5,A,0.8845790270602961,0.8385533395589384,0.04602568750135775
1991,17.5,A_coslat,0.8710207154466154,0.8231922701228301,0.04782844532378524
1991,17.5,A_new344,0.8828949870538372,0.8377575296580341,0.045137457395803104
1991,17.5,C,0.8708259282655479,0.824802177860399,0.04602375040514883
1991,17.5,C8,0.8751817617831587,0.8274827270303199,0.04769903475283858
1991,17.5,C_coslat,0.8520917355436181,0.8041060358087148,0.047985699734903076
1991,17.5,S_km2,2849175.113397324,2700929.180140609,148245.93325671507
1991,17.5,largest_km2,2804877.220705572,2656637.526717641,148239.69398793098
1991,17.75,A,0.8754004537552625,0.8284137671666828,0.046986686588579706
1991,17.75,A_coslat,0.8614397601284027,0.8126825117853832,0.048757248343019643
1991,17.75,A_new344,0.8748129637333487,0.8273410857171847,0.04747187801616396
1991,17.75,C,0.8615711553842419,0.8147307181389193,0.04684043724532257
1991,17.75,C8,0.8652706269192607,0.8175252099238538,0.047745416995406874
1991,17.75,C_coslat,0.8423734899388927,0.7938784003710652,0.04849508956782741
1991,17.75,S_km2,2819611.4883992244,2668270.23567466,151341.25272456385
1991,17.75,largest_km2,2775068.161518185,2624197.969011433,150870.19250675212
1991,18.0,A,0.8663851972599171,0.8164885714371185,0.049896625822798635
1991,18.0,A_coslat,0.8519910782145562,0.8005597156088923,0.05143136260566391
1991,18.0,A_new344,0.8656291018982302,0.8146401563534506,0.05098894554477962
1991,18.0,C,0.8494278585885487,0.802160691048365,0.04726716754018375
1991,18.0,C8,0.8557018975035146,0.8050260799007792,0.05067581760273528
1991,18.0,C_coslat,0.8299052622608377,0.7811853908871313,0.048719871373706404
1991,18.0,S_km2,2790573.8968877075,2629859.9073086563,160713.9895790516
1991,18.0,largest_km2,2735955.342915797,2583710.6781470343,152244.66476876303
1991,18.25,A,0.8559934796314727,0.8056930859171314,0.05030039371434125
1991,18.25,A_coslat,0.8410822963235107,0.7893575953297738,0.05172470099373694
1991,18.25,A_new344,0.8553001757671354,0.8032743812303251,0.05202579453681019
1991,18.25,C,0.8403686249741327,0.7911857042367832,0.04918292073734939
1991,18.25,C8,0.8426868014652241,0.7942812803412315,0.04840552112399277
1991,18.25,C_coslat,0.8204348791417969,0.7699704355131338,0.050464443628663126
1991,18.25,S_km2,2757102.807989284,2595088.3066492924,162014.50133999126
1991,18.25,largest_km2,2706776.103785038,2548360.9147716346,158415.18901340323
1991,18.5,A,0.8464089354459489,0.7956788260077122,0.05073010943823664
1991,18.5,A_coslat,0.8313874991879002,0.779008359791821,0.052379139396079154
1991,18.5,A_new344,0.8445763373922531,0.7920535992661016,0.0525227381261516
1991,18.5,C,0.8307056532555425,0.7817663559245824,0.048939297330960065
1991,18.5,C8,0.8333507307420905,0.785182716140021,0.04816801460206958
1991,18.5,C_coslat,0.8108675277577703,0.7606367100996133,0.05023081765815699
1991,18.5,S_km2,2726231.5755371605,2562832.986050261,163398.5894868998
1991,18.5,largest_km2,2675652.2610306325,2518021.768155496,157630.49287513676
1991,18.75,A,0.8362900507828224,0.7835319877920529,0.052758062990769496
1991,18.75,A_coslat,0.8214416077260388,0.7667389645415531,0.05470264318448562
1991,18.75,A_new344,0.8342841263036472,0.7794075227514631,0.05487660355218423
1991,18.75,C,0.8211151009152416,0.7701281964965299,0.05098690441871175
1991,18.75,C8,0.8240215626855115,0.7730409869646699,0.050980575720841616
1991,18.75,C_coslat,0.8013873797268068,0.7490644814031682,0.05232289832363871
1991,18.75,S_km2,2693639.2649854063,2523708.760750082,169930.50423532445
1991,18.75,largest_km2,2644761.67667829,2480535.9662160636,164225.71046222592
1991,19.0,A,0.826026449272354,0.7725576765073522,0.05346877276500176
1991,19.0,A_coslat,0.81042955441974,0.7554999116292302,0.05492964279050975
1991,19.0,A_new344,0.8234063319907127,0.7677145745029254,0.05569175748778743
1991,19.0,C,0.8113490982075019,0.7574695752207142,0.053879522986787554
1991,19.0,C8,0.8150077534466268,0.7629011111384258,0.052106642308200835
1991,19.0,C_coslat,0.7910987426426441,0.7364785894205322,0.054620153222111854
1991,19.0,S_km2,2660580.8302917466,2488361.173205579,172219.65708616748
1991,19.0,largest_km2,2613305.9773896304,2439763.3188825236,173542.6585071073
1991,19.25,A,0.8161273223527097,0.7615110429462081,0.05461627940650149
1991,19.25,A_coslat,0.8002203409882043,0.7444493203767629,0.055771020611441235
1991,19.25,A_new344,0.813208461131849,0.7556793763543963,0.05752908477745274
1991,19.25,C,0.8026264131708251,0.7473517289146255,0.055274684256199524
1991,19.25,C8,0.8055448179377622,0.7519502853608424,0.05359453257691982
1991,19.25,C_coslat,0.7821951894833412,0.7264779132055277,0.0557172762778135
1991,19.25,S_km2,2628696.346033124,2452780.640018141,175915.7060149829
1991,19.25,largest_km2,2585210.7407084103,2407174.352815479,178036.387892931
1991,19.5,A,0.8072235967520044,0.7508175288223576,0.05640606792964661
1991,19.5,A_coslat,0.7905950071273707,0.7337669132263658,0.056828093901004885
1991,19.5,A_new344,0.8038040823979089,0.744320260871786,0.059483821526122936
1991,19.5,C,0.7937388346727458,0.7372228494097106,0.05651598526303514
1991,19.5,C8,0.7969035695804005,0.739556773153371,0.057346796427029445
1991,19.5,C_coslat,0.7727397328836286,0.7162825699426781,0.05645716294095049
1991,19.5,S_km2,2600017.9887332064,2418337.4830085402,181680.50572466632
1991,19.5,largest_km2,2556584.392241563,2374549.8494877093,182034.5427538536
1991,19.75,A,0.7971150972009239,0.7379141052522016,0.059200991948722304
1991,19.75,A_coslat,0.7797248530422327,0.7207942946958918,0.05893055834634079
1991,19.75,A_new344,0.7930046847818418,0.7303787061077412,0.06262597867410054
1991,19.75,C,0.7822103056444613,0.7222912702819965,0.05991903536246471
1991,19.75,C8,0.78583203200386,0.7266747586604613,0.05915727334339852
1991,19.75,C_coslat,0.7601919543250745,0.701023783636426,0.05916817068864858
1991,19.75,S_km2,2567459.1279941723,2376776.3424105193,190682.7855836531
1991,19.75,largest_km2,2519451.703135621,2326456.1434953944,192995.5596402261
1991,20.0,A,0.7872965743529546,0.7240118070701113,0.06328476728284338
1991,20.0,A_coslat,0.7692315882425405,0.7070430139715614,0.06218857427097909
1991,20.0,A_new344,0.7841471901492759,0.7166510297250577,0.06749616042421831
1991,20.0,C,0.7729372520375976,0.7081771650920564,0.06476008694554121
1991,20.0,C8,0.7761227265157338,0.7112945830374623,0.06482814347827155
1991,20.0,C_coslat,0.750509850750365,0.6868219899109848,0.06368786083938034
1991,20.0,S_km2,2535834.2645359864,2331997.887588822,203836.3769471644
1991,20.0,largest_km2,2489583.762845788,2280995.471215281,208588.29163050675
1991,20.25,A,0.7762264361758247,0.7093962156731793,0.06683022050264524
1991,20.25,A_coslat,0.7580261090061381,0.6925021087704747,0.06552400023566333
1991,20.25,A_new344,0.772857454904592,0.7010251205389283,0.07183233436566376
1991,20.25,C,0.762986850213986,0.6918326357654951,0.0711542144484909
1991,20.25,C8,0.7662134912790646,0.697838750740101,0.06837474053896357
1991,20.25,C_coslat,0.7403935040551809,0.6706202448876896,0.0697732591674914
1991,20.25,S_km2,2500178.024413533,2284921.958811592,215256.06560194105
1991,20.25,largest_km2,2457534.1252477164,2228350.738780023,229183.38646769375
1991,20.5,A,0.7661694714004016,0.6955688447106733,0.07060062668972833
1991,20.5,A_coslat,0.747514882280052,0.6789018017962122,0.06861308048383985
1991,20.5,A_new344,0.7620380810524429,0.6866454877618082,0.07539259329063452
1991,20.5,C,0.752217641377212,0.673584566497274,0.07863307487993787
1991,20.5,C8,0.7572494558768773,0.6822217939254096,0.0750276619514677
1991,20.5,C_coslat,0.7289232280636339,0.6522301629189942,0.0766930651446397
1991,20.5,S_km2,2467785.1540448167,2240384.8399958634,227400.31404895298
1991,20.5,largest_km2,2422847.1601828937,2169574.8202514653,253272.3399314282
1991,20.75,A,0.7567747593848116,0.6790389274618231,0.0777358319229885
1991,20.75,A_coslat,0.7381361633385367,0.6625963472319584,0.07553981610657823
1991,20.75,A_new344,0.7521788168667244,0.6696548894238021,0.08252392744292232
1991,20.75,C,0.7432241787526689,0.6563311244661739,0.08689305428649496
1991,20.75,C8,0.7477213248735919,0.6636876601792853,0.08403366469430662
