outcome,subset,reference,threshold_c,improvement_pp,lower_pp,upper_pp
A_new344,all,simple,17.0,0.0050964692329940366,0.0014660014490806986,0.008821791749251464
A_new344,all,simple,17.25,0.006721799824076461,0.0015050068123645646,0.011879782023149862
A_new344,all,simple,17.5,0.006194313097702816,0.0021886970004535563,0.010039342889599552
A_new344,all,simple,17.75,0.01118403022378951,0.0021621985191687845,0.020133879812462126
A_new344,all,simple,18.0,0.012973400325255825,0.0029038254878723966,0.021362445992888973
A_new344,all,simple,18.25,0.00831572949844393,0.0012002442069317606,0.01587696545665058
A_new344,all,simple,18.5,0.006053879480528574,-0.0006085363748485899,0.012705406544464025
A_new344,all,simple,18.75,0.00679683036160751,-0.0033045821712972398,0.016806955227128478
A_new344,all,simple,19.0,0.00707256134201077,0.0004767082024701822,0.01392676356035805
A_new344,all,simple,19.25,0.004886881805487347,0.0012628802691462553,0.00879902842856573
A_new344,all,simple,19.5,0.0012008292046703382,-0.0020629515502307164,0.00415056425296721
A_new344,all,simple,19.75,0.00407040282862016,-0.0008834577955894381,0.008301314411741423
A_new344,all,simple,20.0,0.003996586335749926,-0.00021969883583111943,0.008648172856920962
A_new344,all,simple,20.25,-0.0015181481056177532,-0.004818890939534029,0.0015885330320222202
A_new344,all,simple,20.5,0.0013029569907993428,-0.0037252540577730644,0.006125750277487635
A_new344,all,simple,20.75,-0.001231554088066308,-0.00714154926002864,0.00427085738968549
A_new344,all,simple,21.0,-0.0020631441511422344,-0.0065972303480647705,0.002216480368379485
A_new344,all,simple,21.25,-0.0030622310916232193,-0.0060899881457090336,0.00014245796075535501
A_new344,all,simple,21.5,-0.000660266099443082,-0.004500213213791975,0.0032980964918186096
A_new344,all,simple,21.75,-0.0016573775108898938,-0.007202861609278076,0.003522893403229539
A_new344,all,simple,22.0,0.004984232592693087,-0.004577159507312342,0.015102600979170492
A_new344,all,simple,22.25,0.009169993863878918,-0.0009879858657204498,0.018551686466371713
A_new344,all,simple,22.5,0.009701357172549965,-0.0012875289058378084,0.02014727156939351
A_new344,all,simple,22.75,0.023167729199352605,0.012575912482619663,0.03504650416012592
A_new344,all,simple,23.0,0.026815904813076663,0.014524745408946578,0.03982016583236312
A_new344,all,simple,23.25,0.03158668690360409,0.023481340311219054,0.03983069796181021
A_new344,all,simple,23.5,0.03416744151849911,0.024606310631224947,0.04490847055406929
A_new344,all,simple,23.75,0.01680193789263995,0.005581047520991457,0.026902346094834217
A_new344,all,simple,24.0,0.012753299021766319,0.0033331252858339318,0.021813418310291537
A_new344,all,simple,24.25,0.028592913890777533,0.011288047581094737,0.04429589389188443
A_new344,all,simple,24.5,0.03628634994016663,0.022306940472958524,0.04991333137393971
A_new344,all,simple,24.75,0.0408463361503142,0.029105539228656233,0.0515379551479042
A_new344,all,simple,25.0,0.030175704643250482,0.018992516789303082,0.040584377144730496
A_new344,all,simple,25.25,0.025542104864120344,0.007857961680403756,0.043948786173179565
A_new344,all,simple,25.5,0.01959417960425062,0.0009720530451105566,0.0369913616838031
A_new344,all,simple,25.75,0.011407530436180306,-0.0020827338628380456,0.024940052459629967
A_new344,all,simple,26.0,0.015417025895228743,0.005756934508956539,0.02478373701021637
A_new344,all,simple,26.25,0.011097074248609014,0.004602006415610389,0.017388059300471836
A_new344,all,simple,26.5,0.013684866077423013,0.006390656800130032,0.02022121535371384
A_new344,all,simple,26.75,0.017867874002335183,0.012178564435103269,0.023815642771158406
A_new344,all,simple,27.0,0.01212123276039608,0.00589888086440424,0.017536318734220346
A_new344,all,simple,27.25,0.013913316969706638,0.011595571580278408,0.016678258356419784
A_new344,all,simple,27.5,0.013572830141131824,0.009378527636468114,0.017439533427830896
A_new344,all,simple,27.75,0.008973372468467057,0.006274803645384246,0.011379056061777325
A_new344,all,simple,28.0,0.002495834034556223,0.0001504377965360493,0.004513246822826598
A_new344,all,simple,28.25,0.0011751585855118523,0.0001290381938863055,0.002186461786884174
A_new344,all,simple,28.5,0.00036782175122026227,-0.0008553288546976004,0.0015172721929402363
A_new344,all,variogram,9.5,0.0006091124319141436,-0.0022922692744030485,0.0035428636944423372
A_new344,all,variogram,9.75,0.0007764173076101733,-0.0025827412856494554,0.0042083633965271745
A_new344,all,variogram,10.0,0.0009406892521058649,-0.002533972462421343,0.004429756920304692
A_new344,all,variogram,10.25,0.0006893778705000804,-0.002088693533540737,0.0037359613790729157
A_new344,all,variogram,10.5,0.00015946224874060586,-0.002407937590681097,0.002825321647359702
A_new344,all,variogram,10.75,0.00035033334740440395,-0.002079687086074314,0.0028340984865530415
A_new344,all,variogram,11.0,-0.00047177091523885464,-0.002809607673464101,0.0018015307259154406
A_new344,all,variogram,11.25,-0.00018915663467316234,-0.003152325078622228,0.002493312697262897
A_new344,all,variogram,11.5,-0.0003811817172874641,-0.0038522514130543304,0.002863395812353068
A_new344,all,variogram,11.75,-0.0010056097809244921,-0.004566806759782072,0.0020761880338323073
A_new344,all,variogram,12.0,-0.0007767051029392292,-0.003232787266344505,0.001654339725545337
A_new344,all,variogram,12.25,-0.002146614174094006,-0.0056085166635240396,0.0013091499279227958
A_new344,all,variogram,12.5,-0.0017109481309138313,-0.005056256924862008,0.0021085486660281953
A_new344,all,variogram,12.75,-0.0018954975391233275,-0.0055245650788118775,0.0020656035040128016
A_new344,all,variogram,13.0,-0.003915650736057608,-0.007397927165924491,0.00019813718947996818
A_new344,all,variogram,13.25,-0.0044001460762343216,-0.009116737957091432,0.0006739047876189743
A_new344,all,variogram,13.5,-0.005123706991628923,-0.00944266143175956,-0.00045416823822228247
A_new344,all,variogram,13.75,-0.00516641654533854,-0.008343249269275247,-0.0020316086264429195
A_new344,all,variogram,14.0,-0.004507542721411029,-0.007930937913025586,-0.0014055751552909774
A_new344,all,variogram,14.25,-0.003537025292150992,-0.007703204472554211,0.0004687606539742244
A_new344,all,variogram,14.5,-0.003502821159673842,-0.00593770807677902,-0.0009003641573375412
A_new344,all,variogram,14.75,-0.0017547920711063357,-0.004570635511885788,0.001464799113671622
A_new344,all,variogram,15.0,0.0009529277469679458,-0.002419422987725609,0.0047705278426598005
A_new344,all,variogram,15.25,0.0010470966402558312,-0.0034769807652232382,0.0057067216466747655
A_new344,all,variogram,15.5,-0.00014896547961983854,-0.00380094049612895,0.0037140602210950736
A_new344,all,variogram,15.75,0.0002437187241224413,-0.003979686449483021,0.004074402770402059
A_new344,all,variogram,16.0,0.00027109017277586364,-0.0036380889692895053,0.0048731761240038765
A_new344,all,variogram,16.25,-0.0034637835184178054,-0.009454442002727461,0.0025091989022412303
A_new344,all,variogram,16.5,-0.0015512855353940257,-0.008528974911041562,0.006461629257468297
A_new344,all,variogram,16.75,-0.005550423478139639,-0.013546940050155918,0.0025892722638801123
A_new344,all,variogram,17.0,-0.0035103847299733926,-0.010647741986607883,0.002862471321456947
A_new344,all,variogram,17.25,-0.008344504120190187,-0.016017280077147162,-0.001630129898363179
A_new344,all,variogram,17.5,-0.012550561140282487,-0.019757169436535837,-0.006519903533808729
A_new344,all,variogram,17.75,-0.015350223632953287,-0.023715328269105686,-0.007147287480050097
A_new344,all,variogram,18.0,-0.014556719486756358,-0.02367658477106298,-0.0036702709778510096
A_new344,all,variogram,18.25,-0.01914326365501976,-0.026923763604790842,-0.012308199630815597
A_new344,all,variogram,18.5,-0.015641490338051487,-0.028179789606921017,-0.0026449642308268516
A_new344,all,variogram,18.75,-0.014839035523969561,-0.02307751094777091,-0.005834504301545061
A_new344,all,variogram,19.0,-0.011878167712942065,-0.020077709999297092,-0.004598379070787794
A_new344,all,variogram,19.25,-0.01104490009390547,-0.018191445285692078,-0.0050139655785727145
A_new344,all,variogram,19.5,-0.007680464784767905,-0.015501789946232393,-0.00033538787700822324
A_new344,all,variogram,19.75,-0.006519993207483672,-0.014645025676142292,0.0002093236842434485
A_new344,all,variogram,20.0,-0.011610506268465043,-0.018784656863555557,-0.004309286587106413
A_new344,all,variogram,20.25,-0.009146263073276447,-0.014563727770586322,-0.0038696374094506305
A_new344,all,variogram,20.5,-0.003157905902794516,-0.010211363427777521,0.004916110001555703
A_new344,all,variogram,20.75,-0.005831016100997457,-0.010761514565864388,-0.0008387127508208517
A_new344,all,variogram,21.0,-0.003417574017274699,-0.007136089809986342,2.5680518123865216e-06
A_new344,all,variogram,21.25,-0.006121624143596763,-0.01073795563508988,-0.0010662512332389653
A_new344,all,variogram,21.5,-0.001486992078896155,-0.006447718777665408,0.003298847547603264
A_new344,all,variogram,21.75,-0.0012520236695713405,-0.004702297359555364,0.00215581706333724
A_new344,all,variogram,22.0,0.0016923466077221451,-0.002451989988261761,0.0060848561004258565
A_new344,all,variogram,22.25,0.003555954675856769,-0.0008884175100212193,0.007890242496141462
A_new344,all,variogram,22.5,-0.0055572388172821325,-0.012843144887909164,0.0010528636420357083
A_new344,all,variogram,22.75,-0.0017851987624445315,-0.012478431903883378,0.00859898494763706
A_new344,all,variogram,23.0,-0.005976608993332864,-0.01776934322843512,0.0041705571631707895
A_new344,all,variogram,23.25,-0.010715070454685534,-0.019337480802221002,-0.002227473675669182
A_new344,all,variogram,23.5,-0.010422895892772444,-0.01909673181396182,-0.00118239905084021
A_new344,all,variogram,23.75,-0.014887020718455893,-0.02972553923307689,0.0006522213023153271
A_new344,all,variogram,24.0,-0.01458987896417763,-0.02734220668438796,7.6111705545543235e-06
A_new344,all,variogram,24.25,-0.016880132408349454,-0.028961700477128854,-0.0035691327425850248
A_new344,all,variogram,24.5,-0.019909229146069757,-0.03484044437025521,-0.003306260038257985
A_new344,all,variogram,24.75,-0.02163908712136021,-0.034080973372977046,-0.008765647046075735
A_new344,all,variogram,25.0,-0.027334936968443628,-0.042433023901532044,-0.009983435825964478
A_new344,all,variogram,25.25,-0.037087523898913816,-0.052677768076822465,-0.022117238581642006
A_new344,all,variogram,25.5,-0.02712139860777988,-0.044226446163193545,-0.013206922150660596
A_new344,all,variogram,25.75,-0.02643019450183594,-0.042707337501864576,-0.01283068514100293
A_new344,all,variogram,26.0,-0.015498295101748277,-0.02675302030057966,-0.00373526958393096
A_new344,all,variogram,26.25,-0.007025885870393084,-0.013926943083788156,0.0003174109688218855
A_new344,all,variogram,26.5,-0.003700840372624177,-0.01049030556619644,0.0021787073294791516
A_new344,all,variogram,26.75,-0.004599950030471312,-0.01181845828837159,0.003215603883641558
A_new344,all,variogram,27.0,-0.01280651373895317,-0.02123224725622768,-0.0030103576505586863
A_new344,all,variogram,27.25,-0.011159490839693776,-0.02093348828991611,-0.001294924916910458
A_new344,all,variogram,27.5,-0.00597945559928333,-0.015898134602520993,0.004218132573984434
A_new344,all,variogram,27.75,-0.0037436896342330876,-0.010830194984052305,0.0051009118498574
A_new344,all,variogram,28.0,-0.007028279443541721,-0.012520174367589454,-0.001519445088264762
A_new344,all,variogram,28.25,-0.003099962455790508,-0.006913350240432586,0.0005637591219033695
A_new344,all,variogram,28.5,0.0003097722005789202,-0.002301950220456658,0.002922695437059365
A_new344,high,simple,9.5,-0.003839240376310955,-0.0054959868496897,-0.002037617708079681
A_new344,high,simple,9.75,-0.003940774946790385,-0.005945521433911432,-0.0020734190559395273
A_new344,high,simple,10.0,-0.003164252203138256,-0.0044901793031855855,-0.0018430959344709042
A_new344,high,simple,10.25,-0.003685563663186051,-0.005522494116552371,-0.0018379032443674905
A_new344,high,simple,10.5,-0.002010305698594079,-0.004407252906546739,0.00026790260662026345
A_new344,high,simple,10.75,-0.0015058496536606632,-0.0038568393922542815,0.0006223811981927184
A_new344,high,simple,11.0,-0.0022769868690629036,-0.005007627062902149,0.00047504284857887845
A_new344,high,simple,11.25,-0.0015862591279828164,-0.005349400261787105,0.0022700932536675804
A_new344,high,simple,11.5,-0.00014528698865348322,-0.0037781816169882684,0.003038834126115452
A_new344,high,simple,11.75,0.001731583191302572,-0.002061088224294802,0.004820960543287311
A_new344,high,simple,12.0,0.002662891218391884,-0.0016625523374522524,0.006422724167419942
A_new344,high,simple,12.25,0.005864265599270528,-0.0005480793324675836,0.01094450613868686
A_new344,high,simple,12.5,0.006239150953767623,-0.0003430152220314601,0.01152225022149833
A_new344,high,simple,12.75,0.0063391379103499195,0.00027719045396918594,0.011335829004017832
A_new344,high,simple,13.0,0.0034634843015041972,-0.001776557528988994,0.008993760419809647
A_new344,high,simple,13.25,0.0022097771543101077,-0.004513463226921402,0.007623408418007333
A_new344,high,simple,13.5,0.0019128060893162633,-0.00319870294273971,0.007129802036009589
A_new344,high,simple,13.75,0.0009777669555973054,-0.0029561853781371384,0.004892140703183654
A_new344,high,simple,14.0,0.0003391997834107324,-0.0031973688332852476,0.0041448469749905325
A_new344,high,simple,14.25,-0.001533448878852431,-0.005151607774519785,0.0018561680580778102
A_new344,high,simple,14.5,-0.004428814674151752,-0.00921687623867744,-0.000271525999899315
A_new344,high,simple,14.75,-0.006463140470519771,-0.012422034450645377,-0.0008214570370519857
A_new344,high,simple,15.0,-0.005214192217788594,-0.013892683396698958,0.004470751394523804
A_new344,high,simple,15.25,-0.0020839598668777504,-0.00861479762878864,0.006771785174382623
A_new344,high,simple,15.5,-0.0014668062737140067,-0.011884566457746278,0.010357412316031715
A_new344,high,simple,15.75,-0.0031020723336398826,-0.012107722078436628,0.0040881488638857995
A_new344,high,simple,16.0,0.006457311934795471,-0.0012826373477394508,0.01435779300460124
A_new344,high,simple,16.25,-0.001365186818779987,-0.010791566974265875,0.00918518141440473
A_new344,high,simple,16.5,-0.0003546051374797172,-0.011944990406419775,0.010474308916619624
A_new344,high,simple,16.75,0.0024095186020200816,-0.007546225664991821,0.011434829339177227
A_new344,high,simple,17.0,-0.001674134343598642,-0.010076576696073172,0.006111668558620781
A_new344,high,simple,17.25,-0.001635210134820226,-0.010211333713088671,0.006160780535901706
A_new344,high,simple,17.5,-0.0016412460818282552,-0.009801805896459544,0.005585841387907213
A_new344,high,simple,17.75,0.0032190832610131267,-0.005934739730537656,0.01324959074561097
A_new344,high,simple,18.0,0.012964401624794293,0.004773898221006873,0.021387540794479833
A_new344,high,simple,18.25,0.009551099894287759,-0.0017100134478301476,0.022701538291255624
A_new344,high,simple,18.5,0.008350759120686564,-0.002135530932908156,0.019036636647761025
A_new344,high,simple,18.75,0.012955165569427426,0.0035599345172179497,0.023457067012437605
A_new344,high,simple,19.0,0.011063581474616597,0.0037081845360239485,0.020156706697732864
A_new344,high,simple,19.25,0.0066123659709761175,0.0004930965210376086,0.012753824323960597
A_new344,high,simple,19.5,0.001309367626129602,-0.005768770912382498,0.009038484630673301
A_new344,high,simple,19.75,-0.0008549404861068076,-0.006313099088600859,0.00446007518356885
A_new344,high,simple,20.0,-0.003104874476457667,-0.008974139641098406,0.0019071235098892564
A_new344,high,simple,20.25,-0.002733135627537638,-0.01015945699924906,0.003995289973919976
A_new344,high,simple,20.5,-0.005083777436473881,-0.012827435490686604,0.003483460304409245
A_new344,high,simple,20.75,-0.00969814989599273,-0.020303376733179185,0.0021072195705530046
A_new344,high,simple,21.0,-0.01673410145427447,-0.023801089815457952,-0.008590403195384413
A_new344,high,simple,21.25,-0.016800095508690834,-0.026532968758774735,-0.006629626555583544
A_new344,high,simple,21.5,-0.008181887805234213,-0.015429611500402313,-0.0005003259280799441
A_new344,high,simple,21.75,-0.020669130041699322,-0.03211985665778685,-0.006979903519520098
A_new344,high,simple,22.0,-0.009735287738970175,-0.0215278633907449,0.0021930983474366212
A_new344,high,simple,22.25,0.0028877282728048165,-0.01700393839085841,0.02014266435165533
A_new344,high,simple,22.5,-0.0014125783188385606,-0.017336840448414798,0.01364166291941812
A_new344,high,simple,22.75,0.010290763419933267,-0.009799035970545213,0.029534132465125255
A_new344,high,simple,23.0,0.012316101388660504,-0.003999791090409663,0.026994295952533116
A_new344,high,simple,23.25,0.011458446985533978,-0.004334824439664763,0.02840727618253255
A_new344,high,simple,23.5,0.0161010766252454,-0.0002820579046109979,0.03557699724510398
A_new344,high,simple,23.75,0.0014449009411291217,-0.021454464629960954,0.026646696874889547
A_new344,high,simple,24.0,0.013034673009768094,-0.011742976367327677,0.04177232763845991
A_new344,high,simple,24.25,0.0323577471492236,0.0022629258864693405,0.06197888981079798
A_new344,high,simple,24.5,0.047804736987390524,0.02478221170976473,0.070174563379041
A_new344,high,simple,24.75,0.040602519533560144,0.010868052246662806,0.06766601674385078
A_new344,high,simple,25.0,0.02944278676410983,0.013963910472369112,0.044728240506676245
A_new344,high,simple,25.25,0.020556941497571514,0.0006792463034682914,0.041140944183666324
A_new344,high,simple,25.5,0.03307084999359975,0.012602949313050886,0.0555753200404249
A_new344,high,simple,25.75,0.014177986420906953,-0.01193328185904072,0.04054112798587925
A_new344,high,simple,26.0,0.024037669608965494,0.006926259490205778,0.04067921051471059
A_new344,high,simple,26.25,0.011813195641974118,0.00032567303911521086,0.022889305302863705
A_new344,high,simple,26.5,0.005667875421721618,-0.004923217954012685,0.018377346366146727
A_new344,high,simple,26.75,0.008457787536201553,-0.0018555763895392926,0.019098354616455093
A_new344,high,simple,27.0,0.006433363312351649,-0.005606160916052972,0.020084191025662276
A_new344,high,simple,27.25,0.005237948000224856,-0.0022828074901845635,0.013859101075607616
A_new344,high,simple,27.5,0.008861979946167978,0.0010481275137456942,0.01610277259080766
A_new344,high,simple,27.75,0.011212352900420377,0.006105132435386437,0.015875046156857513
A_new344,high,simple,28.0,0.0005204623037904635,-0.003460084537197339,0.004296316012443997
A_new344,high,simple,28.25,4.0045747652118324e-05,-0.0015971574411063176,0.0016065026567024486
A_new344,high,simple,28.5,0.0013069700075466475,-0.00046522912483475717,0.0029045013288874245
A_new344,high,variogram,9.5,0.0037267245411675594,-0.0006090609246087959,0.0077313166566713425
A_new344,high,variogram,9.75,0.004599371785366685,-0.0004351689312756771,0.009242422009155215
A_new344,high,variogram,10.0,0.00617713947916779,0.0007034251736194412,0.011747516908731024
A_new344,high,variogram,10.25,0.004886624280434757,8.303127368494305e-05,0.009881006461983931
A_new344,high,variogram,10.5,0.00484905568382483,0.000126624206370245,0.009435510211420537
A_new344,high,variogram,10.75,0.00508546509088044,-0.0002513250238441447,0.009957616023663027
A_new344,high,variogram,11.0,0.004145699914038244,-0.0023385610799976403,0.009831861722134481
A_new344,high,variogram,11.25,0.003793293399342994,-0.0035427041676003874,0.010413794050917262
A_new344,high,variogram,11.5,0.0027297088689144495,-0.005189241004621539,0.010255970221869125
A_new344,high,variogram,11.75,0.0028929469113719024,-0.003587559572206791,0.0092150232948761
A_new344,high,variogram,12.0,0.0037945596395512204,-0.003422087277949904,0.01100158293662332
A_new344,high,variogram,12.25,0.002755379032217582,-0.005361438332276869,0.011057220667658739
A_new344,high,variogram,12.5,0.002195717902264271,-0.0059692393196074155,0.01070926755115382
A_new344,high,variogram,12.75,-0.0005064886687362299,-0.008485236008228278,0.0073177842342607635
A_new344,high,variogram,13.0,-0.0018307177054808076,-0.009992091783203887,0.0063179332137508985
A_new344,high,variogram,13.25,-0.006350226397133714,-0.015059229500711233,0.003182514890383091
A_new344,high,variogram,13.5,-0.010148225186286329,-0.020003397298845062,-6.959071158893548e-05
A_new344,high,variogram,13.75,-0.007356216541887416,-0.016308730269861824,0.0017816720736748136
A_new344,high,variogram,14.0,-0.00712409378436646,-0.013479322616579973,-0.0011691569810848544
A_new344,high,variogram,14.25,-0.005367589742141132,-0.010866098962414689,0.0003799272810385058
A_new344,high,variogram,14.5,-0.004638406614836608,-0.009493731268247107,0.00031235302231112644
A_new344,high,variogram,14.75,-0.0024973624630118527,-0.008148100023610313,0.0029676937116063632
A_new344,high,variogram,15.0,0.0009788602112870807,-0.005604675461903095,0.008162391132928881
A_new344,high,variogram,15.25,0.002955387267458463,-0.006330565085694759,0.012830587118732858
A_new344,high,variogram,15.5,0.00707418300779875,-0.0019986363534802484,0.015927027745069617
A_new344,high,variogram,15.75,0.0054568215223509756,-0.0036225746549694046,0.01291355433686758
A_new344,high,variogram,16.0,0.008445724769441472,0.0018355916118386305,0.015480227282385647
A_new344,high,variogram,16.25,0.00905802990230665,-0.007504462564552094,0.024311181505444437
A_new344,high,variogram,16.5,0.014631478593463596,-0.003019362119465969,0.03164108494580219
A_new344,high,variogram,16.75,0.009522880953942003,-0.00918192454248323,0.028056432166183802
A_new344,high,variogram,17.0,0.026059854255199685,0.015226953382990072,0.03703689578428899
A_new344,high,variogram,17.25,0.02187052653228665,0.00953506459909187,0.033118541772035666
A_new344,high,variogram,17.5,0.010879084403658047,-0.005722429461044156,0.026021578768430406
A_new344,high,variogram,17.75,0.005957546394375468,-0.017084833215350186,0.028953136481072318
A_new344,high,variogram,18.0,0.012312283858230584,-0.007304178800785819,0.03411386907994023
A_new344,high,variogram,18.25,0.006814206464802686,-0.010360605191277374,0.02224583556433798
A_new344,high,variogram,18.5,-0.01991733383304883,-0.04552594097946268,0.003517976059767556
A_new344,high,variogram,18.75,-0.017252189902707958,-0.03176862640257171,-0.0030779889302493552
A_new344,high,variogram,19.0,-0.020851258655156853,-0.04382089637014321,-0.00048536033280788173
A_new344,high,variogram,19.25,-0.01772193416243392,-0.03832987385313259,3.5718401628064505e-05
A_new344,high,variogram,19.5,-0.015128616341542991,-0.026552232943205703,-0.0036413872933613867
A_new344,high,variogram,19.75,-0.018431073942285377,-0.0333379346546093,-0.00510197406661339
A_new344,high,variogram,20.0,-0.03132977979617542,-0.04538806542563534,-0.018547978731246313
A_new344,high,variogram,20.25,-0.02503811991524786,-0.03630036513145762,-0.014278884152647608
A_new344,high,variogram,20.5,-0.018980662369511268,-0.027895027577907995,-0.009623038333043489
A_new344,high,variogram,20.75,-0.02260954822402805,-0.032112877689577775,-0.013645016256035692
A_new344,high,variogram,21.0,-0.018936888408905478,-0.02753726077921157,-0.011249499212484313
A_new344,high,variogram,21.25,-0.019356683309285347,-0.02841552116339298,-0.010268867881972371
A_new344,high,variogram,21.5,-0.006174163941902219,-0.014775965813931716,0.0038405795995687777
A_new344,high,variogram,21.75,-0.0029553370109704803,-0.010238394618536364,0.00513702796412734
A_new344,high,variogram,22.0,0.005392642465709546,-0.00495620436755352,0.017328327968002027
A_new344,high,variogram,22.25,0.018117750535415245,0.005595965569089469,0.03035603868473084
A_new344,high,variogram,22.5,0.012001473561784489,-0.00896273440800105,0.03139537573033963
A_new344,high,variogram,22.75,0.00705081954201156,-0.01767723084960504,0.029468837880431194
A_new344,high,variogram,23.0,-0.0019422130681324558,-0.027917964292075673,0.021392090411504156
A_new344,high,variogram,23.25,0.0004946739315821989,-0.02195647036571337,0.025668328330509266
A_new344,high,variogram,23.5,-0.017184638456793827,-0.031288915333215976,-0.0001281298212337505
A_new344,high,variogram,23.75,-0.013598246569859432,-0.029859076598965285,0.005600605059203356
A_new344,high,variogram,24.0,-0.027644526324836945,-0.0375822171925574,-0.018071709797462053
A_new344,high,variogram,24.25,-0.024656828165530748,-0.04014334506638229,-0.00888722280115051
A_new344,high,variogram,24.5,-0.030549055400777504,-0.04694785315015395,-0.014186442039674273
A_new344,high,variogram,24.75,-0.021246354497447818,-0.044977221997124485,0.004579013789501644
A_new344,high,variogram,25.0,-0.006982493833621454,-0.031328190580261345,0.017574049737560576
A_new344,high,variogram,25.25,-0.008860293176851722,-0.03477606968602449,0.018851942448680763
A_new344,high,variogram,25.5,-0.010103137341262333,-0.029998832410708845,0.009957667257488171
A_new344,high,variogram,25.75,0.005582411983589199,-0.020560702819390653,0.02929731139644694
A_new344,high,variogram,26.0,0.0027007124738947686,-0.021319187702272376,0.027311908931550482
A_new344,high,variogram,26.25,0.007571442077321775,-0.014117631188858492,0.029906928331222833
A_new344,high,variogram,26.5,0.006275207361958884,-0.011189444477490913,0.02352753371397552
A_new344,high,variogram,26.75,0.007657650117948567,-0.020361899607748413,0.03853819184327237
A_new344,high,variogram,27.0,0.000817867536877705,-0.024838693531307538,0.029888013874913428
A_new344,high,variogram,27.25,-0.005175073546698763,-0.026053393452083514,0.020358192002479243
A_new344,high,variogram,27.5,-0.0005615290311323967,-0.023632530747872194,0.020275450939988282
A_new344,high,variogram,27.75,-0.00441812646648799,-0.018068103623455657,0.011469600551633315
A_new344,high,variogram,28.0,-0.0095929744910431,-0.019039986157952514,-0.0005718001163432812
A_new344,high,variogram,28.25,-0.006708645121781989,-0.01422515342628114,-0.0009875661125126889
A_new344,high,variogram,28.5,0.0007369231873258586,-0.003488032380520171,0.005274777402936651
C,all,simple,9.5,-0.006976966887431572,-0.007976422492987923,-0.006006109175746387
C,all,simple,9.75,-0.006752608722343273,-0.007933914827177391,-0.005415429068451135
C,all,simple,10.0,-0.004900276060722058,-0.00591824270289358,-0.003892273697553567
C,all,simple,10.25,-0.0071390893865229356,-0.00904474944052879,-0.005185607512433915
C,all,simple,10.5,-0.005854139889309506,-0.008368218282843159,-0.0034790532844644903
C,all,simple,10.75,-0.0060793025223273974,-0.008305481678580239,-0.0038503404539766486
C,all,simple,11.0,-0.004317965169772839,-0.006273239082279273,-0.0028183921096749673
C,all,simple,11.25,-0.0046233444147194365,-0.007514245225446796,-0.0021519704773169273
C,all,simple,11.5,-0.004241807502945397,-0.007430336566764237,-0.0013947815925724036
C,all,simple,11.75,-0.0016996717066143508,-0.004062269255723092,0.0006563406269276482
C,all,simple,12.0,-0.0023001078355830156,-0.005515186390512638,0.0003901317249535095
C,all,simple,12.25,-0.0014913255919176331,-0.005988071710493767,0.0019952564884834594
C,all,simple,12.5,0.00027244026941197985,-0.0023116553995967556,0.0027034789671234296
C,all,simple,12.75,-0.0005887123528088859,-0.003279693936212876,0.0017378063163094684
C,all,simple,13.0,-0.001200834975439951,-0.003869728346866047,0.0014581849468133232
C,all,simple,13.25,-0.0026318178710289897,-0.005507266678170134,0.0003691102416387686
C,all,simple,13.5,-0.0034002299595625525,-0.005860595178231751,-0.00047385664959544513
C,all,simple,13.75,-0.0025372793129485216,-0.00561068878912302,0.0015526168965027906
C,all,simple,14.0,-0.00027884564545363277,-0.0036174819218600606,0.00308770223277337
C,all,simple,14.25,0.0013693016390505,-0.0028930638340635743,0.004893931470615474
C,all,simple,14.5,-0.0008590629866828388,-0.007442800749805856,0.005383176030973877
C,all,simple,14.75,0.0010026230682877914,-0.00522056155667721,0.007279277688438461
C,all,simple,15.0,0.004952028866026917,-0.002750237104194289,0.013732041457304982
C,all,simple,15.25,0.0033468840991813004,-0.002998429423913667,0.009431919095777112
C,all,simple,15.5,0.009034513490037274,0.0038130892068258993,0.014288713856200003
C,all,simple,15.75,0.01182743849148918,0.005317508983244175,0.01788399550319148
C,all,simple,16.0,0.013882859256334387,0.007178800067780499,0.019414987089989375
C,all,simple,16.25,0.008753205403780996,0.002832845417476259,0.014169672674683212
C,all,simple,16.5,0.010463701526018086,0.004772651976550769,0.016233801942692153
C,all,simple,16.75,0.006784883330941682,0.002334170955491387,0.011429693234198957
C,all,simple,17.0,0.008276324436347895,0.0027738561039520305,0.013975258392195754
C,all,simple,17.25,0.006352758226279173,-0.00014961586488059856,0.01200710212668017
C,all,simple,17.5,0.004148534842491612,-0.0020887166738239155,0.01023714557932008
C,all,simple,17.75,0.005961118619344485,-0.0028228735106443103,0.014840094180881662
C,all,simple,18.0,0.007636644796190043,0.001238895485181047,0.014002247483198001
C,all,simple,18.25,0.002822938166280725,-0.002784735213422582,0.008388842148746113
C,all,simple,18.5,0.003201772514004495,-0.001390713065818892,0.007859821957710405
C,all,simple,18.75,0.0012515149095227937,-0.0049589634503517145,0.0077292316216019735
C,all,simple,19.0,0.0021885786109998697,-0.003424356788029716,0.009053303588681744
C,all,simple,19.25,-0.0021427622874174742,-0.010197695780562538,0.004959801242919939
C,all,simple,19.5,-0.002814271865318604,-0.012187802006000434,0.006291174986014946
C,all,simple,19.75,-0.0013247453971501181,-0.014082840425376667,0.011457861115931717
C,all,simple,20.0,0.0008619410048427513,-0.015651860310402436,0.01696145085648132
