threshold_c,high,middle,difference,lower,upper,outcome,positive_years,negative_years
25.75,0.26349835479024963,0.1672927040298502,0.09620565076039943,0.08744978451933864,0.10643233010778201,A,33,0
26.0,0.22704047687968515,0.13965423872046784,0.08738623815921731,0.07860442413500994,0.09715509028694821,A,33,0
26.25,0.19239787346604942,0.11405072317766499,0.07834715028838445,0.06984922312955974,0.08760705479229919,A,33,0
26.5,0.15914145483595654,0.09080556346634468,0.06833589136961186,0.06048128534990575,0.07642585478605826,A,33,0
26.75,0.12829279587967263,0.0700967129984138,0.05819608288125879,0.05091701500680341,0.06541676759519845,A,33,0
27.0,0.10118867128262549,0.05223711795856503,0.04895155332406046,0.04247735508931836,0.05508253364758738,A,32,1
27.25,0.07754603582243538,0.03725131819653819,0.0402947176258972,0.03459668027212744,0.045683978556838596,A,32,1
27.5,0.05744644464653312,0.025416303464002327,0.032030141182530794,0.02725412271331673,0.03658280811093946,A,32,1
27.75,0.04067832360133777,0.016431566444834712,0.02424675715650305,0.020000625465140757,0.028329948468586375,A,32,1
28.0,0.027117561395201346,0.00991240537385951,0.017205156021341837,0.013794900044538849,0.020489752364920375,A,32,1
28.25,0.01699626628886204,0.0055121667285179,0.011484099560344142,0.009029924321826708,0.013906806408579712,A,32,1
28.5,0.009712807113857962,0.002778495746141442,0.00693431136771652,0.005366722071933317,0.00865387244723625,A,32,1
9.5,0.9992964113828392,0.9969037447038072,0.0023926666790319113,0.0017390067970097952,0.00303800361367512,A_coslat,29,4
9.75,0.9991089861051197,0.9961770914299621,0.0029318946751575718,0.0021119457050571846,0.0037100664380182295,A_coslat,29,4
10.0,0.998860153297386,0.99536661166553,0.0034935416318560312,0.0024918775637236415,0.0043977997099990795,A_coslat,30,3
10.25,0.9985789594665312,0.9943902321858057,0.0041887272807254235,0.0030244360795598064,0.005253620813652683,A_coslat,30,3
10.5,0.9982032511789031,0.9932310352223648,0.0049722159565382075,0.003730941675566606,0.006123069914372486,A_coslat,30,3
10.75,0.9978020618432824,0.9918054771224416,0.005996584720840724,0.004582261298734811,0.007320478437365495,A_coslat,30,3
