threshold_c,high,middle,difference,lower,upper,outcome,positive_years,negative_years
12.25,0.9842078720266177,0.969889674468324,0.014318197558293826,0.012046569145328232,0.016284004958051775,C,33,0
12.5,0.9828600699813494,0.9665424708012263,0.016317599180123044,0.013888245400475967,0.018514988295229334,C,33,0
12.75,0.9811240731734935,0.9625331027374417,0.018590970436051735,0.015970400581458648,0.020922709582824547,C,33,0
13.0,0.979165456975228,0.9582265175309669,0.02093893944426108,0.01791325809312438,0.023513113457968728,C,33,0
13.25,0.9767661094162385,0.9536475854913768,0.023118523924861543,0.01994321147420122,0.025898294442017068,C,33,0
13.5,0.9740693602286431,0.9484983584096596,0.025571001818983512,0.022201917863488237,0.028621405195138616,C,33,0
13.75,0.9709452040423927,0.9429394199373216,0.028005784105071232,0.024185503866358173,0.03145331140595317,C,33,0
14.0,0.9674167845521923,0.9367725686256283,0.030644215926563956,0.02631682298909754,0.034523677451144964,C,33,0
14.25,0.9637975121145221,0.9302738142241307,0.033523697890391516,0.02903822839155385,0.0376837177485234,C,33,0
14.5,0.9597877398135838,0.9233081745128303,0.036479565300753525,0.031861316145882564,0.040922037803301746,C,33,0
14.75,0.9551847110006307,0.9162114101256663,0.03897330087496448,0.03411015358707874,0.0436737865496187,C,33,0
15.0,0.9503037046567104,0.9084438707915659,0.04185983386514472,0.03678130062197181,0.046682217576009134,C,33,0
15.25,0.9454525500862905,0.9005380829302142,0.0449144671560763,0.039533558428973666,0.050121173092204145,C,33,0
15.5,0.9399745981541856,0.8918500264463473,0.04812457170783831,0.04252500931240779,0.05344918801709622,C,33,0
15.75,0.9342497889775159,0.8830188489346126,0.051230940042903336,0.04531700979955714,0.056796964539357814,C,33,0
16.0,0.928484234590335,0.8737845753940329,0.0546996591963021,0.048428229996294966,0.06077864787026695,C,33,0
16.25,0.9222235687766941,0.8643968823774736,0.05782668639922049,0.051237001452884214,0.0638707066653485,C,33,0
16.5,0.9156590054376326,0.8546927215338412,0.06096628390379133,0.05392187943804713,0.06731769362275408,C,33,0
16.75,0.9088494445361922,0.8448950140939039,0.06395443044228834,0.056684204057653814,0.07058007759301718,C,33,0
17.0,0.9016718999444444,0.8348056182039642,0.06686628174048012,0.059622181185577515,0.07363985667504026,C,33,0
17.25,0.8941630451751789,0.8243894064995082,0.06977363867567069,0.06240164346898419,0.07685745932203435,C,33,0
17.5,0.8866525273041959,0.8139359809950081,0.07271654630918777,0.06498894691325904,0.08013053593042976,C,33,0
17.75,0.8783951798690977,0.8031954192288259,0.0751997606402718,0.06765478073637717,0.08265411185401235,C,33,0
18.0,0.870157537920695,0.7922492713078017,0.07790826661289324,0.07005871158900269,0.08559529046860469,C,33,0
18.25,0.861180600438467,0.7807857881213822,0.0803948123170848,0.07264856064463308,0.08807392627230912,C,33,0
18.5,0.8516285587114795,0.7693274794109394,0.08230107930054009,0.07471231716227109,0.08996288539139834,C,33,0
18.75,0.8422422162086499,0.7578267236430318,0.08441549256561814,0.07674584794468872,0.09214576868028063,C,33,0
19.0,0.8319020652109242,0.7458075620058526,0.08609450320507168,0.07838584337962588,0.09407539702383808,C,33,0
19.25,0.8215052827547419,0.7326965527647135,0.08880872999002833,0.08071776813104803,0.09713019630484977,C,33,0
19.5,0.81095546021774,0.7192785950880645,0.09167686512967561,0.08351405871129938,0.10021363467494974,C,33,0
19.75,0.8000720136543599,0.7051197654767541,0.0949522481776057,0.08660809546459744,0.10373018594530696,C,33,0
20.0,0.789038646383141,0.6897886130114396,0.09925003337170137,0.0907061404947389,0.10844426863578373,C,33,0
20.25,0.7773726185284862,0.6744157999407833,0.10295681858770286,0.09441128276710506,0.11219057472503853,C,33,0
20.5,0.7651675106800445,0.657886286853431,0.10728122382661358,0.09854039662941426,0.11707060715667993,C,33,0
20.75,0.7514661588498326,0.6403340879742235,0.11113207087560914,0.10189582654347858,0.12142554916070583,C,33,0
21.0,0.7376254913477512,0.6224932584142362,0.11513223293351504,0.10581770499230099,0.12541138514886516,C,33,0
21.25,0.7226082657239391,0.6041270980287896,0.11848116769514935,0.10881103399463025,0.12949084710170328,C,33,0
21.5,0.7070448324762151,0.5848358979003694,0.1222089345758457,0.11221474870786272,0.13328288257494758,C,33,0
21.75,0.689797925266647,0.5641662264986272,0.12563169876801972,0.11532134143204494,0.13736617155958128,C,33,0
22.0,0.6708021645721611,0.5435302136327188,0.1272719509394424,0.11673596074135434,0.13894680270106952,C,33,0
22.25,0.6505994253800227,0.5207596157531753,0.12983980962684746,0.11903371570317893,0.14214095700925386,C,33,0
22.5,0.6278397374467865,0.4963416328639735,0.13149810458281294,0.11950668643784026,0.14521297109394524,C,33,0
22.75,0.603409851958145,0.4714214669292304,0.13198838502891455,0.11923910967465043,0.14565696767496655,C,33,0
23.0,0.5784948184709398,0.44490902533828075,0.1335857931326591,0.1214996135250443,0.14684787594201862,C,33,0
23.25,0.5498485429143644,0.416826630796745,0.1330219121176195,0.12015407253970048,0.14787707918367157,C,33,0
23.5,0.5203502521920027,0.3863689213500936,0.1339813308419091,0.12126474842982289,0.14895341244353283,C,33,0
23.75,0.48658098561667007,0.356137825272093,0.13044316034457704,0.11697371495387748,0.14667829539376573,C,33,0
24.0,0.44665448661998963,0.3209629657262163,0.1256915208937733,0.11338047928895816,0.14023154865685616,C,33,0
24.25,0.4063375645854075,0.2855960308551477,0.12074153373025982,0.11050528335064992,0.13280121944753764,C,33,0
24.5,0.36719510592527854,0.24975168840835416,0.11744341751692439,0.10683368662716185,0.12886971426648094,C,33,0
24.75,0.32567830618187377,0.21582266181133095,0.10985564437054281,0.09803092287794762,0.12303327769167306,C,33,0
25.0,0.2848053139761528,0.18452510332323288,0.1002802106529199,0.08887349524381462,0.112144004322442,C,33,0
25.25,0.24716018227905318,0.15641049584669428,0.0907496864323589,0.08012314047636691,0.10268360173776753,C,33,0
25.5,0.21254802674736495,0.1313353099650782,0.08121271678228675,0.0710843765744332,0.09258521446924464,C,33,0
25.75,0.18459453528983089,0.10843668605955438,0.0761578492302765,0.06704024419981519,0.08670173730177198,C,33,0
26.0,0.15683997197372238,0.08852464445125412,0.06831532752246826,0.0609756101765945,0.07682791009670906,C,33,0
26.25,0.1319577312371859,0.0714508751122926,0.06050685612489331,0.05334369500652563,0.06871847376530993,C,33,0
26.5,0.11002201836864584,0.05675050192109633,0.0532715164475495,0.04644731391277305,0.060539760787688995,C,33,0
26.75,0.08956509680965984,0.0436891029488944,0.04587599386076543,0.04007814050123311,0.051834606591695497,C,32,1
27.0,0.07119283934702143,0.03264797456852105,0.03854486477850038,0.03333864548012757,0.04373296520215844,C,32,1
27.25,0.05468965163835645,0.023272564105390175,0.03141708753296628,0.027114837658412685,0.03567276050526384,C,32,1
27.5,0.04087870093109205,0.015753156180486894,0.025125544750605154,0.021289662369107357,0.02890481014845962,C,32,1
27.75,0.02907972549217014,0.010341286278057277,0.018738439214112865,0.015346215634478128,0.022074806851153015,C,32,1
28.0,0.019056461083181285,0.006310802443443955,0.012745658639737329,0.009969767205987717,0.01559684485816226,C,32,1
28.25,0.011716773090205732,0.003576459829301428,0.008140313260904303,0.00642208617136449,0.009920045282313428,C,31,2
28.5,0.006367176847012365,0.0018422751022520994,0.004524901744760265,0.0034340539779336115,0.005801722217415235,C,31,2
9.5,0.9919289663089373,0.9899277312802892,0.002001235028647986,0.001459280436366144,0.002527123456889776,C8,30,3
9.75,0.9917688049272326,0.98932821807887,0.002440586848362618,0.0017660981989740922,0.0030844811483277212,C8,29,4
10.0,0.9915665030562422,0.9886383397226473,0.002928163333594831,0.002099814398160257,0.0036840531846056954,C8,30,3
10.25,0.9913294555192291,0.9877774440331772,0.003552011486051759,0.0026038561601810744,0.004419696537984013,C8,30,3
10.5,0.9910043353889052,0.9867174512593324,0.004286884129572891,0.003231969652621611,0.005248623817575029,C8,31,2
10.75,0.9906695846533843,0.9854921406893858,0.00517744396399837,0.003962128362530785,0.006302213665898884,C8,32,1
11.0,0.9901723988280119,0.9839621203493756,0.006210278478636382,0.004843444243098263,0.007488743452477331,C8,32,1
11.25,0.9895712044299645,0.982240083813394,0.007331120616570444,0.00581100549769679,0.008719933355923302,C8,31,2
11.5,0.9889148926648771,0.980192026520327,0.008722866144550041,0.007006936691622366,0.01023285945772598,C8,32,1
11.75,0.9880490022079216,0.9778567641182845,0.010192238089637111,0.008347521783424213,0.011844257052401467,C8,33,0
12.0,0.9870256657386132,0.9750993345241717,0.011926331214441468,0.009870653892107732,0.013721408181021456,C8,33,0
12.25,0.9857818663440815,0.9720286105175221,0.013753255826559474,0.01150760071971438,0.01568877904088032,C8,33,0
12.5,0.9845054279436167,0.968599667446264,0.01590576049735278,0.013551808091126636,0.018041679244543245,C8,33,0
12.75,0.9828362669116486,0.9647849290925343,0.018051337819114183,0.015505199629017193,0.020365492116900235,C8,33,0
13.0,0.980984972433771,0.9605314193265629,0.020453553107208124,0.017632714863022352,0.022980368515083623,C8,33,0
13.25,0.97865372000277,0.9559969982912562,0.022656721711513853,0.019625360040842744,0.025364718191775184,C8,33,0
13.5,0.9760558983117205,0.9509361977020776,0.025119700609642966,0.021806163242687655,0.028095820110330613,C8,33,0
13.75,0.97303484345576,0.9455155491565169,0.02751929429924306,0.02379571175534527,0.030854460971669502,C8,33,0
14.0,0.9696221210357117,0.9395682511012102,0.030053869934501393,0.025975077997929797,0.03376003593971512,C8,33,0
14.25,0.9660362326087595,0.9331883117575803,0.03284792085117914,0.028519601656418758,0.03679780397841397,C8,33,0
14.5,0.9621130871591379,0.9263880150926508,0.03572507206648711,0.031213559604115947,0.04002196940520329,C8,33,0
14.75,0.9577830138925993,0.9194492323219825,0.038333781570616746,0.03362391297670906,0.042771080052256445,C8,33,0
15.0,0.9530996783375901,0.9117919673330294,0.041307711004560675,0.036360449393491354,0.04610720290688713,C8,33,0
15.25,0.9481957018638022,0.903848227570314,0.04434747429348817,0.03901553552012025,0.04934330310316875,C8,33,0
15.5,0.9427287569592855,0.8954031148274356,0.047325642131849956,0.04156335672961221,0.05277487750929999,C8,33,0
15.75,0.9370660509923628,0.8867110555518961,0.05035499544046681,0.044248008888303623,0.05610027100120229,C8,33,0
16.0,0.9313538449204994,0.8775213756929034,0.053832469227596026,0.04742748850242682,0.05996456146645815,C8,33,0
16.25,0.9251904947059293,0.868134320163946,0.05705617454198331,0.05054735146757319,0.0633425311336381,C8,33,0
16.5,0.9186610137010766,0.8585237383036,0.0601372753974765,0.05354750447365821,0.06625929481789279,C8,33,0
16.75,0.9117998079778359,0.8486433188803962,0.06315648909743976,0.05608599233773515,0.06965326182251981,C8,33,0
17.0,0.9046015240502487,0.8388775833142511,0.0657239407359977,0.05865790898931523,0.0723722867023762,C8,33,0
17.25,0.897366641449428,0.8285349780588515,0.06883166339057653,0.061567180261965976,0.07580031690833734,C8,33,0
17.5,0.8897687633288961,0.817938430193534,0.07183033313536216,0.06423507443169348,0.07915997855141649,C8,33,0
17.75,0.8818155200189186,0.8072230498452166,0.07459247017370187,0.06715028322067156,0.08178461328390302,C8,33,0
18.0,0.8736430473111213,0.7966416908684671,0.07700135644265421,0.06928236135548918,0.08448026326827651,C8,33,0
18.25,0.8647428311041861,0.7855165737639364,0.0792262573402499,0.07153195489048308,0.08681232099638313,C8,33,0
18.5,0.8552891495553481,0.7738789552795747,0.08141019427577326,0.07380391509574778,0.0889019849963998,C8,33,0
18.75,0.8457739292246553,0.7624811433415293,0.08329278588312618,0.07564438449643196,0.09116537181514825,C8,33,0
19.0,0.8359153694079249,0.7506049525302636,0.08531041687766129,0.07746474719500986,0.09351290402518041,C8,33,0
19.25,0.8256668329696603,0.7378541359780757,0.08781269699158449,0.07965090269070364,0.09626977934683748,C8,33,0
19.5,0.8151654826417628,0.7249662127993204,0.09019926984244248,0.08233201188054756,0.09851718727944628,C8,33,0
19.75,0.8045007570752899,0.711327997793234,0.09317275928205594,0.08526175767903627,0.10160129468277726,C8,33,0
20.0,0.7928976886169381,0.696911949479666,0.0959857391372721,0.0878934072890573,0.10495396948366001,C8,33,0
20.25,0.7816097065218242,0.6818111481953821,0.09979855832644198,0.0915701418416456,0.10874314687625208,C8,33,0
20.5,0.7693366115131459,0.6658455584928397,0.10349105302030615,0.09522608726680856,0.11268354891208479,C8,33,0
20.75,0.7565221698406808,0.6490198631318228,0.10750230670885802,0.09895717025935882,0.11727092200319018,C8,33,0
21.0,0.7428907912269921,0.6312901323620477,0.11160065886494433,0.10290618228813421,0.12163400214497569,C8,33,0
21.25,0.7284536411567589,0.613036268192926,0.11541737296383295,0.10633736206459606,0.12599320274001624,C8,33,0
21.5,0.7132465996585868,0.5934361361211513,0.11981046353743545,0.11064653565480634,0.13035629027153317,C8,33,0
21.75,0.6969168440589729,0.5739754341625093,0.12294140989646363,0.11334924943557892,0.13393188980810888,C8,33,0
22.0,0.6790575575506392,0.5539583422473344,0.12509921530330476,0.11493819798553603,0.1364542836370636,C8,33,0
22.25,0.6595000404364696,0.5324920697136636,0.1270079707228061,0.11625905687752744,0.13936459134126003,C8,33,0
22.5,0.6390821091203134,0.5098220717154104,0.129260037404903,0.1174868914931989,0.14212394602242143,C8,33,0
22.75,0.6161926904329079,0.48619964632029306,0.12999304411261484,0.11755263131601576,0.14353242290583976,C8,33,0
23.0,0.5929109009015001,0.4613961992223805,0.13151470167911955,0.11950500067198132,0.1445208293434728,C8,33,0
23.25,0.5685608297466239,0.4354333446518606,0.13312748509476324,0.1206102195863627,0.14690873078323566,C8,33,0
23.5,0.541665398463796,0.4065026583274172,0.13516274013637872,0.12307223450809733,0.14850455853911143,C8,33,0
23.75,0.5101508140557119,0.37760479245571327,0.13254602159999868,0.11969506835789955,0.14704483416686606,C8,33,0
24.0,0.4771924988221489,0.3470847969808331,0.13010770184131576,0.1169654059948268,0.14470257679149445,C8,33,0
24.25,0.4413413437474948,0.31415003361383687,0.12719131013365792,0.11451849471798477,0.1422221253936054,C8,33,0
24.5,0.4042170031263888,0.28122909361902826,0.12298790950736051,0.1110358886458708,0.136649952921512,C8,33,0
24.75,0.3628771602892542,0.2470600018604068,0.1158171584288474,0.10518199215928045,0.1276471230585568,C8,33,0
25.0,0.32151865886437386,0.21159332387512628,0.10992533498924759,0.09957374461990486,0.12145553609750914,C8,33,0
25.25,0.2795284922887921,0.1792108959835026,0.10031759630528951,0.09055362987740712,0.11158357776629264,C8,33,0
25.5,0.23909517706200192,0.14911031681643913,0.08998486024556279,0.07906215626466374,0.10157971403320261,C8,33,0
25.75,0.2037538042728238,0.1223639651753646,0.08138983909745923,0.07030025227459338,0.09266051438422941,C8,33,0
26.0,0.17101674052040336,0.09917675211837375,0.07183998840202958,0.06275647246105374,0.08183512909341009,C8,33,0
26.25,0.14259680088854604,0.07891905200214143,0.06367774888640461,0.05587206134517353,0.0722371976904375,C8,33,0
26.5,0.1182213770636055,0.06240146670412762,0.05581991035947788,0.04883830374055933,0.06352699631530839,C8,33,0
26.75,0.0961119232222501,0.048166018589562994,0.047945904632687095,0.041929722726217644,0.05434141552243162,C8,32,1
27.0,0.07608159553946328,0.03597109562875544,0.04011049991070786,0.035086688263312654,0.04522862086788768,C8,32,1
27.25,0.05912932598046721,0.025953757958491086,0.03317556802197613,0.028630398146788433,0.037635165215865844,C8,32,1
27.5,0.044531630289894306,0.01759636496954116,0.026935265320353147,0.022969544793309305,0.030821265330989556,C8,32,1
27.75,0.03173317258611442,0.011592137038281363,0.020141035547833055,0.01664461775566264,0.023627687165363308,C8,32,1
28.0,0.02115979999260162,0.00715287861462069,0.014006921377980928,0.011102464492870188,0.01694704647370137,C8,32,1
28.25,0.013304558887026963,0.0040268241082475455,0.009277734778779419,0.007330026864997971,0.011239125045811298,C8,32,1
28.5,0.007392381400175778,0.002068212957927663,0.0053241684422481155,0.003987917241218005,0.006821770198942729,C8,29,4
9.5,0.985886081095843,0.9834051528396852,0.0024809282561575816,0.001784160992113526,0.0031607812111575824,C_coslat,29,4
9.75,0.98569140681642,0.98264996423849,0.0030414425779298386,0.002152782433480627,0.0038755326884675734,C_coslat,29,4
10.0,0.9854473504791942,0.9818448844383028,0.003602466040891357,0.002571627483570774,0.004550932179515143,C_coslat,30,3
10.25,0.9851588745299995,0.9807767097205692,0.0043821648094303335,0.0031755889983347994,0.005483928718752249,C_coslat,30,3
10.5,0.9847367753721731,0.9795054311689395,0.005231344203233444,0.003924128520412257,0.0064149867468676494,C_coslat,30,3
10.75,0.9842944995118466,0.9779877595455185,0.006306739966328171,0.0048569344325041655,0.007680953406372845,C_coslat,30,3
11.0,0.9836833734246471,0.9761654837556045,0.0075178896690425495,0.005831705397733794,0.009055516973676172,C_coslat,31,2
11.25,0.9829679916857993,0.9740915231507703,0.00887646853502898,0.007048691284897408,0.010508633683947579,C_coslat,31,2
11.5,0.9821140246293607,0.9716271967101849,0.010486827919175937,0.008419821676010533,0.012265674449272419,C_coslat,31,2
11.75,0.9810205246046801,0.9688004018573678,0.012220122747312349,0.010047419502352597,0.014171043345312792,C_coslat,33,0
12.0,0.979745915387582,0.9654713012177204,0.014274614169861546,0.011847484194157881,0.016432645575981113,C_coslat,33,0
12.25,0.9782345952578063,0.9618588843922335,0.016375710865572605,0.013670522414278899,0.018748109082295433,C_coslat,33,0
12.5,0.976607613835065,0.9580120843501616,0.01859552948490338,0.01568217209473151,0.02119045805189511,C_coslat,33,0
12.75,0.9744940280032584,0.953463483859469,0.021030544143789243,0.0178551298855302,0.023791831080502344,C_coslat,33,0
13.0,0.9721709294449268,0.9485595778115216,0.023611351633405258,0.020097518961345973,0.026668714288493937,C_coslat,33,0
13.25,0.9694004545496453,0.9434125590632221,0.025987895486423215,0.022321510995664418,0.029213783865145643,C_coslat,33,0
13.5,0.9662513864580974,0.937669024540515,0.028582361917582337,0.02469793030967153,0.032105488462611215,C_coslat,33,0
13.75,0.9626362758092069,0.9314335415665795,0.031202734242627195,0.02683787352486759,0.035140230790898584,C_coslat,33,0
14.0,0.9585569518067433,0.9245398208408345,0.03401713096590873,0.029147413336846933,0.03831324841733154,C_coslat,33,0
14.25,0.9543786889248198,0.9173314451395438,0.03704724378527605,0.03196873271024313,0.041726219384199605,C_coslat,33,0
14.5,0.9497958059671339,0.9096166310167747,0.040179174950359206,0.03504721998181875,0.04501258465279027,C_coslat,33,0
14.75,0.9445558111990853,0.9018302097164329,0.04272560148265232,0.03754409126589975,0.04776198467916963,C_coslat,33,0
15.0,0.9389750172306832,0.8933882300117364,0.04558678721894675,0.040272683226228866,0.050751161302263044,C_coslat,33,0
15.25,0.9335260290733938,0.8847989730440912,0.04872705602930263,0.043186231949447006,0.05419273190394677,C_coslat,33,0
15.5,0.9273923439435743,0.8754845881925338,0.05190775575104042,0.046137726835244953,0.05754638416617179,C_coslat,33,0
15.75,0.9210978842877389,0.8660430987116169,0.05505478557612195,0.04901836518981946,0.0608605134075021,C_coslat,33,0
16.0,0.9147674032406992,0.8562069738210344,0.05856042941966469,0.052023924602273626,0.06480169303330613,C_coslat,33,0
16.25,0.9078054504120899,0.8462882229170489,0.06151722749504101,0.054845752309174024,0.06771786922297614,C_coslat,33,0
16.5,0.9006262817148383,0.8361159382003078,0.06451034351453039,0.05731058499071283,0.07095997371655278,C_coslat,33,0
16.75,0.8931927257688549,0.8259207435668922,0.06727198220196268,0.05989423965993129,0.07397169377493965,C_coslat,33,0
17.0,0.8854201773251441,0.8154256711594944,0.06999450616564977,0.06274358752307341,0.07685694794777166,C_coslat,33,0
17.25,0.8772908065154774,0.8046100068927251,0.0726807996227523,0.06516529768876952,0.07985650136511717,C_coslat,33,0
17.5,0.8692240497200217,0.7937864010300519,0.07543764868996969,0.06768505455521885,0.0830368809368144,C_coslat,33,0
17.75,0.8603523807131428,0.7827837264469788,0.077568654266164,0.06994686834906466,0.08507439292934987,C_coslat,33,0
18.0,0.851579758053985,0.7715813118354276,0.07999844621855752,0.07209657199829607,0.08789461430393117,C_coslat,33,0
18.25,0.8420217951682134,0.7598328227238458,0.08218897244436771,0.07442164876704085,0.0898850625002428,C_coslat,33,0
18.5,0.8319534759353276,0.7481592043917435,0.08379427154358413,0.07633101861855868,0.0912956862168633,C_coslat,33,0
18.75,0.8221560410161588,0.7364910330073631,0.08566500800879563,0.07826340950156283,0.09331370371326757,C_coslat,33,0
19.0,0.8112729036029669,0.7242882276984804,0.08698467590448641,0.07955999328101827,0.09480840607550034,C_coslat,33,0
19.25,0.8003997940161403,0.7110282618451452,0.08937153217099511,0.08148924816730863,0.09754266317161826,C_coslat,33,0
19.5,0.7893482812986525,0.697515069729521,0.09183321156913159,0.08391679811891373,0.10028682045475594,C_coslat,33,0
19.75,0.7779908226925348,0.6832838841325182,0.0947069385600167,0.08658737655586353,0.10330242304793555,C_coslat,33,0
20.0,0.766531810563451,0.6678438248083509,0.09868798575510009,0.09030347045988267,0.10766477825759048,C_coslat,33,0
20.25,0.7545256203685482,0.6524569433680407,0.10206867700050744,0.09374855676851887,0.11113628515095171,C_coslat,33,0
20.5,0.7420877099028527,0.6359192065783064,0.10616850332454641,0.0977743100808327,0.1157099476941415,C_coslat,33,0
20.75,0.728032185787079,0.6184553924660081,0.10957679332107093,0.1006081661746228,0.11964646330539389,C_coslat,33,0
21.0,0.7139758894814944,0.6007733557175141,0.11320253376398022,0.10410959203102932,0.12333465298969874,C_coslat,33,0
21.25,0.698816366488233,0.5826026962665594,0.11621367022167367,0.10678331400570172,0.12695592362213143,C_coslat,33,0
21.5,0.6831657757616774,0.5636683256657912,0.11949745009588614,0.10977465907663779,0.1301984923765321,C_coslat,33,0
21.75,0.6659104926062526,0.5433218841743477,0.12258860843190479,0.11256862134897412,0.13392785930175183,C_coslat,33,0
22.0,0.646968094375573,0.5230897161010774,0.12387837827449569,0.11372181921190756,0.13511632132486634,C_coslat,33,0
22.25,0.626968048408293,0.5008500723117532,0.12611797609653988,0.11570996987902257,0.13799781176324485,C_coslat,33,0
22.5,0.6045372391462499,0.47709760153349956,0.1274396376127504,0.11587375984100809,0.1405899035365733,C_coslat,33,0
22.75,0.5804503369873144,0.452889500635835,0.12756083635147947,0.11530023424811811,0.1407384294244574,C_coslat,33,0
23.0,0.5560205715948953,0.4271816489237523,0.128838922671143,0.11734410745190009,0.1416027454637002,C_coslat,33,0
23.25,0.5279683103576792,0.39996277648576967,0.12800553387190952,0.1157264306956095,0.14228596710016672,C_coslat,33,0
23.5,0.4992241563175544,0.37058512180518055,0.1286390345123738,0.1164199303177017,0.14295416457273982,C_coslat,33,0
23.75,0.4663281621129117,0.34154862168605543,0.12477954042685632,0.11183641146965854,0.14036777424554794,C_coslat,33,0
24.0,0.4274995472787024,0.30760031556013884,0.11989923171856354,0.10833763377873823,0.1337970464093786,C_coslat,33,0
24.25,0.38833178830547194,0.2735725765818794,0.11475921172359253,0.10498264200868064,0.12615869216147985,C_coslat,33,0
24.5,0.35040372311543355,0.23906918112813733,0.11133454198729628,0.10109837349005929,0.12218933307304417,C_coslat,33,0
24.75,0.3102923489897414,0.20643323277179684,0.10385911621794452,0.09244137451967192,0.11651873337927436,C_coslat,33,0
25.0,0.2707665935115482,0.17636440978558893,0.09440218372595922,0.08344723880852761,0.10577306885683467,C_coslat,33,0
25.25,0.23441593334691158,0.1493554520489806,0.08506048129793099,0.07480525406413284,0.09650163774363577,C_coslat,33,0
25.5,0.2012333412369054,0.12523677245304457,0.07599656878386084,0.06628618603985195,0.08675692770439575,C_coslat,33,0
25.75,0.17448509584988983,0.10328375173713676,0.07120134411275306,0.06262143544840282,0.0811654481651046,C_coslat,33,0
26.0,0.14788811740968558,0.08421452464116119,0.06367359276852438,0.0567628902263787,0.07163195224605243,C_coslat,33,0
26.25,0.12427617253300405,0.06792202513115828,0.056354147401845744,0.04964906496619382,0.06404231556569068,C_coslat,33,0
26.5,0.10357693773148749,0.05393472644003615,0.04964221129145134,0.04333402397711959,0.05642971177801865,C_coslat,33,0
26.75,0.08423797625996234,0.0415458096359028,0.042692166624059544,0.037292387107208995,0.04824559089655573,C_coslat,32,1
27.0,0.06690006766583104,0.03104209810607002,0.03585796955976102,0.0309875284614811,0.04069802183512041,C_coslat,32,1
27.25,0.05136097963340354,0.022126006250250164,0.029234973383153375,0.025207246152831358,0.033224651207805746,C_coslat,32,1
27.5,0.03839415311609351,0.014974858462414612,0.023419294653678906,0.01985838489915161,0.026948149638448618,C_coslat,32,1
27.75,0.02728888438808692,0.009854305296895214,0.017434579091191706,0.014270620868675565,0.02054893643201913,C_coslat,32,1
28.0,0.017858246256458172,0.006025405540197403,0.01183284071626077,0.009255484154602275,0.014484915744932993,C_coslat,32,1
28.25,0.010973652519872921,0.0034154894815469797,0.007558163038325942,0.005958308388019015,0.009220641102959701,C_coslat,31,2
28.5,0.005979192053991663,0.0017612064641744152,0.004217985589817248,0.0032004591856312813,0.005411623456199369,C_coslat,30,3
9.5,3219099.8782041864,3212705.281025675,6394.597178511171,4671.170062486519,8092.469630475694,S_km2,30,3
9.75,3218604.9954684703,3210809.743365073,7795.252103396512,5657.0725433535745,9843.610240869744,S_km2,29,4
10.0,3217940.8010905185,3208617.4049659995,9323.396124519126,6730.287239760814,11695.988694891095,S_km2,30,3
10.25,3217177.2854265827,3205911.0322190695,11266.253207512957,8287.86155543204,13982.7681555986,S_km2,31,2
10.5,3216144.784434604,3202712.3265782422,13432.457856361556,10157.191505066749,16480.329920161017,S_km2,31,2
10.75,3215079.165111067,3198806.697708846,16272.46740222059,12448.654182183265,19810.521776871108,S_km2,32,1
11.0,3213501.105028284,3194107.741807029,19393.36322125448,15070.800084425118,23307.58754990429,S_km2,32,1
11.25,3211674.1278324393,3188806.2459545177,22867.881877921547,18251.886626294443,27029.454154641928,S_km2,32,1
11.5,3209498.03208213,3182190.372719114,27307.659363015922,21915.612068108992,32009.128043408386,S_km2,32,1
11.75,3206693.4547053254,3174979.641175871,31713.81352945468,25926.503815861288,36869.72153178439,S_km2,33,0
12.0,3203443.921936525,3166262.657263653,37181.26467287221,30823.367528683288,42910.97944616684,S_km2,33,0
12.25,3199608.3738985783,3156619.7286189725,42988.64527960554,35743.73034867476,49206.209529381296,S_km2,33,0
12.5,3195495.8259179965,3146013.179062434,49482.64685556196,41718.257080359326,56405.61539827038,S_km2,33,0
12.75,3190256.4495705278,3133905.948945789,56350.50062473838,47916.79320163788,63922.25344464042,S_km2,33,0
13.0,3184526.058628299,3120526.2343348837,63999.824293415186,54611.745092438854,72329.42567875022,S_km2,33,0
13.25,3177262.3936369466,3106439.7954989406,70822.59813800601,61127.385783538026,79404.37338416808,S_km2,33,0
13.5,3168961.7434315765,3090347.7663435293,78613.97708804726,68287.51416907618,87752.04211634457,S_km2,33,0
13.75,3159410.007316211,3073337.9654549053,86072.04186130596,74613.89512965207,96202.6160579965,S_km2,33,0
14.0,3148687.409154066,3054175.569611502,94511.83954256396,81760.5355980966,106032.63705674412,S_km2,33,0
14.25,3137456.3181718057,3034174.818904212,103281.49926759343,89916.9097190963,115543.08591203956,S_km2,33,0
14.5,3124936.41667159,3012757.527162155,112178.88950943461,98093.97737973357,125562.79926436528,S_km2,33,0
14.75,3111229.625323279,2990652.8828305486,120576.74249273069,105724.20523338362,134839.54376068417,S_km2,33,0
15.0,3096478.3318144125,2966603.192112825,129875.13970158754,113997.42013551519,144807.29889324654,S_km2,33,0
15.25,3080971.617796493,2941720.2423048136,139251.37549167956,122500.06941751525,155086.77938462535,S_km2,33,0
15.5,3063620.357554106,2915232.1109424834,148388.24661162286,130364.56526691318,165239.10905063603,S_km2,33,0
15.75,3045735.851170294,2887809.0532987854,157926.79787150823,138661.55291076214,176048.18981351005,S_km2,33,0
16.0,3027540.2244165335,2859035.720258296,168504.50415823783,148741.56662381123,187798.33219312472,S_km2,33,0
