bandwidth_km,observed,unadjusted_p,complete_null_single_step_p,null_mean,null_sd
125.7997650312984,-0.02856008189021098,0.00104,0.02504,0.0035917251008192575,0.010594455293901645
251.5995300625968,-0.03944716416618962,0.00022,0.00571,0.0053102503483789375,0.013010754706306105
503.1990601251936,-0.05906682668665191,2e-05,0.00019,0.008592077667465819,0.01682864458073871
1006.3981202503873,-0.1044142633265124,1e-05,1e-05,0.011252770832731645,0.019642196041808495
2012.7962405007745,-0.13268407983747438,1e-05,1e-05,0.012460541813399579,0.02089252316894633
