scale,records,min,q01,q05,q25,median,q75,max,mean,sd,coefficient_of_variation,kernel,h_factor,bandwidth_km,nearest_neighbour_km_median,weighted_distance_mean_km,weighted_distance_median_km,weighted_distance_q10_km,weighted_distance_q90_km,effective_edges,mean_effective_neighbours,total_edges
1006.398120,99,8.410935604920668,8.63151230035119,9.602607068726877,11.710088718485865,12.834648560373571,14.02997705131643,20.435386738081487,12.891664743257598,1.9956105301013103,0.15479851282550797,Gaussian,1.0,1006.3981202503873,150.17809275494437,825.9510192803695,776.8190505283819,300.35618550988875,1410.6186731090074,6004.801365533015,99.78797896714455,7260.0
125.799765,99,2.2521098773301262,2.3115491396588954,2.3723164760152726,2.532356378169256,2.647926432988337,2.782389021289343,3.196781930906372,2.66154051983323,0.20142072180363382,0.07567824735437606,Gaussian,0.125,125.7997650312984,150.17809275494437,200.25494508122236,199.02599999999984,150.17809275494437,249.3287151924406,366.19505742533363,6.07451709117417,7260.0
2012.796241,99,9.990689031382141,10.137290680992884,11.214770384498333,14.156229104718818,15.736600630173745,17.507122488118064,25.99425672245219,15.903487133765077,2.8097193609012967,0.17667316213536047,Gaussian,2.0,2012.7962405007745,150.17809275494437,991.8466927476304,959.3428097775131,360.3126237728157,1693.9391851896003,7108.9101141471165,117.75780355544288,7260.0
251.599530,99,3.4403372116869115,3.596662751887605,3.744716699359346,4.130749949141867,4.3237346070316995,4.587347523623242,5.651465990948057,4.356192791108702,0.3981001250229133,0.09138716859259853,Gaussian,0.25,251.5995300625968,150.17809275494437,318.70314729941117,249.32871519244097,150.17809275494437,498.657430384879,1138.1619008249222,18.8765086154853,7260.0
503.199060,99,5.584348374275772,5.94167270731005,6.392322323776375,7.403712490783304,7.89773062192038,8.494896451670725,11.54781197432607,7.9434780142175745,0.9719235671004353,0.12235491372429623,Gaussian,0.5,503.1990601251936,150.17809275494437,548.5809627287969,498.6574303848783,199.0260000000003,922.7870243140918,3222.65773927188,53.38500270614344,7260.0
