file,mean_extreme,mean_moderate,relative_effect,absolute_effect,n_extreme,n_moderate,metric,year,month,day_definition,analysis_role
202106,16.0624312823202,21.3176711084583,-0.246520353907374,-5.25523982613814,8,14,spatial_variance,2021,6,utc,confirmatory
202107,11.2114424201073,11.7876475771775,-0.0488821160708821,-0.576205157070243,8,15,spatial_variance,2021,7,utc,confirmatory
202108,18.636341809103,20.7746990918868,-0.102930842623798,-2.13835728278376,8,15,spatial_variance,2021,8,utc,confirmatory
202206,15.2231386959255,19.5083700379193,-0.219661167676463,-4.28523134199388,8,14,spatial_variance,2022,6,utc,discovery
202207,15.2660676403704,15.1587596810398,0.00707894059860648,0.107307959330631,8,15,spatial_variance,2022,7,utc,discovery
202208,7.85328996441056,14.691593027509,-0.465456880700014,-6.83830306309839,8,15,spatial_variance,2022,8,utc,discovery
202306,20.6347458663695,19.9543521379645,0.0340975103426446,0.680393728405015,8,14,spatial_variance,2023,6,utc,confirmatory
202307,11.4058221308688,18.0068381294398,-0.366583847265161,-6.60101599857104,8,15,spatial_variance,2023,7,utc,confirmatory
202308,9.39690723241613,18.4734761788454,-0.49132977781535,-9.07656894642926,8,15,spatial_variance,2023,8,utc,confirmatory
202406,18.872398027783,22.5644514969622,-0.16362256665872,-3.69205346917915,8,14,spatial_variance,2024,6,utc,confirmatory
202407,14.1970311250843,14.5862831477768,-0.0266861693790623,-0.389252022692535,8,15,spatial_variance,2024,7,utc,confirmatory
202408,13.0981088628008,13.9697042009839,-0.0623918248835722,-0.871595338183088,8,15,spatial_variance,2024,8,utc,confirmatory
202506,15.7795792373667,21.2855194947658,-0.258670701401156,-5.50594025739903,8,14,spatial_variance,2025,6,utc,confirmatory
202507,8.8906633995221,11.689600304423,-0.239438204216606,-2.79893690490094,8,15,spatial_variance,2025,7,utc,confirmatory
202508,10.0959616365359,13.6403295980989,-0.259844744664891,-3.54436796156296,8,15,spatial_variance,2025,8,utc,confirmatory
199106,2.79609876103842,2.58011268631604,0.0837118765656608,0.215986074722384,8,14,graph_h_0.125,1991,6,utc,confirmatory
199107,2.77493092612687,2.53096730739902,0.096391453976767,0.243963618727854,8,15,graph_h_0.125,1991,7,utc,confirmatory
199108,2.64686844787847,2.54916433113301,0.0383279004622004,0.0977041167454575,8,15,graph_h_0.125,1991,8,utc,confirmatory
199206,2.53108842089323,2.45854617284674,0.0295061564625756,0.0725422480464824,8,14,graph_h_0.125,1992,6,utc,confirmatory
199207,2.75175653200124,2.69985807919441,0.0192226595933971,0.0518984528068369,8,15,graph_h_0.125,1992,7,utc,confirmatory
199208,2.59369422226595,2.37483465050714,0.0921578147396831,0.218859571758817,8,15,graph_h_0.125,1992,8,utc,confirmatory
199306,2.63263675954097,2.88246530371646,-0.0866718304825298,-0.249828544175487,8,14,graph_h_0.125,1993,6,utc,confirmatory
199307,2.61647711283009,2.42462300143244,0.0791273988922427,0.191854111397652,8,15,graph_h_0.125,1993,7,utc,confirmatory
199308,2.73016882926537,2.85313181195823,-0.0430975471155912,-0.122962982692862,8,15,graph_h_0.125,1993,8,utc,confirmatory
199406,2.64677702995719,2.42211584153279,0.0927541055518766,0.224661188424404,8,14,graph_h_0.125,1994,6,utc,confirmatory
199407,2.66474247614955,2.75828154184058,-0.0339120805008964,-0.0935390656910347,8,15,graph_h_0.125,1994,7,utc,confirmatory
199408,2.80633856430165,2.65757957083552,0.0559753676234656,0.14875899346613,8,15,graph_h_0.125,1994,8,utc,confirmatory
199506,3.04838380117533,2.78533275592827,0.0944415149993054,0.263051045247057,8,14,graph_h_0.125,1995,6,utc,confirmatory
199507,2.58005484601048,2.53175853225648,0.0190761927485081,0.0482963137540047,8,15,graph_h_0.125,1995,7,utc,confirmatory
199508,2.4302626386701,2.67636226646218,-0.0919530329940707,-0.246099627792082,8,15,graph_h_0.125,1995,8,utc,confirmatory
199606,2.69463766430154,3.09675749834195,-0.129851896461287,-0.402119834040412,8,14,graph_h_0.125,1996,6,utc,confirmatory
199607,2.4407375406157,2.40296496561053,0.0157191534399153,0.0377725750051727,8,15,graph_h_0.125,1996,7,utc,confirmatory
199608,2.55322616510271,2.81684530068135,-0.0935866572136103,-0.263619135578634,8,15,graph_h_0.125,1996,8,utc,confirmatory
199706,2.11361176123467,2.55421427811863,-0.172500216860621,-0.440602516883957,8,14,graph_h_0.125,1997,6,utc,confirmatory
199707,2.49547446734203,2.33263307139851,0.0698101205629793,0.162841395943523,8,15,graph_h_0.125,1997,7,utc,confirmatory
199708,2.57112164996332,2.92268424696056,-0.120287573781823,-0.35156259699724,8,15,graph_h_0.125,1997,8,utc,confirmatory
199806,2.30397108868984,2.64792643298827,-0.12989611041054,-0.343955344298431,8,14,graph_h_0.125,1998,6,utc,confirmatory
199807,2.69019686889784,2.57616390623127,0.0442646379722738,0.114032962666566,8,15,graph_h_0.125,1998,7,utc,confirmatory
199808,2.89564716662222,2.67577082626634,0.0821730838072892,0.219876340355883,8,15,graph_h_0.125,1998,8,utc,confirmatory
199906,2.22450829125276,2.67935092117702,-0.169758513649436,-0.454842629924258,8,14,graph_h_0.125,1999,6,utc,confirmatory
199907,2.25132171700094,2.25210987733005,-0.00034996530899678,-0.00078816032911444,8,15,graph_h_0.125,1999,7,utc,confirmatory
199908,2.20581342188513,2.59947440570208,-0.15143868427919,-0.393660983816954,8,15,graph_h_0.125,1999,8,utc,confirmatory
200006,2.40957936123501,2.40265541232843,0.00288179023552759,0.00692394890658576,8,14,graph_h_0.125,2000,6,utc,confirmatory
200007,2.35276398351101,2.77944528665027,-0.153513114717032,-0.426681303139257,8,15,graph_h_0.125,2000,7,utc,confirmatory
200008,2.31839155743947,2.82885597557468,-0.180449065821213,-0.510464418135209,8,15,graph_h_0.125,2000,8,utc,confirmatory
200106,2.66397469807695,2.6807138101779,-0.00624427420689311,-0.0167391121009559,8,14,graph_h_0.125,2001,6,utc,confirmatory
200107,2.76729396444967,2.86211913709865,-0.0331311060465177,-0.0948251726489833,8,15,graph_h_0.125,2001,7,utc,confirmatory
