file,mean_extreme,mean_moderate,relative_effect,absolute_effect,n_extreme,n_moderate,metric,year,month,day_definition,analysis_role
201706,16.7216769428149,21.0640972080795,-0.206152688262329,-4.34242026526462,8,14,spatial_variance,2017,6,utc,confirmatory
201707,10.9526127853836,14.6175825422132,-0.250723383722704,-3.66496975682962,8,15,spatial_variance,2017,7,utc,confirmatory
201708,16.9529782238394,16.2265481927556,0.0447679951678324,0.726430031083879,8,15,spatial_variance,2017,8,utc,confirmatory
201806,16.5825321558595,18.4549335834812,-0.101458042054278,-1.87240142762175,8,14,spatial_variance,2018,6,utc,confirmatory
201807,6.70709199994304,10.4532768128783,-0.358374209350317,-3.74618481293526,8,15,spatial_variance,2018,7,utc,confirmatory
201808,8.10058437976079,11.8205424247073,-0.314702820842727,-3.71995804494651,8,15,spatial_variance,2018,8,utc,confirmatory
201906,18.6364693733421,21.3730969713206,-0.128040760852332,-2.73662759797855,8,14,spatial_variance,2019,6,utc,confirmatory
201907,14.5409594474378,16.760454891992,-0.132424534945924,-2.21949544455418,8,15,spatial_variance,2019,7,utc,confirmatory
201908,14.6158398197811,17.6904284529561,-0.173799557277608,-3.07458863317497,8,15,spatial_variance,2019,8,utc,confirmatory
202006,19.6987623412153,22.2797807258504,-0.115845771392194,-2.58101838463508,8,14,spatial_variance,2020,6,utc,confirmatory
202007,11.8446197049601,14.5875366493494,-0.188031537491397,-2.74291694438928,8,15,spatial_variance,2020,7,utc,confirmatory
202008,15.7178294562575,16.4536038298525,-0.0447181286971337,-0.735774373594996,8,15,spatial_variance,2020,8,utc,confirmatory
