day_definition,analysis_role,year,metric,yearly_relative_effect,months
utc_plus_8,confirmatory,2012,graph_h_2.000,-0.368772823025263,3
utc_plus_8,confirmatory,2013,graph_h_2.000,-0.103115759533402,3
utc_plus_8,confirmatory,2014,graph_h_2.000,-0.0151949744178093,3
utc_plus_8,discovery,2015,graph_h_2.000,-0.294670783324593,3
utc_plus_8,confirmatory,2016,graph_h_2.000,0.00921937264496124,3
utc_plus_8,confirmatory,2017,graph_h_2.000,-0.123913023594376,3
utc_plus_8,confirmatory,2018,graph_h_2.000,-0.238572654384403,3
utc_plus_8,confirmatory,2019,graph_h_2.000,-0.134732727993039,3
utc_plus_8,confirmatory,2020,graph_h_2.000,-0.110692926965526,3
utc_plus_8,confirmatory,2021,graph_h_2.000,-0.123817852106259,3
utc_plus_8,discovery,2022,graph_h_2.000,-0.209148020318668,3
utc_plus_8,confirmatory,2023,graph_h_2.000,-0.266831708495349,3
utc_plus_8,confirmatory,2024,graph_h_2.000,-0.07336237295477,3
utc_plus_8,confirmatory,2025,graph_h_2.000,-0.245243721205915,3
