bandwidth_km,total_effect,total_ci_lower,total_ci_upper,total_negative_years,gradient_component,gradient_ci_lower,gradient_ci_upper,gradient_negative_years,residual_component,residual_ci_lower,residual_ci_upper,residual_positive_years,gradient_share,identity_error
125.7997650312984,-0.028560081890210982,-0.05043281191190162,-0.0066873518685203505,22,-0.025802617783942307,-0.02923859197542981,-0.022366643592454803,33,-0.0027574641062686565,-0.022597503484963755,0.017082575272426438,17,0.9034504131721764,1.9081958235744878e-17
251.5995300625968,-0.03944716416618961,-0.06499694367910244,-0.013897384653276782,23,-0.046017569457131265,-0.0512975693491226,-0.04073756956513993,33,0.006570405290941673,-0.015923441317153217,0.02906425189903656,18,1.1665621706863578,1.9081958235744878e-17
503.1990601251936,-0.05906682668665187,-0.08914856403204577,-0.02898508934125798,25,-0.08384631160758493,-0.09280321387162485,-0.07488940934354502,33,0.024779484920933043,-0.00018561916926400357,0.04974458901113009,23,1.4195161025390386,2.0816681711721685e-17
1006.3981202503873,-0.10441426332651235,-0.1349384179195604,-0.07389010873346429,29,-0.12727451818982016,-0.1409185874916618,-0.1136304488879785,33,0.022860254863307807,0.000807079467306071,0.04491343025930954,23,1.2189380467285569,3.469446951953614e-18
2012.7962405007745,-0.13268407983747435,-0.16281702397547893,-0.10255113569946978,30,-0.1495756188128321,-0.16562139760424993,-0.13352984002141427,33,0.01689153897535773,-0.0027893917603436062,0.03657246971105907,22,1.1273064484906428,2.0816681711721685e-17
