window_days,year,analysis_role,bandwidth_km,matched_effect,months
3,2021,held_out,503.199060125194,-0.1512506235868563,3
3,2021,held_out,1006.39812025039,-0.1669159681653272,3
3,2021,held_out,2012.79624050077,-0.17463441270806515,3
3,2022,discovery,125.799765031298,-0.016677593801596936,3
3,2022,discovery,251.599530062597,-0.03783931689462029,3
3,2022,discovery,503.199060125194,-0.08541832507815235,3
3,2022,discovery,1006.39812025039,-0.12894930326344917,3
3,2022,discovery,2012.79624050077,-0.15234723009212778,3
3,2023,held_out,125.799765031298,0.040024748557060064,3
3,2023,held_out,251.599530062597,0.03583636422571325,3
3,2023,held_out,503.199060125194,0.012625409424713352,3
3,2023,held_out,1006.39812025039,-0.020424082967195594,3
3,2023,held_out,2012.79624050077,-0.040535800465992596,3
3,2024,held_out,125.799765031298,-0.0003810798838355274,3
3,2024,held_out,251.599530062597,-0.017782064409986763,3
3,2024,held_out,503.199060125194,-0.03347689935488689,3
3,2024,held_out,1006.39812025039,-0.05471980477996533,3
3,2024,held_out,2012.79624050077,-0.06989360652847994,3
3,2025,held_out,125.799765031298,-0.07817547800954362,3
3,2025,held_out,251.599530062597,-0.08202671993689814,3
3,2025,held_out,503.199060125194,-0.08831633312640963,3
3,2025,held_out,1006.39812025039,-0.11157400083831666,3
3,2025,held_out,2012.79624050077,-0.12791895913224247,3
5,1991,held_out,125.799765031298,0.07571412313445398,3
5,1991,held_out,251.599530062597,0.07420821231570303,3
5,1991,held_out,503.199060125194,0.07976976617852538,3
5,1991,held_out,1006.39812025039,0.04710057830936005,3
5,1991,held_out,2012.79624050077,0.020738763811061267,3
5,1992,held_out,125.799765031298,-0.0008285532857178803,3
5,1992,held_out,251.599530062597,-0.008978977132008709,3
5,1992,held_out,503.199060125194,-0.010869951065955416,3
5,1992,held_out,1006.39812025039,-0.04872099683314899,3
5,1992,held_out,2012.79624050077,-0.0778704516543278,3
5,1993,held_out,125.799765031298,-0.0457116042013856,3
5,1993,held_out,251.599530062597,-0.04861653670900562,3
5,1993,held_out,503.199060125194,-0.048675438964087527,3
5,1993,held_out,1006.39812025039,-0.06590181048075965,3
5,1993,held_out,2012.79624050077,-0.08467713689495356,3
5,1994,held_out,125.799765031298,-0.02048734052577869,3
5,1994,held_out,251.599530062597,-0.02933849853159155,3
5,1994,held_out,503.199060125194,-0.03921521065518996,3
5,1994,held_out,1006.39812025039,-0.07658675856636336,3
5,1994,held_out,2012.79624050077,-0.09838930568348048,3
5,1995,held_out,125.799765031298,0.008775084552751144,3
5,1995,held_out,251.599530062597,-0.012819810954162533,3
5,1995,held_out,503.199060125194,-0.045950509428850116,3
5,1995,held_out,1006.39812025039,-0.06854393038693585,3
5,1995,held_out,2012.79624050077,-0.07415628699192063,3
5,1996,held_out,125.799765031298,-0.1301568182513248,3
5,1996,held_out,251.599530062597,-0.14031637250942378,3
5,1996,held_out,503.199060125194,-0.1415868418497773,3
5,1996,held_out,1006.39812025039,-0.16870934263659687,3
5,1996,held_out,2012.79624050077,-0.18904477924342697,3
5,1997,held_out,125.799765031298,-0.06802243406738188,3
5,1997,held_out,251.599530062597,-0.07153800029279711,3
5,1997,held_out,503.199060125194,-0.07393749384088356,3
5,1997,held_out,1006.39812025039,-0.07555487532697595,3
5,1997,held_out,2012.79624050077,-0.07569944094899635,3
5,1998,held_out,125.799765031298,0.05526666844779667,3
5,1998,held_out,251.599530062597,0.05195908289590361,3
5,1998,held_out,503.199060125194,0.035985565757180926,3
5,1998,held_out,1006.39812025039,0.007350066203893756,3
5,1998,held_out,2012.79624050077,-0.005046426418125115,3
5,1999,held_out,125.799765031298,-0.08783987855175208,3
5,1999,held_out,251.599530062597,-0.10573504696912844,3
5,1999,held_out,503.199060125194,-0.11943756758813966,3
5,1999,held_out,1006.39812025039,-0.1521673905088695,3
5,1999,held_out,2012.79624050077,-0.17555330416111584,3
5,2000,held_out,125.799765031298,-0.15860215128207042,3
5,2000,held_out,251.599530062597,-0.19091461095156448,3
5,2000,held_out,503.199060125194,-0.22465042026316062,3
5,2000,held_out,1006.39812025039,-0.25671594804706604,3
5,2000,held_out,2012.79624050077,-0.2734257310483877,3
5,2001,held_out,125.799765031298,-0.025096869279707373,3
5,2001,held_out,251.599530062597,-0.03684773175461447,3
5,2001,held_out,503.199060125194,-0.037999581572881296,3
5,2001,held_out,1006.39812025039,-0.08283643277867712,3
5,2001,held_out,2012.79624050077,-0.11672884067712218,3
5,2002,held_out,125.799765031298,0.02115489984344583,3
5,2002,held_out,251.599530062597,0.008876256785110373,3
5,2002,held_out,503.199060125194,0.0008990192213196302,3
5,2002,held_out,1006.39812025039,-0.023278299068912416,3
5,2002,held_out,2012.79624050077,-0.043509938059721476,3
5,2003,held_out,125.799765031298,-0.03934748983565746,3
5,2003,held_out,251.599530062597,-0.04375570331850479,3
5,2003,held_out,503.199060125194,-0.05391328504212989,3
5,2003,held_out,1006.39812025039,-0.09659785946756416,3
5,2003,held_out,2012.79624050077,-0.11862059281908217,3
5,2004,held_out,125.799765031298,-0.05180214033777401,3
5,2004,held_out,251.599530062597,-0.09336268140748083,3
5,2004,held_out,503.199060125194,-0.1231020058985572,3
5,2004,held_out,1006.39812025039,-0.1616519836160857,3
5,2004,held_out,2012.79624050077,-0.1858390883649804,3
5,2005,held_out,125.799765031298,-0.0958769699422853,3
5,2005,held_out,251.599530062597,-0.12784737483214534,3
5,2005,held_out,503.199060125194,-0.149678407539891,3
5,2005,held_out,1006.39812025039,-0.16301898253977912,3
5,2005,held_out,2012.79624050077,-0.17457124180306482,3
5,2006,held_out,125.799765031298,0.0008896476586531069,3
5,2006,held_out,251.599530062597,-0.03395316263467304,3
5,2006,held_out,503.199060125194,-0.09934333489240395,3
5,2006,held_out,1006.39812025039,-0.16503768317124126,3
5,2006,held_out,2012.79624050077,-0.188799871349473,3
5,2007,held_out,125.799765031298,0.09391452045023241,3
5,2007,held_out,251.599530062597,0.10067542118232677,3
5,2007,held_out,503.199060125194,0.04807093274561974,3
5,2007,held_out,1006.39812025039,-0.052613639672912216,3
5,2007,held_out,2012.79624050077,-0.09898434275426353,3
5,2008,held_out,125.799765031298,-0.026897452079138445,3
5,2008,held_out,251.599530062597,-0.03705058298560688,3
5,2008,held_out,503.199060125194,-0.05337674242846651,3
5,2008,held_out,1006.39812025039,-0.08634319570174404,3
5,2008,held_out,2012.79624050077,-0.10001289827060134,3
5,2009,held_out,125.799765031298,-0.10320671841521667,3
5,2009,held_out,251.599530062597,-0.10556504222377905,3
5,2009,held_out,503.199060125194,-0.12687902234818016,3
5,2009,held_out,1006.39812025039,-0.16946048736751798,3
5,2009,held_out,2012.79624050077,-0.18987451206797992,3
5,2010,held_out,125.799765031298,-0.03690195542845709,3
5,2010,held_out,251.599530062597,-0.03142979563786313,3
5,2010,held_out,503.199060125194,-0.026311896801170066,3
5,2010,held_out,1006.39812025039,-0.05801225496426717,3
5,2010,held_out,2012.79624050077,-0.08779700102883381,3
5,2011,held_out,125.799765031298,-0.02432304362227732,3
5,2011,held_out,251.599530062597,-0.03909155828020342,3
5,2011,held_out,503.199060125194,-0.05257794650715595,3
5,2011,held_out,1006.39812025039,-0.10415402531131575,3
5,2011,held_out,2012.79624050077,-0.13800118499040684,3
5,2012,held_out,125.799765031298,-0.1203099190920035,3
5,2012,held_out,251.599530062597,-0.17332811314287755,3
5,2012,held_out,503.199060125194,-0.22767785705226828,3
5,2012,held_out,1006.39812025039,-0.25594087109597646,3
5,2012,held_out,2012.79624050077,-0.26599503384151474,3
5,2013,held_out,125.799765031298,-0.02978204402276544,3
5,2013,held_out,251.599530062597,-0.04893638839038739,3
5,2013,held_out,503.199060125194,-0.0748100954029114,3
5,2013,held_out,1006.39812025039,-0.11313487960695816,3
5,2013,held_out,2012.79624050077,-0.12954129303558645,3
5,2014,held_out,125.799765031298,0.08362336842251468,3
5,2014,held_out,251.599530062597,0.09054212771571764,3
5,2014,held_out,503.199060125194,0.10424525238765486,3
5,2014,held_out,1006.39812025039,0.09814625714637493,3
5,2014,held_out,2012.79624050077,0.08808929509148339,3
5,2015,discovery,125.799765031298,-0.10102892079547361,3
5,2015,discovery,251.599530062597,-0.12385358625525121,3
5,2015,discovery,503.199060125194,-0.16099758250449325,3
5,2015,discovery,1006.39812025039,-0.202453390771678,3
5,2015,discovery,2012.79624050077,-0.22289636749106315,3
5,2016,held_out,125.799765031298,0.09459565503061874,3
5,2016,held_out,251.599530062597,0.10237251684295146,3
5,2016,held_out,503.199060125194,0.09526041334451374,3
5,2016,held_out,1006.39812025039,0.05351661681263813,3
5,2016,held_out,2012.79624050077,0.028979482461697764,3
5,2017,held_out,125.799765031298,-0.055890306158879556,3
5,2017,held_out,251.599530062597,-0.04485294740386242,3
5,2017,held_out,503.199060125194,-0.034884285428265806,3
5,2017,held_out,1006.39812025039,-0.052122875363295,3
5,2017,held_out,2012.79624050077,-0.06714272459262428,3
5,2018,held_out,125.799765031298,-0.03842829151060637,3
5,2018,held_out,251.599530062597,-0.025482188013464076,3
5,2018,held_out,503.199060125194,0.0005929631114974429,3
5,2018,held_out,1006.39812025039,-0.0460132524480383,3
5,2018,held_out,2012.79624050077,-0.08439917145334326,3
5,2019,held_out,125.799765031298,-0.011073087767861886,3
5,2019,held_out,251.599530062597,-0.0026305415899160003,3
5,2019,held_out,503.199060125194,0.04507098614969365,3
5,2019,held_out,1006.39812025039,0.09095079119085665,3
5,2019,held_out,2012.79624050077,0.09620796868326786,3
5,2020,held_out,125.799765031298,0.07361718614988431,3
5,2020,held_out,251.599530062597,0.0653359532180673,3
5,2020,held_out,503.199060125194,0.04737547877785373,3
5,2020,held_out,1006.39812025039,0.004713456962720501,3
5,2020,held_out,2012.79624050077,-0.013639436826246359,3
5,2021,held_out,125.799765031298,-0.10026143378447346,3
5,2021,held_out,251.599530062597,-0.10846754246856076,3
5,2021,held_out,503.199060125194,-0.11846997331391601,3
5,2021,held_out,1006.39812025039,-0.13888891155177427,3
5,2021,held_out,2012.79624050077,-0.151207395552476,3
5,2022,discovery,125.799765031298,-0.0065002178850893004,3
5,2022,discovery,251.599530062597,-0.02755367807989918,3
5,2022,discovery,503.199060125194,-0.07748768265323284,3
5,2022,discovery,1006.39812025039,-0.12457838974639517,3
5,2022,discovery,2012.79624050077,-0.14967666040798736,3
5,2023,held_out,125.799765031298,0.016056189512213357,3
5,2023,held_out,251.599530062597,0.016365271348312612,3
5,2023,held_out,503.199060125194,0.010706406218281247,3
5,2023,held_out,1006.39812025039,-0.010354662979933954,3
5,2023,held_out,2012.79624050077,-0.028205005749188227,3
5,2024,held_out,125.799765031298,0.002846060262236554,3
5,2024,held_out,251.599530062597,-0.0205320852348907,3
5,2024,held_out,503.199060125194,-0.046002225623638794,3
5,2024,held_out,1006.39812025039,-0.07615426674172203,3
5,2024,held_out,2012.79624050077,-0.09493691318969948,3
5,2025,held_out,125.799765031298,-0.09479196356383972,3
5,2025,held_out,251.599530062597,-0.09816192887236908,3
5,2025,held_out,503.199060125194,-0.10444118409016602,3
5,2025,held_out,1006.39812025039,-0.14032315510265359,3
5,2025,held_out,2012.79624050077,-0.16520936246500448,3
