window_days,summers,estimate,standard_error,ci_lower,ci_upper,negative_summers
3,33,-0.05210775068064744,0.013760708064753775,-0.08013739576736473,-0.024078105593930157,24
5,33,-0.05723722510172075,0.013294750293592492,-0.08431774526771527,-0.03015670493572624,25
