basis,year,bandwidth_km,total_effect,structured_component,residual_component
latitude_longitude,1972,503.19906,-0.13490768269744155,-0.12836124933606538,-0.0065464333613761095
latitude_longitude,1972,1006.39812,-0.18319885609271958,-0.18629466470032116,0.0030958086076016598
latitude_longitude,1972,2012.796241,-0.20694345403806744,-0.2116509063728894,0.004707452334821627
latitude_longitude,1973,125.799765,-0.039116818317172224,-0.02090698774035855,-0.018209830576813593
latitude_longitude,1973,251.59953,-0.04752150574255678,-0.032903906045657766,-0.014617599696898256
latitude_longitude,1973,503.19906,-0.05555738758834835,-0.055016988403367606,-0.0005403991849810974
latitude_longitude,1973,1006.39812,-0.08450528942195491,-0.08644883092853457,0.0019435415065808044
latitude_longitude,1973,2012.796241,-0.10686727463909194,-0.10737929552765806,0.0005120208885662914
latitude_longitude,1974,125.799765,-0.1288401430285229,-0.038039758427916424,-0.09080038460060709
latitude_longitude,1974,251.59953,-0.14980105714925332,-0.06967968333069106,-0.08012137381856287
latitude_longitude,1974,503.19906,-0.16998626818721893,-0.1314033657407754,-0.038582902446444085
latitude_longitude,1974,1006.39812,-0.20581485202392766,-0.1927080655076635,-0.013106786516263985
latitude_longitude,1974,2012.796241,-0.22763809436129612,-0.2193596801348534,-0.008278414226442762
latitude_longitude,1975,125.799765,-0.09240691261119079,-0.030602822199531577,-0.06180409041165948
latitude_longitude,1975,251.59953,-0.1039047689711269,-0.055364618091149,-0.04854015087997806
latitude_longitude,1975,503.19906,-0.13490962182988556,-0.10401752405409433,-0.030892097775791976
latitude_longitude,1975,1006.39812,-0.184813338362697,-0.16334317773417667,-0.021470160628520533
latitude_longitude,1975,2012.796241,-0.2144500806747621,-0.19596792442882668,-0.0184821562459356
latitude_longitude,1976,125.799765,-0.02293997224590573,-0.04165888374415564,0.01871891149824906
latitude_longitude,1976,251.59953,-0.04449945673249537,-0.06876282312077034,0.02426336638827541
latitude_longitude,1976,503.19906,-0.08512157413735334,-0.1276782858420499,0.04255671170469663
latitude_longitude,1976,1006.39812,-0.1460096478464787,-0.19170704710655329,0.04569739926007465
latitude_longitude,1976,2012.796241,-0.1785131033025309,-0.220495081268398,0.04198197796586623
latitude_longitude,1977,125.799765,-0.11489258203275932,-0.044062041696877496,-0.0708305403358816
latitude_longitude,1977,251.59953,-0.11082734840176857,-0.07018415601455429,-0.04064319238721447
latitude_longitude,1977,503.19906,-0.09060540918718994,-0.10609287674653778,0.015487467559347651
latitude_longitude,1977,1006.39812,-0.11811809147944212,-0.1463488672222528,0.02823077574281065
latitude_longitude,1977,2012.796241,-0.14975603992592842,-0.17166953811205024,0.021913498186121438
latitude_longitude,1978,125.799765,-0.06237340884228876,-0.060011785899195126,-0.002361622943092697
latitude_longitude,1978,251.59953,-0.09577377005726011,-0.09505916993941378,-0.0007146001178464217
latitude_longitude,1978,503.19906,-0.14871213725343063,-0.15167441937001933,0.002962282116588772
latitude_longitude,1978,1006.39812,-0.21516973750479051,-0.21525114640659293,8.140890180296488e-05
latitude_longitude,1978,2012.796241,-0.2502247322777782,-0.24777807816375028,-0.0024466541140283223
latitude_longitude,1979,125.799765,-0.08050470206107056,-0.03737769967237165,-0.043127002388698626
latitude_longitude,1979,251.59953,-0.11042555192309567,-0.06605475432458997,-0.04437079759850495
latitude_longitude,1979,503.19906,-0.15860519399488174,-0.1264341421306525,-0.032171051864229396
latitude_longitude,1979,1006.39812,-0.2150146605146848,-0.196228157861567,-0.018786502653117713
latitude_longitude,1979,2012.796241,-0.2452237964812316,-0.2301769466289321,-0.01504684985229999
latitude_longitude,1980,125.799765,-0.05160324714415169,-0.040490643166083785,-0.011112603978068453
latitude_longitude,1980,251.59953,-0.04186744033524507,-0.06901245609284495,0.02714501575759951
latitude_longitude,1980,503.19906,-0.02988161351831139,-0.10875252196027363,0.07887090844196254
latitude_longitude,1980,1006.39812,-0.06007513023761018,-0.13553012005836054,0.07545498982074993
latitude_longitude,1980,2012.796241,-0.08699220379081089,-0.14935647447031847,0.06236427067950768
latitude_longitude,1981,125.799765,-0.00437110276691522,-0.02575217540992659,0.021381072643011003
latitude_longitude,1981,251.59953,-0.024861069774558913,-0.04810490695164718,0.02324383717708814
latitude_longitude,1981,503.19906,-0.06389939550472311,-0.09582933762788981,0.03192994212316683
latitude_longitude,1981,1006.39812,-0.12254152284095081,-0.1537669636167881,0.031225440775837162
latitude_longitude,1981,2012.796241,-0.15456167401822737,-0.18218942363636406,0.027627749618136577
latitude_longitude,1982,125.799765,-0.09706305219267845,-0.03454112264953545,-0.06252192954314338
latitude_longitude,1982,251.59953,-0.10591815155028161,-0.054018579317455635,-0.05189957223282629
latitude_longitude,1982,503.19906,-0.11798978679298322,-0.08931894340539037,-0.02867084338759321
latitude_longitude,1982,1006.39812,-0.1401075424340752,-0.12161364080911434,-0.01849390162496145
latitude_longitude,1982,2012.796241,-0.1523003334875872,-0.1354454394090895,-0.01685489407849801
latitude_longitude,1983,125.799765,-0.08860707504867336,-0.04329118501214111,-0.04531589003653274
latitude_longitude,1983,251.59953,-0.12763992976372943,-0.07760135292504926,-0.05003857683868046
latitude_longitude,1983,503.19906,-0.18052201276318938,-0.13866953632293486,-0.04185247644025442
latitude_longitude,1983,1006.39812,-0.23955843393681953,-0.20638014687028003,-0.033178287066539476
latitude_longitude,1983,2012.796241,-0.2706180282692086,-0.2412900013206268,-0.029328026948582428
latitude_longitude,1984,125.799765,-0.11459148012764281,-0.05397303825677007,-0.060618441870872654
latitude_longitude,1984,251.59953,-0.1573144908379251,-0.0929309780608313,-0.06438351277709349
latitude_longitude,1984,503.19906,-0.20595789738995388,-0.15160649239177906,-0.0543514049981747
latitude_longitude,1984,1006.39812,-0.23916293655850948,-0.20041113225812743,-0.03875180430038228
latitude_longitude,1984,2012.796241,-0.25490842790069784,-0.22252482955705025,-0.03238359834364823
latitude_longitude,1985,125.799765,-0.061012120359639745,-0.017810050098078383,-0.04320207026156179
latitude_longitude,1985,251.59953,-0.0648372394145515,-0.030609369386186774,-0.03422787002836489
latitude_longitude,1985,503.19906,-0.06862066947365468,-0.05211366748635323,-0.016507001987301834
latitude_longitude,1985,1006.39812,-0.08358871276995937,-0.07855122439199765,-0.0050374883779619045
latitude_longitude,1985,2012.796241,-0.0981574414935145,-0.09617108139305301,-0.0019863601004614976
latitude_longitude,1986,125.799765,-0.04288805289697661,-0.03197864693028125,-0.010909405966695998
latitude_longitude,1986,251.59953,-0.04093855328117548,-0.05637640601039116,0.015437852729216108
latitude_longitude,1986,503.19906,-0.04247209617807987,-0.09613483781635933,0.0536627416382793
latitude_longitude,1986,1006.39812,-0.08182562408798731,-0.13639520256266405,0.054569578474676306
latitude_longitude,1986,2012.796241,-0.11004056360667865,-0.15678116566536582,0.046740602058686936
latitude_longitude,1987,125.799765,-0.07152001428652958,-0.030615467501780017,-0.040904546784749383
latitude_longitude,1987,251.59953,-0.07124276266411211,-0.05299602420928462,-0.018246738454827337
latitude_longitude,1987,503.19906,-0.07725043781794057,-0.09058412283099036,0.013333685013049892
latitude_longitude,1987,1006.39812,-0.10104985222400054,-0.122932724114161,0.021882871890160676
latitude_longitude,1987,2012.796241,-0.11704122060413584,-0.1374772228882691,0.020436002284133403
latitude_longitude,1988,125.799765,-0.13967578554724136,-0.07313042707509432,-0.06654535847214738
latitude_longitude,1988,251.59953,-0.19578830884532153,-0.12831568008793065,-0.06747262875739192
latitude_longitude,1988,503.19906,-0.28766543401557465,-0.23355068233025952,-0.054114751685315314
latitude_longitude,1988,1006.39812,-0.3675828106150487,-0.3314584403243534,-0.036124370290695144
latitude_longitude,1988,2012.796241,-0.39954047987191893,-0.36980882581875535,-0.02973165405316443
latitude_longitude,1989,125.799765,-0.04094577709028854,-0.04210503787457717,0.0011592607842889208
latitude_longitude,1989,251.59953,-0.047203733237102925,-0.07016216174560251,0.022958428508499218
latitude_longitude,1989,503.19906,-0.05547002416486,-0.11027466343130403,0.054804639266443154
latitude_longitude,1989,1006.39812,-0.10557178213910273,-0.15389510007680354,0.04832331793770045
latitude_longitude,1989,2012.796241,-0.14254329028084603,-0.18080178526349144,0.03825849498264501
latitude_longitude,1990,125.799765,-0.05814823698843041,-0.019915934134483084,-0.038232302853947187
latitude_longitude,1990,251.59953,-0.07695192389893903,-0.037963961968681396,-0.03898796193025793
latitude_longitude,1990,503.19906,-0.10923253536854831,-0.08099594559710395,-0.028236589771444217
latitude_longitude,1990,1006.39812,-0.14459114646297377,-0.12780735764314502,-0.016783788819828865
latitude_longitude,1990,2012.796241,-0.16087353153910075,-0.14753383879464188,-0.0133396927444593
