partition,lower,upper,record,year,scale,high_n,middle_n,ratio,rms_absolute
20--80,0.2,0.8,200307,2003,4,7,18,-0.19047461291098577,-0.5051639228103744
20--80,0.2,0.8,200307,2003,5,7,18,-0.2495433663794221,-0.7397672330381262
20--80,0.2,0.8,200307,2003,6,7,18,-0.27275421470769345,-0.8401619778381626
20--80,0.2,0.8,200308,2003,1,7,18,0.03657845625620726,0.04152716551696045
20--80,0.2,0.8,200308,2003,2,7,18,0.01358231791006248,0.02002274610016075
20--80,0.2,0.8,200308,2003,3,7,18,-0.03396522357874188,-0.06932405442627099
20--80,0.2,0.8,200308,2003,4,7,18,-0.10891096614808748,-0.2903441610674946
20--80,0.2,0.8,200308,2003,5,7,18,-0.14124963910807187,-0.42143885128517944
20--80,0.2,0.8,200308,2003,6,7,18,-0.15259501381790253,-0.47333367664002246
20--80,0.2,0.8,200406,2004,1,6,18,-0.007537428105606203,-0.008987125106744376
20--80,0.2,0.8,200406,2004,2,6,18,0.005041094868552198,0.007726540346280952
20--80,0.2,0.8,200406,2004,3,6,18,0.028419417455630702,0.05831754516077048
20--80,0.2,0.8,200406,2004,4,6,18,0.009474408407469603,0.024929628371971546
20--80,0.2,0.8,200406,2004,5,6,18,-0.01281984591080354,-0.03787645343522783
20--80,0.2,0.8,200406,2004,6,6,18,-0.02313864689494982,-0.07128902409384352
20--80,0.2,0.8,200407,2004,1,7,18,-0.03605512537552613,-0.04333977956061075
20--80,0.2,0.8,200407,2004,2,7,18,-0.0896048570357787,-0.14069547393315185
20--80,0.2,0.8,200407,2004,3,7,18,-0.15601421947969063,-0.33628704939107923
20--80,0.2,0.8,200407,2004,4,7,18,-0.22899180244788375,-0.6262359675741394
20--80,0.2,0.8,200407,2004,5,7,18,-0.2698341250425417,-0.8158585556690374
20--80,0.2,0.8,200407,2004,6,7,18,-0.28686065289713236,-0.8978513693739272
20--80,0.2,0.8,200408,2004,1,7,18,0.0067254301194688,0.00755542149947841
20--80,0.2,0.8,200408,2004,2,7,18,-0.007211816760674172,-0.010311458589543854
20--80,0.2,0.8,200408,2004,3,7,18,-0.07107928379094663,-0.13846409468334286
20--80,0.2,0.8,200408,2004,4,7,18,-0.20703008340010098,-0.5415876667514743
20--80,0.2,0.8,200408,2004,5,7,18,-0.27917713539911704,-0.8393920141564566
20--80,0.2,0.8,200408,2004,6,7,18,-0.30763680806604377,-0.9736748476442108
20--80,0.2,0.8,200506,2005,1,6,18,-0.05568110450201735,-0.06768581862190892
20--80,0.2,0.8,200506,2005,2,6,18,-0.038828531997364135,-0.06149613577634527
20--80,0.2,0.8,200506,2005,3,6,18,-0.023745880944328057,-0.05203683045959906
20--80,0.2,0.8,200506,2005,4,6,18,-0.06558620545605243,-0.18908794891988734
20--80,0.2,0.8,200506,2005,5,6,18,-0.10176915274907172,-0.33269185269569856
20--80,0.2,0.8,200506,2005,6,6,18,-0.1182411554816557,-0.404516547285807
20--80,0.2,0.8,200507,2005,1,7,18,-0.038178336029557114,-0.04395522627574655
20--80,0.2,0.8,200507,2005,2,7,18,-0.11249698326759983,-0.16970238264158244
20--80,0.2,0.8,200507,2005,3,7,18,-0.19662229142395893,-0.40914799097896326
20--80,0.2,0.8,200507,2005,4,7,18,-0.26111957340899317,-0.6876561990489343
20--80,0.2,0.8,200507,2005,5,7,18,-0.28970866518634786,-0.8384528376114595
20--80,0.2,0.8,200507,2005,6,7,18,-0.3004902995878673,-0.897110611190258
20--80,0.2,0.8,200508,2005,1,7,18,-0.036374195589572667,-0.04194127575879225
20--80,0.2,0.8,200508,2005,2,7,18,-0.04337990603391062,-0.06346272324200486
20--80,0.2,0.8,200508,2005,3,7,18,-0.08135463639629081,-0.15991586659094947
20--80,0.2,0.8,200508,2005,4,7,18,-0.17877982576185536,-0.45317569899026644
20--80,0.2,0.8,200508,2005,5,7,18,-0.2356622448662502,-0.6694996986766508
20--80,0.2,0.8,200508,2005,6,7,18,-0.25885813178912176,-0.7656236949737103
20--80,0.2,0.8,200606,2006,1,6,18,-0.0952639004226018,-0.1129915213551298
20--80,0.2,0.8,200606,2006,2,6,18,-0.059202638154553844,-0.09039527600096786
20--80,0.2,0.8,200606,2006,3,6,18,-0.026042485445076924,-0.05472248678803471
20--80,0.2,0.8,200606,2006,4,6,18,-0.07816201595200278,-0.21927979714843904
20--80,0.2,0.8,200606,2006,5,6,18,-0.12066202094975953,-0.3875334234403329
20--80,0.2,0.8,200606,2006,6,6,18,-0.13901271261815162,-0.469088977048707
20--80,0.2,0.8,200607,2006,1,7,18,0.12876517830175827,0.13939853761056265
20--80,0.2,0.8,200607,2006,2,7,18,0.09473733670762319,0.1315160234834889
20--80,0.2,0.8,200607,2006,3,7,18,0.013978705894365673,0.02640124116830611
20--80,0.2,0.8,200607,2006,4,7,18,-0.03059979070925578,-0.07246812656889645
20--80,0.2,0.8,200607,2006,5,7,18,-0.03805104444661067,-0.0986173847070555
20--80,0.2,0.8,200607,2006,6,7,18,-0.03796799407954965,-0.10133700834897397
20--80,0.2,0.8,200608,2006,1,7,18,-0.12868185020808964,-0.15127554421885847
20--80,0.2,0.8,200608,2006,2,7,18,-0.17325798332196563,-0.2602957045031782
20--80,0.2,0.8,200608,2006,3,7,18,-0.23536797664996678,-0.4783711786098319
20--80,0.2,0.8,200608,2006,4,7,18,-0.2861561788379766,-0.7337096780045953
20--80,0.2,0.8,200608,2006,5,7,18,-0.30352152845352964,-0.8533718502880419
20--80,0.2,0.8,200608,2006,6,7,18,-0.3093540690075073,-0.8963749023283407
20--80,0.2,0.8,200706,2007,1,6,18,0.18643270356482766,0.20493272820178987
20--80,0.2,0.8,200706,2007,2,6,18,0.18737506955527827,0.261798338508747
20--80,0.2,0.8,200706,2007,3,6,18,0.15215463229536752,0.29145892931362605
20--80,0.2,0.8,200706,2007,4,6,18,0.05105938727848969,0.13142863080814404
20--80,0.2,0.8,200706,2007,5,6,18,-0.01361941991639104,-0.040332709255161525
20--80,0.2,0.8,200706,2007,6,6,18,-0.0411028425256722,-0.12822458803965198
20--80,0.2,0.8,200707,2007,1,7,18,-0.08702734075856566,-0.10464785652121611
20--80,0.2,0.8,200707,2007,2,7,18,-0.08655695029267774,-0.13188824834805546
20--80,0.2,0.8,200707,2007,3,7,18,-0.09915552155490126,-0.20152451071447208
20--80,0.2,0.8,200707,2007,4,7,18,-0.1610961235359707,-0.4164584923220138
20--80,0.2,0.8,200707,2007,5,7,18,-0.19602216243997217,-0.5618460756551089
20--80,0.2,0.8,200707,2007,6,7,18,-0.21008859761331178,-0.6240083822987774
20--80,0.2,0.8,200708,2007,1,7,18,0.008970755596485747,0.010544111239694676
20--80,0.2,0.8,200708,2007,2,7,18,-0.03718576319404654,-0.057343295795963645
20--80,0.2,0.8,200708,2007,3,7,18,-0.10604534291707934,-0.22723198100978914
20--80,0.2,0.8,200708,2007,4,7,18,-0.18379261062340646,-0.5071802673485415
20--80,0.2,0.8,200708,2007,5,7,18,-0.22367710791740203,-0.6872788988773779
20--80,0.2,0.8,200708,2007,6,7,18,-0.23978514597050693,-0.7650225504080277
20--80,0.2,0.8,200806,2008,1,6,18,-0.01825801173037478,-0.020506422904305044
20--80,0.2,0.8,200806,2008,2,6,18,-0.020913498391059826,-0.03016196185214426
20--80,0.2,0.8,200806,2008,3,6,18,0.02886478345718846,0.055252091009264426
20--80,0.2,0.8,200806,2008,4,6,18,0.03168006922547972,0.07784323089274281
20--80,0.2,0.8,200806,2008,5,6,18,0.007473650526269804,0.020742644031389368
20--80,0.2,0.8,200806,2008,6,6,18,-0.006026722077654423,-0.0175023403136656
20--80,0.2,0.8,200807,2008,1,7,18,0.0029310608790347192,0.003425383779979807
20--80,0.2,0.8,200807,2008,2,7,18,0.032084307220031416,0.04688161581020278
20--80,0.2,0.8,200807,2008,3,7,18,0.005431268716220572,0.010672977208326273
20--80,0.2,0.8,200807,2008,4,7,18,-0.05318112676565079,-0.1326660604601857
20--80,0.2,0.8,200807,2008,5,7,18,-0.07446534641029201,-0.20393716239780169
20--80,0.2,0.8,200807,2008,6,7,18,-0.08139033694981956,-0.2296700000549432
20--80,0.2,0.8,200808,2008,1,7,18,-0.0377224118813414,-0.04616020280367161
20--80,0.2,0.8,200808,2008,2,7,18,-0.09611250238838276,-0.15224844239690016
20--80,0.2,0.8,200808,2008,3,7,18,-0.16844405961517017,-0.3669012347454892
20--80,0.2,0.8,200808,2008,4,7,18,-0.22684293407551337,-0.6301288766169453
20--80,0.2,0.8,200808,2008,5,7,18,-0.2533909843228527,-0.7771482665450256
20--80,0.2,0.8,200808,2008,6,7,18,-0.26380122169263853,-0.8363629293680237
20--80,0.2,0.8,200906,2009,1,6,18,-0.1681369616998749,-0.22525364300926398
20--80,0.2,0.8,200906,2009,2,6,18,-0.2211701101736827,-0.4019433856126491
20--80,0.2,0.8,200906,2009,3,6,18,-0.2756894051632981,-0.731999318216987
20--80,0.2,0.8,200906,2009,4,6,18,-0.31147317303561606,-1.1138035737225582
20--80,0.2,0.8,200906,2009,5,6,18,-0.32504744102995375,-1.3168477665766884
20--80,0.2,0.8,200906,2009,6,6,18,-0.3299306155480112,-1.3960138493498926
20--80,0.2,0.8,200907,2009,1,7,18,-0.025320308178655382,-0.029950013207256987
20--80,0.2,0.8,200907,2009,2,7,18,-0.02950903326507104,-0.04466427239535742
20--80,0.2,0.8,200907,2009,3,7,18,-0.0751688856522541,-0.1555242932955445
20--80,0.2,0.8,200907,2009,4,7,18,-0.15138717153367676,-0.40660446491792523
20--80,0.2,0.8,200907,2009,5,7,18,-0.1887285294060831,-0.5673934017832698
20--80,0.2,0.8,200907,2009,6,7,18,-0.20271749697133457,-0.6337817475684142
20--80,0.2,0.8,200908,2009,1,7,18,-0.15939531492903103,-0.20771635853631398
20--80,0.2,0.8,200908,2009,2,7,18,-0.18565098775748923,-0.3115618264387625
20--80,0.2,0.8,200908,2009,3,7,18,-0.2158976391797015,-0.4950909326074875
20--80,0.2,0.8,200908,2009,4,7,18,-0.23658007240214884,-0.6992607805793734
20--80,0.2,0.8,200908,2009,5,7,18,-0.24639626418999006,-0.8104602037890727
20--80,0.2,0.8,200908,2009,6,7,18,-0.25055561428799256,-0.8549208898775618
20--80,0.2,0.8,201006,2010,1,6,18,0.01767651347027388,0.01971930620983864
20--80,0.2,0.8,201006,2010,2,6,18,0.03919452965436476,0.05550905986104793
20--80,0.2,0.8,201006,2010,3,6,18,0.09750992684196924,0.18062270936508673
20--80,0.2,0.8,201006,2010,4,6,18,0.09492937039515192,0.2247832541950192
20--80,0.2,0.8,201006,2010,5,6,18,0.05440837211358018,0.14667423425430393
20--80,0.2,0.8,201006,2010,6,6,18,0.032242458740713964,0.09141714391464717
20--80,0.2,0.8,201007,2010,1,7,18,-0.0338386641073769,-0.03893993393126083
20--80,0.2,0.8,201007,2010,2,7,18,-0.081283769952741,-0.11992246498821046
20--80,0.2,0.8,201007,2010,3,7,18,-0.19281081047035453,-0.39225466494781935
20--80,0.2,0.8,201007,2010,4,7,18,-0.31746987409129357,-0.846765179505236
20--80,0.2,0.8,201007,2010,5,7,18,-0.36904484265709114,-1.1024662141857862
20--80,0.2,0.8,201007,2010,6,7,18,-0.3875069936859371,-1.2030433923178583
20--80,0.2,0.8,201008,2010,1,7,18,-0.08349030558491077,-0.10840619199709689
20--80,0.2,0.8,201008,2010,2,7,18,-0.12079731119372417,-0.20785409803108168
20--80,0.2,0.8,201008,2010,3,7,18,-0.1810746151619148,-0.4408484781649866
20--80,0.2,0.8,201008,2010,4,7,18,-0.24033643220038958,-0.7612317232016741
20--80,0.2,0.8,201008,2010,5,7,18,-0.2658557354619211,-0.9393353729718958
20--80,0.2,0.8,201008,2010,6,7,18,-0.27501291038510456,-1.0087437266818595
20--80,0.2,0.8,201106,2011,1,6,18,-0.10114821377031269,-0.11682971674061804
20--80,0.2,0.8,201106,2011,2,6,18,-0.1202178057468496,-0.17971682575461312
20--80,0.2,0.8,201106,2011,3,6,18,-0.14446636907938748,-0.29823759570510955
20--80,0.2,0.8,201106,2011,4,6,18,-0.21925400393023342,-0.6110958562443543
20--80,0.2,0.8,201106,2011,5,6,18,-0.26918945889629875,-0.8635403174982477
20--80,0.2,0.8,201106,2011,6,6,18,-0.29063060472126234,-0.981743607193649
20--80,0.2,0.8,201107,2011,1,7,18,-0.017165273625851962,-0.02020079322539159
20--80,0.2,0.8,201107,2011,2,7,18,-0.03740758241768116,-0.056674479756643414
20--80,0.2,0.8,201107,2011,3,7,18,-0.0599336328721064,-0.12376546995571891
20--80,0.2,0.8,201107,2011,4,7,18,-0.11837373120473016,-0.31425645452383844
20--80,0.2,0.8,201107,2011,5,7,18,-0.15584208960910018,-0.4600174731972402
20--80,0.2,0.8,201107,2011,6,7,18,-0.17194130415824915,-0.5262236826106692
20--80,0.2,0.8,201108,2011,1,7,18,0.011496239782144979,0.01311738270611773
20--80,0.2,0.8,201108,2011,2,7,18,0.008460072792473294,0.01232393461253789
20--80,0.2,0.8,201108,2011,3,7,18,-0.02273290162173791,-0.0447567280434078
20--80,0.2,0.8,201108,2011,4,7,18,-0.10702673312543687,-0.2710767102026441
20--80,0.2,0.8,201108,2011,5,7,18,-0.14871585624279715,-0.4181795270229882
20--80,0.2,0.8,201108,2011,6,7,18,-0.1642808939435928,-0.4783454134010965
20--80,0.2,0.8,201206,2012,1,6,18,-0.14186155452677474,-0.1651413313999872
20--80,0.2,0.8,201206,2012,2,6,18,-0.21937384320336173,-0.3400333299372793
20--80,0.2,0.8,201206,2012,3,6,18,-0.27680742078275544,-0.6095039005070335
20--80,0.2,0.8,201206,2012,4,6,18,-0.3078468445455764,-0.9108250970494236
20--80,0.2,0.8,201206,2012,5,6,18,-0.32598441778525544,-1.1006547215641715
20--80,0.2,0.8,201206,2012,6,6,18,-0.33337332035815725,-1.1798436507341084
20--80,0.2,0.8,201207,2012,1,7,18,-0.1128327395781239,-0.13136047848404298
20--80,0.2,0.8,201207,2012,2,7,18,-0.17616318213742432,-0.26986627425906873
20--80,0.2,0.8,201207,2012,3,7,18,-0.264327035810319,-0.5645751816062412
20--80,0.2,0.8,201207,2012,4,7,18,-0.31429426747707534,-0.8439604279164694
20--80,0.2,0.8,201207,2012,5,7,18,-0.33183065517291155,-0.9730724641824473
20--80,0.2,0.8,201207,2012,6,7,18,-0.3383563451430519,-1.02118408134152
20--80,0.2,0.8,201208,2012,1,7,18,-0.1777599163013891,-0.21758431690562174
20--80,0.2,0.8,201208,2012,2,7,18,-0.23440270127910334,-0.3681459547801653
20--80,0.2,0.8,201208,2012,3,7,18,-0.3256589202174497,-0.7030927749788334
20--80,0.2,0.8,201208,2012,4,7,18,-0.3932094628224272,-1.1035212302190405
20--80,0.2,0.8,201208,2012,5,7,18,-0.4137906501154526,-1.2956293419606686
20--80,0.2,0.8,201208,2012,6,7,18,-0.41979544132265556,-1.364313630890699
20--80,0.2,0.8,201306,2013,1,6,18,0.0019484453938209967,0.0021435906822504514
20--80,0.2,0.8,201306,2013,2,6,18,0.02123620477210819,0.029335095352317264
20--80,0.2,0.8,201306,2013,3,6,18,0.07459249119772471,0.13569738407205056
20--80,0.2,0.8,201306,2013,4,6,18,0.06340762790821364,0.14951053239782652
20--80,0.2,0.8,201306,2013,5,6,18,0.03577247690486063,0.095523994753548
20--80,0.2,0.8,201306,2013,6,6,18,0.02252425267919933,0.06294289061013547
20--80,0.2,0.8,201307,2013,1,7,18,-0.059098285307488174,-0.06899939924621057
20--80,0.2,0.8,201307,2013,2,7,18,-0.056819102538178345,-0.08440208233492408
20--80,0.2,0.8,201307,2013,3,7,18,-0.07807455978658828,-0.1549839243107658
20--80,0.2,0.8,201307,2013,4,7,18,-0.11125124711106715,-0.27144457811870115
20--80,0.2,0.8,201307,2013,5,7,18,-0.12399133355006642,-0.32753198560883323
20--80,0.2,0.8,201307,2013,6,7,18,-0.12827525639677906,-0.3475578451935952
20--80,0.2,0.8,201308,2013,1,7,18,-0.04101478833330874,-0.04908803427195618
20--80,0.2,0.8,201308,2013,2,7,18,-0.09461785328676275,-0.14673422378968493
20--80,0.2,0.8,201308,2013,3,7,18,-0.17779442410329904,-0.37712652649398226
20--80,0.2,0.8,201308,2013,4,7,18,-0.2665865123680703,-0.7167999747837843
20--80,0.2,0.8,201308,2013,5,7,18,-0.30694609461675093,-0.9120796805153981
20--80,0.2,0.8,201308,2013,6,7,18,-0.32242184599503376,-0.9917110951531241
20--80,0.2,0.8,201406,2014,1,6,18,-0.11502702482481497,-0.1353010161706667
20--80,0.2,0.8,201406,2014,2,6,18,-0.1353950097288945,-0.20781690797293217
20--80,0.2,0.8,201406,2014,3,6,18,-0.14210721251975666,-0.2985465911185239
20--80,0.2,0.8,201406,2014,4,6,18,-0.1282091985092939,-0.3512664887373802
20--80,0.2,0.8,201406,2014,5,6,18,-0.12315391739576409,-0.3824335795669507
20--80,0.2,0.8,201406,2014,6,6,18,-0.12221135043099085,-0.3973127596894548
20--80,0.2,0.8,201407,2014,1,7,18,-0.0678632102191341,-0.0770496697006644
20--80,0.2,0.8,201407,2014,2,7,18,-0.11069816447666025,-0.16285139256566428
20--80,0.2,0.8,201407,2014,3,7,18,-0.15046446119048107,-0.3030693899170882
20--80,0.2,0.8,201407,2014,4,7,18,-0.221113211010031,-0.5851891836776115
20--80,0.2,0.8,201407,2014,5,7,18,-0.2639888177797344,-0.7893883308188654
20--80,0.2,0.8,201407,2014,6,7,18,-0.28156080397749206,-0.8789314714374576
20--80,0.2,0.8,201408,2014,1,7,18,0.006251988230141947,0.007129786136982563
20--80,0.2,0.8,201408,2014,2,7,18,0.03316418277903366,0.04750064683977362
20--80,0.2,0.8,201408,2014,3,7,18,0.0808776744694446,0.15334136642102258
20--80,0.2,0.8,201408,2014,4,7,18,0.07398350997146919,0.1826082730264087
20--80,0.2,0.8,201408,2014,5,7,18,0.053936103145453274,0.1505309444139682
20--80,0.2,0.8,201408,2014,6,7,18,0.045200834764916875,0.13175258946089574
20--80,0.2,0.8,201606,2016,1,6,18,-0.01359254167697399,-0.016007033447708263
20--80,0.2,0.8,201606,2016,2,6,18,-0.002821740725044375,-0.004326247602350453
20--80,0.2,0.8,201606,2016,3,6,18,0.012180132126438536,0.025820225423516696
20--80,0.2,0.8,201606,2016,4,6,18,-0.04691684608709357,-0.13413294413008714
20--80,0.2,0.8,201606,2016,5,6,18,-0.09249742660162286,-0.3047682369448985
20--80,0.2,0.8,201606,2016,6,6,18,-0.11223487778067087,-0.3896809368219971
20--80,0.2,0.8,201607,2016,1,7,18,-0.07148892468412116,-0.08389950670787671
20--80,0.2,0.8,201607,2016,2,7,18,-0.1091923430305054,-0.16587671394238734
20--80,0.2,0.8,201607,2016,3,7,18,-0.18533017968290788,-0.38934068469963234
20--80,0.2,0.8,201607,2016,4,7,18,-0.24433806645191603,-0.6532044142230653
20--80,0.2,0.8,201607,2016,5,7,18,-0.26422012731915856,-0.7754702908805742
20--80,0.2,0.8,201607,2016,6,7,18,-0.27094456797249267,-0.8196546223595922
20--80,0.2,0.8,201608,2016,1,7,18,0.14114745700697973,0.1499993201519665
20--80,0.2,0.8,201608,2016,2,7,18,0.14013897551112842,0.18751431740390512
20--80,0.2,0.8,201608,2016,3,7,18,0.1024761545955919,0.18123343208257126
20--80,0.2,0.8,201608,2016,4,7,18,0.049130930573054066,0.10855575849205312
20--80,0.2,0.8,201608,2016,5,7,18,0.022383237115551236,0.054498771453899586
20--80,0.2,0.8,201608,2016,6,7,18,0.011424079990548286,0.028777764852131682
20--80,0.2,0.8,201706,2017,1,6,18,-0.09023499603340912,-0.10428262882610895
20--80,0.2,0.8,201706,2017,2,6,18,-0.10735833296928643,-0.16297856231016405
20--80,0.2,0.8,201706,2017,3,6,18,-0.13313813105313055,-0.2802590494888184
20--80,0.2,0.8,201706,2017,4,6,18,-0.18620121978831095,-0.5254423669019337
20--80,0.2,0.8,201706,2017,5,6,18,-0.22223823502185458,-0.7244151521042621
20--80,0.2,0.8,201706,2017,6,6,18,-0.2383504018993141,-0.8207422971827549
20--80,0.2,0.8,201707,2017,1,7,18,-0.06921343637835198,-0.08103768965319036
20--80,0.2,0.8,201707,2017,2,7,18,-0.07286492184739835,-0.10906477602920805
20--80,0.2,0.8,201707,2017,3,7,18,-0.11668281122455981,-0.23710755753196588
20--80,0.2,0.8,201707,2017,4,7,18,-0.19153829619313245,-0.49003128489765047
20--80,0.2,0.8,201707,2017,5,7,18,-0.22714527830854891,-0.6363322985764714
20--80,0.2,0.8,201707,2017,6,7,18,-0.24043152315434468,-0.6936519077992322
20--80,0.2,0.8,201708,2017,1,7,18,-0.004195800242510539,-0.004912501458527618
20--80,0.2,0.8,201708,2017,2,7,18,-0.01854714062067664,-0.02810607698383283
20--80,0.2,0.8,201708,2017,3,7,18,-0.03604489779879372,-0.07527893617129777
20--80,0.2,0.8,201708,2017,4,7,18,-0.06900680622551225,-0.18500288452474845
20--80,0.2,0.8,201708,2017,5,7,18,-0.09046172852676393,-0.2691000540441193
20--80,0.2,0.8,201708,2017,6,7,18,-0.10019722884577686,-0.3088031091490411
20--80,0.2,0.8,201806,2018,1,6,18,-0.056218546898114785,-0.06566437077950438
20--80,0.2,0.8,201806,2018,2,6,18,-0.060572093383947645,-0.09131333047892154
20--80,0.2,0.8,201806,2018,3,6,18,-0.05416191573397888,-0.11115931277403313
20--80,0.2,0.8,201806,2018,4,6,18,-0.10607104825151237,-0.28758544633552496
20--80,0.2,0.8,201806,2018,5,6,18,-0.1490535866453384,-0.461846213966024
20--80,0.2,0.8,201806,2018,6,6,18,-0.16827026699260028,-0.5479332733873514
20--80,0.2,0.8,201807,2018,1,7,18,-0.0856477251587362,-0.0943529523723785
20--80,0.2,0.8,201807,2018,2,7,18,-0.15081955751373533,-0.21045187195880954
20--80,0.2,0.8,201807,2018,3,7,18,-0.24219732578804332,-0.4490591609489125
20--80,0.2,0.8,201807,2018,4,7,18,-0.32147080639510495,-0.7400001006921868
20--80,0.2,0.8,201807,2018,5,7,18,-0.3585563127510969,-0.9004075073120781
20--80,0.2,0.8,201807,2018,6,7,18,-0.3736279108208125,-0.9653224583236732
20--80,0.2,0.8,201808,2018,1,7,18,-0.09984335037271908,-0.11371221781965701
20--80,0.2,0.8,201808,2018,2,7,18,-0.1095941860895221,-0.1543498361011859
20--80,0.2,0.8,201808,2018,3,7,18,-0.13445192429550867,-0.24341401220107306
20--80,0.2,0.8,201808,2018,4,7,18,-0.22694551673970942,-0.516564080198815
20--80,0.2,0.8,201808,2018,5,7,18,-0.2894349718485075,-0.7362911169667439
20--80,0.2,0.8,201808,2018,6,7,18,-0.3164813736830674,-0.839056002069718
20--80,0.2,0.8,201906,2019,1,6,18,-0.025338196026529314,-0.02894754341124628
20--80,0.2,0.8,201906,2019,2,6,18,-0.018273025227106166,-0.02665258960605943
20--80,0.2,0.8,201906,2019,3,6,18,0.0026445846569609355,0.005241456572059544
20--80,0.2,0.8,201906,2019,4,6,18,0.0012223170409335626,0.003217798101845304
20--80,0.2,0.8,201906,2019,5,6,18,-0.017193811366389533,-0.051994135530986085
20--80,0.2,0.8,201906,2019,6,6,18,-0.027626175045198043,-0.08801230011119454
20--80,0.2,0.8,201907,2019,1,7,18,0.002857280258116379,0.0033392138529237947
20--80,0.2,0.8,201907,2019,2,7,18,-0.017057644641733427,-0.025393330783073154
20--80,0.2,0.8,201907,2019,3,7,18,-0.03617662651680409,-0.07252035193060813
20--80,0.2,0.8,201907,2019,4,7,18,-0.06755947969727727,-0.17253848334526456
20--80,0.2,0.8,201907,2019,5,7,18,-0.0922303484929996,-0.2617907727361306
20--80,0.2,0.8,201907,2019,6,7,18,-0.10365080562552753,-0.305190595970223
20--80,0.2,0.8,201908,2019,1,7,18,-0.09583827267959832,-0.1197319550874445
20--80,0.2,0.8,201908,2019,2,7,18,-0.09157152892689735,-0.1440880455471083
20--80,0.2,0.8,201908,2019,3,7,18,-0.09979923633743648,-0.20962534595705806
20--80,0.2,0.8,201908,2019,4,7,18,-0.16384917746952277,-0.4474617542862296
20--80,0.2,0.8,201908,2019,5,7,18,-0.207918886299586,-0.6417711050859181
20--80,0.2,0.8,201908,2019,6,7,18,-0.22675348951206242,-0.7315198788418869
20--80,0.2,0.8,202006,2020,1,6,18,-0.02405599268945602,-0.027742479394123443
20--80,0.2,0.8,202006,2020,2,6,18,-0.0017421829579076231,-0.002602423027776357
20--80,0.2,0.8,202006,2020,3,6,18,-0.014358219556267482,-0.030261339102374052
20--80,0.2,0.8,202006,2020,4,6,18,-0.0685674861075094,-0.19682861614345004
20--80,0.2,0.8,202006,2020,5,6,18,-0.094245799647795,-0.30990616791511716
20--80,0.2,0.8,202006,2020,6,6,18,-0.10357409554276586,-0.3573444385850424
20--80,0.2,0.8,202007,2020,1,7,18,0.01552460239692377,0.016591077533727017
20--80,0.2,0.8,202007,2020,2,7,18,-0.01905731641456443,-0.025743489393474484
20--80,0.2,0.8,202007,2020,3,7,18,-0.06689497980206116,-0.12192211456054158
20--80,0.2,0.8,202007,2020,4,7,18,-0.11802610524543056,-0.2809149081407867
20--80,0.2,0.8,202007,2020,5,7,18,-0.1460292447084638,-0.3916307790863156
20--80,0.2,0.8,202007,2020,6,7,18,-0.15778545643857922,-0.44139599006063346
20--80,0.2,0.8,202008,2020,1,7,18,-0.04409941470180889,-0.05361429827721986
20--80,0.2,0.8,202008,2020,2,7,18,-0.05403068895331575,-0.08537043941479316
20--80,0.2,0.8,202008,2020,3,7,18,-0.07258564959412117,-0.15523591793290947
20--80,0.2,0.8,202008,2020,4,7,18,-0.08566784930323079,-0.22613122662210028
20--80,0.2,0.8,202008,2020,5,7,18,-0.08932820592782298,-0.2559430759655239
20--80,0.2,0.8,202008,2020,6,7,18,-0.08987423807404904,-0.26436115748436695
20--80,0.2,0.8,202106,2021,1,6,18,-0.20987069389846713,-0.2620460108900162
20--80,0.2,0.8,202106,2021,2,6,18,-0.2243731697782697,-0.36464983993374567
20--80,0.2,0.8,202106,2021,3,6,18,-0.24976242760303868,-0.5664395642037752
20--80,0.2,0.8,202106,2021,4,6,18,-0.2899013219535398,-0.8765435358179907
20--80,0.2,0.8,202106,2021,5,6,18,-0.3181965012546981,-1.0989796539830277
20--80,0.2,0.8,202106,2021,6,6,18,-0.33058177952551526,-1.1984647564645057
20--80,0.2,0.8,202107,2021,1,7,18,-0.01259418561491088,-0.013813620526191173
20--80,0.2,0.8,202107,2021,2,7,18,0.01794870006307092,0.024647823852690376
20--80,0.2,0.8,202107,2021,3,7,18,0.04550955672863344,0.0812827766637989
20--80,0.2,0.8,202107,2021,4,7,18,0.012444651722097744,0.027405896264109053
20--80,0.2,0.8,202107,2021,5,7,18,-0.014659027576995332,-0.03523467284947834
20--80,0.2,0.8,202107,2021,6,7,18,-0.02638114911291911,-0.06525175093808677
20--80,0.2,0.8,202108,2021,1,7,18,0.04706233225903622,0.05550340191194314
20--80,0.2,0.8,202108,2021,2,7,18,0.051706881998342835,0.07860681503103306
20--80,0.2,0.8,202108,2021,3,7,18,0.05632141432652649,0.11702452597719493
20--80,0.2,0.8,202108,2021,4,7,18,0.020631920291912298,0.055745517743844175
20--80,0.2,0.8,202108,2021,5,7,18,0.0015495191268783959,0.004688088771398924
20--80,0.2,0.8,202108,2021,6,7,18,-0.005953544037714864,-0.018731827766931275
20--80,0.2,0.8,202306,2023,1,6,18,-0.058302691955272046,-0.07053417433979847
20--80,0.2,0.8,202306,2023,2,6,18,-0.06268523405578086,-0.09810132023493123
20--80,0.2,0.8,202306,2023,3,6,18,-0.04144526722666164,-0.08845038556364315
20--80,0.2,0.8,202306,2023,4,6,18,-0.03139981510055867,-0.08737333631114552
20--80,0.2,0.8,202306,2023,5,6,18,-0.044277437485062854,-0.1397184469916457
