partition,lower,upper,record,year,scale,high_n,middle_n,ratio,rms_absolute
Tertiles,0.3333333333333333,0.6666666666666666,200208,2002,2,11,10,-0.17689030706528053,-0.3016867596706594
Tertiles,0.3333333333333333,0.6666666666666666,200208,2002,3,11,10,-0.20219790912911506,-0.46547614724190733
Tertiles,0.3333333333333333,0.6666666666666666,200208,2002,4,11,10,-0.24515425012848524,-0.7185211126057087
Tertiles,0.3333333333333333,0.6666666666666666,200208,2002,5,11,10,-0.27760450530581116,-0.9096578068914933
Tertiles,0.3333333333333333,0.6666666666666666,200208,2002,6,11,10,-0.2913897315332772,-0.9935153787616109
Tertiles,0.3333333333333333,0.6666666666666666,200306,2003,1,10,10,-0.0662109125298832,-0.07817826212529377
Tertiles,0.3333333333333333,0.6666666666666666,200306,2003,2,10,10,-0.10463673407106733,-0.1626317769294321
Tertiles,0.3333333333333333,0.6666666666666666,200306,2003,3,10,10,-0.09004948780578848,-0.18881395645797028
Tertiles,0.3333333333333333,0.6666666666666666,200306,2003,4,10,10,-0.06531129431883398,-0.17418269264737152
Tertiles,0.3333333333333333,0.6666666666666666,200306,2003,5,10,10,-0.07376807130444074,-0.22142137295833653
Tertiles,0.3333333333333333,0.6666666666666666,200306,2003,6,10,10,-0.0812743339386165,-0.2550618994957201
Tertiles,0.3333333333333333,0.6666666666666666,200307,2003,1,11,10,-0.07494908616006657,-0.0892124663554208
Tertiles,0.3333333333333333,0.6666666666666666,200307,2003,2,11,10,-0.06096694916291656,-0.09239915961150302
Tertiles,0.3333333333333333,0.6666666666666666,200307,2003,3,11,10,-0.05479951128925298,-0.11092259855289255
Tertiles,0.3333333333333333,0.6666666666666666,200307,2003,4,11,10,-0.12903037389330263,-0.334635297317492
Tertiles,0.3333333333333333,0.6666666666666666,200307,2003,5,11,10,-0.17302331083207545,-0.49800838821835924
Tertiles,0.3333333333333333,0.6666666666666666,200307,2003,6,11,10,-0.19058064648570816,-0.5682787380222623
Tertiles,0.3333333333333333,0.6666666666666666,200308,2003,1,11,10,0.04826967649497971,0.055183376640980164
Tertiles,0.3333333333333333,0.6666666666666666,200308,2003,2,11,10,0.0496079466486361,0.07278683720429768
Tertiles,0.3333333333333333,0.6666666666666666,200308,2003,3,11,10,0.03905445535695806,0.077807658642838
Tertiles,0.3333333333333333,0.6666666666666666,200308,2003,4,11,10,-0.02055848299265084,-0.05295254496933044
Tertiles,0.3333333333333333,0.6666666666666666,200308,2003,5,11,10,-0.05285459464230369,-0.15208721012083526
Tertiles,0.3333333333333333,0.6666666666666666,200308,2003,6,11,10,-0.06554399080744355,-0.19608085944613318
Tertiles,0.3333333333333333,0.6666666666666666,200406,2004,1,10,10,0.08265549482629675,0.09492350955366424
Tertiles,0.3333333333333333,0.6666666666666666,200406,2004,2,10,10,0.1347114359510524,0.1952521025447096
Tertiles,0.3333333333333333,0.6666666666666666,200406,2004,3,10,10,0.20231152852841694,0.3831768884135407
Tertiles,0.3333333333333333,0.6666666666666666,200406,2004,4,10,10,0.1900674556495312,0.45834666591551176
Tertiles,0.3333333333333333,0.6666666666666666,200406,2004,5,10,10,0.1604416955833805,0.43520452387801534
Tertiles,0.3333333333333333,0.6666666666666666,200406,2004,6,10,10,0.1452539213772126,0.41153352112347186
Tertiles,0.3333333333333333,0.6666666666666666,200407,2004,1,11,10,0.07766575458836722,0.08866927198924257
Tertiles,0.3333333333333333,0.6666666666666666,200407,2004,2,11,10,0.04808697429485376,0.0713275820712802
Tertiles,0.3333333333333333,0.6666666666666666,200407,2004,3,11,10,-0.033636850836339605,-0.06943990683231327
Tertiles,0.3333333333333333,0.6666666666666666,200407,2004,4,11,10,-0.13888980323983824,-0.3717590369461563
Tertiles,0.3333333333333333,0.6666666666666666,200407,2004,5,11,10,-0.19357792249255956,-0.5790912365516387
Tertiles,0.3333333333333333,0.6666666666666666,200407,2004,6,11,10,-0.21568272087977358,-0.670887009483053
Tertiles,0.3333333333333333,0.6666666666666666,200408,2004,1,11,10,0.07170628781531141,0.07692851858879424
Tertiles,0.3333333333333333,0.6666666666666666,200408,2004,2,11,10,0.09679553698504972,0.12957768949642112
Tertiles,0.3333333333333333,0.6666666666666666,200408,2004,3,11,10,0.07244146999062862,0.12955953393320918
Tertiles,0.3333333333333333,0.6666666666666666,200408,2004,4,11,10,-0.06101950677533241,-0.146802980376032
Tertiles,0.3333333333333333,0.6666666666666666,200408,2004,5,11,10,-0.13536661282424156,-0.37592230702993046
Tertiles,0.3333333333333333,0.6666666666666666,200408,2004,6,11,10,-0.1641980419443375,-0.48084721428385624
Tertiles,0.3333333333333333,0.6666666666666666,200506,2005,1,10,10,-0.09652480710858724,-0.12073250452555584
Tertiles,0.3333333333333333,0.6666666666666666,200506,2005,2,10,10,-0.09489595616206059,-0.15615390253642136
Tertiles,0.3333333333333333,0.6666666666666666,200506,2005,3,10,10,-0.09628694721326658,-0.22110851983536595
Tertiles,0.3333333333333333,0.6666666666666666,200506,2005,4,10,10,-0.13074817478542655,-0.39368307560228466
Tertiles,0.3333333333333333,0.6666666666666666,200506,2005,5,10,10,-0.15814127263807465,-0.5376143646138587
Tertiles,0.3333333333333333,0.6666666666666666,200506,2005,6,10,10,-0.17049561179649964,-0.6053053225535567
Tertiles,0.3333333333333333,0.6666666666666666,200507,2005,1,11,10,-0.06739399906814048,-0.07825736782841597
Tertiles,0.3333333333333333,0.6666666666666666,200507,2005,2,11,10,-0.13889959080959602,-0.2116030972903573
Tertiles,0.3333333333333333,0.6666666666666666,200507,2005,3,11,10,-0.20776820073027735,-0.43525158884449233
Tertiles,0.3333333333333333,0.6666666666666666,200507,2005,4,11,10,-0.259278028837419,-0.6857649399899204
Tertiles,0.3333333333333333,0.6666666666666666,200507,2005,5,11,10,-0.2865373118685429,-0.8343700538396792
Tertiles,0.3333333333333333,0.6666666666666666,200507,2005,6,11,10,-0.2977993721701906,-0.8957247773877048
Tertiles,0.3333333333333333,0.6666666666666666,200508,2005,1,11,10,0.01052693929025117,0.01194996017329819
Tertiles,0.3333333333333333,0.6666666666666666,200508,2005,2,11,10,0.025312112267240394,0.036120993248279554
Tertiles,0.3333333333333333,0.6666666666666666,200508,2005,3,11,10,0.012074862172717582,0.022925837343366062
Tertiles,0.3333333333333333,0.6666666666666666,200508,2005,4,11,10,-0.06420849141026619,-0.15594549036846672
Tertiles,0.3333333333333333,0.6666666666666666,200508,2005,5,11,10,-0.1112948365617088,-0.30153610157729993
Tertiles,0.3333333333333333,0.6666666666666666,200508,2005,6,11,10,-0.13076060251526522,-0.3680558998128083
Tertiles,0.3333333333333333,0.6666666666666666,200606,2006,1,10,10,-0.08351580541088988,-0.09894030756352512
Tertiles,0.3333333333333333,0.6666666666666666,200606,2006,2,10,10,-0.04149109093393255,-0.06331809544118716
Tertiles,0.3333333333333333,0.6666666666666666,200606,2006,3,10,10,0.010769593112619269,0.022511914585070514
Tertiles,0.3333333333333333,0.6666666666666666,200606,2006,4,10,10,-0.01522801989276601,-0.042156963291187566
Tertiles,0.3333333333333333,0.6666666666666666,200606,2006,5,10,10,-0.0534640297197686,-0.16931531776074582
Tertiles,0.3333333333333333,0.6666666666666666,200606,2006,6,10,10,-0.0717463601017575,-0.23879407110695183
Tertiles,0.3333333333333333,0.6666666666666666,200607,2006,1,11,10,-0.0011158724730094827,-0.0012768276983345928
Tertiles,0.3333333333333333,0.6666666666666666,200607,2006,2,11,10,-0.017970121367692604,-0.026274171298830584
Tertiles,0.3333333333333333,0.6666666666666666,200607,2006,3,11,10,-0.07220336505602165,-0.1433382737459321
Tertiles,0.3333333333333333,0.6666666666666666,200607,2006,4,11,10,-0.09560853692186455,-0.2366258901797993
Tertiles,0.3333333333333333,0.6666666666666666,200607,2006,5,11,10,-0.09405855016961473,-0.2535908019479569
Tertiles,0.3333333333333333,0.6666666666666666,200607,2006,6,11,10,-0.09063940506777013,-0.2511149252809526
Tertiles,0.3333333333333333,0.6666666666666666,200608,2006,1,11,10,-0.13289537452679145,-0.1597938705524995
Tertiles,0.3333333333333333,0.6666666666666666,200608,2006,2,11,10,-0.17755152365265903,-0.27496645673128706
Tertiles,0.3333333333333333,0.6666666666666666,200608,2006,3,11,10,-0.22871087260217382,-0.4805092381673495
Tertiles,0.3333333333333333,0.6666666666666666,200608,2006,4,11,10,-0.2604651399113561,-0.6841382382832988
Tertiles,0.3333333333333333,0.6666666666666666,200608,2006,5,11,10,-0.2688720868266672,-0.7692817651724715
Tertiles,0.3333333333333333,0.6666666666666666,200608,2006,6,11,10,-0.27096879214185776,-0.7964855225448542
Tertiles,0.3333333333333333,0.6666666666666666,200706,2007,1,10,10,0.19214010283729288,0.2060331148227199
Tertiles,0.3333333333333333,0.6666666666666666,200706,2007,2,10,10,0.20972651487811134,0.28312129844270384
Tertiles,0.3333333333333333,0.6666666666666666,200706,2007,3,10,10,0.20125880756921766,0.3694328687395054
Tertiles,0.3333333333333333,0.6666666666666666,200706,2007,4,10,10,0.1274104608866673,0.31289864559041547
Tertiles,0.3333333333333333,0.6666666666666666,200706,2007,5,10,10,0.07110421386644417,0.20074270801655292
Tertiles,0.3333333333333333,0.6666666666666666,200706,2007,6,10,10,0.04553056330657257,0.13544189294486308
Tertiles,0.3333333333333333,0.6666666666666666,200707,2007,1,11,10,-0.0942369159204508,-0.11405628668063272
Tertiles,0.3333333333333333,0.6666666666666666,200707,2007,2,11,10,-0.0909661665166065,-0.13925099775641314
Tertiles,0.3333333333333333,0.6666666666666666,200707,2007,3,11,10,-0.10575659498575118,-0.21634061654956271
Tertiles,0.3333333333333333,0.6666666666666666,200707,2007,4,11,10,-0.17092493844209833,-0.447791267935826
Tertiles,0.3333333333333333,0.6666666666666666,200707,2007,5,11,10,-0.20783294969815158,-0.6061559398111864
Tertiles,0.3333333333333333,0.6666666666666666,200707,2007,6,11,10,-0.22273871600932693,-0.6743476809527627
Tertiles,0.3333333333333333,0.6666666666666666,200708,2007,1,11,10,0.03735803589273501,0.043545087385270076
Tertiles,0.3333333333333333,0.6666666666666666,200708,2007,2,11,10,-0.0055472285829962775,-0.008530173199976065
Tertiles,0.3333333333333333,0.6666666666666666,200708,2007,3,11,10,-0.07304419599894618,-0.15700015033355186
Tertiles,0.3333333333333333,0.6666666666666666,200708,2007,4,11,10,-0.15052573850522644,-0.4185134679381406
Tertiles,0.3333333333333333,0.6666666666666666,200708,2007,5,11,10,-0.19143136494746005,-0.5947386954495189
Tertiles,0.3333333333333333,0.6666666666666666,200708,2007,6,11,10,-0.2080128274553441,-0.6721439666251126
Tertiles,0.3333333333333333,0.6666666666666666,200806,2008,1,10,10,0.06949892791777246,0.07533251291970533
Tertiles,0.3333333333333333,0.6666666666666666,200806,2008,2,10,10,0.06017922425578326,0.08415602366182107
Tertiles,0.3333333333333333,0.6666666666666666,200806,2008,3,10,10,0.07149224300105028,0.1340716482831361
Tertiles,0.3333333333333333,0.6666666666666666,200806,2008,4,10,10,0.042159456201072976,0.10234248591461537
Tertiles,0.3333333333333333,0.6666666666666666,200806,2008,5,10,10,0.011675688641510584,0.032094483754748104
Tertiles,0.3333333333333333,0.6666666666666666,200806,2008,6,10,10,-0.0033273661080817085,-0.009579861634288811
Tertiles,0.3333333333333333,0.6666666666666666,200807,2008,1,11,10,0.006632889121996666,0.0078070214602137256
Tertiles,0.3333333333333333,0.6666666666666666,200807,2008,2,11,10,0.02265189012750235,0.033486636744388676
Tertiles,0.3333333333333333,0.6666666666666666,200807,2008,3,11,10,-0.0021122737110910172,-0.0041992528942444984
Tertiles,0.3333333333333333,0.6666666666666666,200807,2008,4,11,10,-0.05449476798708286,-0.13755932733868637
Tertiles,0.3333333333333333,0.6666666666666666,200807,2008,5,11,10,-0.07419624603995811,-0.20572400032239369
Tertiles,0.3333333333333333,0.6666666666666666,200807,2008,6,11,10,-0.08061010376215816,-0.23033778570579244
Tertiles,0.3333333333333333,0.6666666666666666,200808,2008,1,11,10,-0.0049210231042733366,-0.005963532829183382
Tertiles,0.3333333333333333,0.6666666666666666,200808,2008,2,11,10,-0.032343547241620696,-0.05045882612400332
Tertiles,0.3333333333333333,0.6666666666666666,200808,2008,3,11,10,-0.09222197121959186,-0.1990585367826201
Tertiles,0.3333333333333333,0.6666666666666666,200808,2008,4,11,10,-0.16075964835743461,-0.4469810029135264
Tertiles,0.3333333333333333,0.6666666666666666,200808,2008,5,11,10,-0.19477301928766533,-0.6002372614211753
Tertiles,0.3333333333333333,0.6666666666666666,200808,2008,6,11,10,-0.20856001690247394,-0.6653271844305158
Tertiles,0.3333333333333333,0.6666666666666666,200906,2009,1,10,10,0.03163964796208796,0.03883013647979627
Tertiles,0.3333333333333333,0.6666666666666666,200906,2009,2,10,10,0.06342362806041235,0.10179311460199347
Tertiles,0.3333333333333333,0.6666666666666666,200906,2009,3,10,10,0.07311017225357364,0.166709911068053
Tertiles,0.3333333333333333,0.6666666666666666,200906,2009,4,10,10,0.028201581363486605,0.08702466028149125
Tertiles,0.3333333333333333,0.6666666666666666,200906,2009,5,10,10,0.0009892696754485453,0.003479452209848688
Tertiles,0.3333333333333333,0.6666666666666666,200906,2009,6,10,10,-0.010009589963613341,-0.03686518414386164
Tertiles,0.3333333333333333,0.6666666666666666,200907,2009,1,11,10,-0.005285323789283147,-0.006244883726207906
Tertiles,0.3333333333333333,0.6666666666666666,200907,2009,2,11,10,-0.023882748188416514,-0.03646116063593219
Tertiles,0.3333333333333333,0.6666666666666666,200907,2009,3,11,10,-0.08617042866528235,-0.1824849831858928
Tertiles,0.3333333333333333,0.6666666666666666,200907,2009,4,11,10,-0.16548883643381396,-0.4578985066400758
Tertiles,0.3333333333333333,0.6666666666666666,200907,2009,5,11,10,-0.2000984129449983,-0.6196453580580323
Tertiles,0.3333333333333333,0.6666666666666666,200907,2009,6,11,10,-0.2124572263509803,-0.6837589707611214
Tertiles,0.3333333333333333,0.6666666666666666,200908,2009,1,11,10,-0.1927887519979059,-0.25782792083932016
Tertiles,0.3333333333333333,0.6666666666666666,200908,2009,2,11,10,-0.2056585995506598,-0.3511762736175137
Tertiles,0.3333333333333333,0.6666666666666666,200908,2009,3,11,10,-0.233773506460501,-0.5446956170837942
Tertiles,0.3333333333333333,0.6666666666666666,200908,2009,4,11,10,-0.24771224167500472,-0.7420807773074154
Tertiles,0.3333333333333333,0.6666666666666666,200908,2009,5,11,10,-0.25010788831804776,-0.8310421246102839
Tertiles,0.3333333333333333,0.6666666666666666,200908,2009,6,11,10,-0.250778510767378,-0.8630028442163198
Tertiles,0.3333333333333333,0.6666666666666666,201006,2010,1,10,10,-0.04825310194050181,-0.056102321687375944
Tertiles,0.3333333333333333,0.6666666666666666,201006,2010,2,10,10,-0.02599310147135747,-0.03834329362971456
Tertiles,0.3333333333333333,0.6666666666666666,201006,2010,3,10,10,0.03426501241738844,0.06570167061013121
Tertiles,0.3333333333333333,0.6666666666666666,201006,2010,4,10,10,0.04516431588838832,0.10967302647737398
Tertiles,0.3333333333333333,0.6666666666666666,201006,2010,5,10,10,0.015813940209550514,0.04358599280087194
Tertiles,0.3333333333333333,0.6666666666666666,201006,2010,6,10,10,-0.0015683308815949148,-0.004542798151333294
Tertiles,0.3333333333333333,0.6666666666666666,201007,2010,1,11,10,0.0011013215118336195,0.0012554640490929359
Tertiles,0.3333333333333333,0.6666666666666666,201007,2010,2,11,10,-0.01920853951083623,-0.027815953416661543
Tertiles,0.3333333333333333,0.6666666666666666,201007,2010,3,11,10,-0.08986767400840479,-0.17728240434657616
Tertiles,0.3333333333333333,0.6666666666666666,201007,2010,4,11,10,-0.19486880869252088,-0.5025661164768884
Tertiles,0.3333333333333333,0.6666666666666666,201007,2010,5,11,10,-0.24389351237171275,-0.7056535558752497
Tertiles,0.3333333333333333,0.6666666666666666,201007,2010,6,11,10,-0.2624254440061562,-0.790005613058403
Tertiles,0.3333333333333333,0.6666666666666666,201008,2010,1,11,10,-0.009223171859312762,-0.011594739045870384
Tertiles,0.3333333333333333,0.6666666666666666,201008,2010,2,11,10,-0.05534537244426263,-0.0932041516381541
Tertiles,0.3333333333333333,0.6666666666666666,201008,2010,3,11,10,-0.13891217500035247,-0.3379496174524128
Tertiles,0.3333333333333333,0.6666666666666666,201008,2010,4,11,10,-0.2081119256761379,-0.6652108396212135
Tertiles,0.3333333333333333,0.6666666666666666,201008,2010,5,11,10,-0.22955077140867675,-0.8175274022024164
Tertiles,0.3333333333333333,0.6666666666666666,201008,2010,6,11,10,-0.23581991202657382,-0.8706509107208982
Tertiles,0.3333333333333333,0.6666666666666666,201106,2011,1,10,10,-0.016365042850194578,-0.018293711131807555
Tertiles,0.3333333333333333,0.6666666666666666,201106,2011,2,10,10,-0.02283521162049096,-0.032839120948683576
Tertiles,0.3333333333333333,0.6666666666666666,201106,2011,3,10,10,-0.030349288571411392,-0.05969740042801375
Tertiles,0.3333333333333333,0.6666666666666666,201106,2011,4,10,10,-0.08381146957110042,-0.22049665890413195
Tertiles,0.3333333333333333,0.6666666666666666,201106,2011,5,10,10,-0.12604114167746894,-0.38053845053998714
Tertiles,0.3333333333333333,0.6666666666666666,201106,2011,6,10,10,-0.14433936300872452,-0.4583184039402113
Tertiles,0.3333333333333333,0.6666666666666666,201107,2011,1,11,10,-0.06363163952520545,-0.0769965653624145
Tertiles,0.3333333333333333,0.6666666666666666,201107,2011,2,11,10,-0.10489258914735311,-0.1655631664443482
Tertiles,0.3333333333333333,0.6666666666666666,201107,2011,3,11,10,-0.1376401243009413,-0.2982935977272678
Tertiles,0.3333333333333333,0.6666666666666666,201107,2011,4,11,10,-0.17743401992619134,-0.4921890850963182
Tertiles,0.3333333333333333,0.6666666666666666,201107,2011,5,11,10,-0.19828455819633362,-0.607963349516953
Tertiles,0.3333333333333333,0.6666666666666666,201107,2011,6,11,10,-0.20653104901080455,-0.6545508580935078
Tertiles,0.3333333333333333,0.6666666666666666,201108,2011,1,11,10,0.08081858646173146,0.08742673627363651
Tertiles,0.3333333333333333,0.6666666666666666,201108,2011,2,11,10,0.11293604834931426,0.15363964487100823
Tertiles,0.3333333333333333,0.6666666666666666,201108,2011,3,11,10,0.10427144077804007,0.19074299439005138
Tertiles,0.3333333333333333,0.6666666666666666,201108,2011,4,11,10,0.024720772517168532,0.05838341942015113
Tertiles,0.3333333333333333,0.6666666666666666,201108,2011,5,11,10,-0.014150333618264233,-0.037139546884338515
Tertiles,0.3333333333333333,0.6666666666666666,201108,2011,6,11,10,-0.028349210218273302,-0.0770560834503371
Tertiles,0.3333333333333333,0.6666666666666666,201206,2012,1,10,10,-0.14998214466205917,-0.17332639916029713
Tertiles,0.3333333333333333,0.6666666666666666,201206,2012,2,10,10,-0.20800549467317875,-0.3160898939574852
Tertiles,0.3333333333333333,0.6666666666666666,201206,2012,3,10,10,-0.26822534543168186,-0.5732881846725641
Tertiles,0.3333333333333333,0.6666666666666666,201206,2012,4,10,10,-0.31261533011382103,-0.8989889116225882
Tertiles,0.3333333333333333,0.6666666666666666,201206,2012,5,10,10,-0.332055202779148,-1.090158303213916
Tertiles,0.3333333333333333,0.6666666666666666,201206,2012,6,10,10,-0.3392794165441416,-1.1676148303307583
Tertiles,0.3333333333333333,0.6666666666666666,201207,2012,1,11,10,-0.15152753454470735,-0.1815717722046295
Tertiles,0.3333333333333333,0.6666666666666666,201207,2012,2,11,10,-0.20353196821932196,-0.3221056207413362
Tertiles,0.3333333333333333,0.6666666666666666,201207,2012,3,11,10,-0.2771670863231359,-0.6146382709190239
Tertiles,0.3333333333333333,0.6666666666666666,201207,2012,4,11,10,-0.3162462910394581,-0.8812594641177505
Tertiles,0.3333333333333333,0.6666666666666666,201207,2012,5,11,10,-0.3298405802517409,-1.0031727842373472
Tertiles,0.3333333333333333,0.6666666666666666,201207,2012,6,11,10,-0.33499116100631676,-1.0483505508069486
Tertiles,0.3333333333333333,0.6666666666666666,201208,2012,1,11,10,-0.18086398930295733,-0.22226792227157688
Tertiles,0.3333333333333333,0.6666666666666666,201208,2012,2,11,10,-0.2337163413895239,-0.36981659439771253
Tertiles,0.3333333333333333,0.6666666666666666,201208,2012,3,11,10,-0.32505380456055244,-0.7140231114493836
Tertiles,0.3333333333333333,0.6666666666666666,201208,2012,4,11,10,-0.3794796013585401,-1.0815091867023439
Tertiles,0.3333333333333333,0.6666666666666666,201208,2012,5,11,10,-0.39220085408536,-1.2417854020895787
Tertiles,0.3333333333333333,0.6666666666666666,201208,2012,6,11,10,-0.3952628345328735,-1.2965104678441355
Tertiles,0.3333333333333333,0.6666666666666666,201306,2013,1,10,10,-0.007295386968338202,-0.008067808204998084
Tertiles,0.3333333333333333,0.6666666666666666,201306,2013,2,10,10,0.016234815672431457,0.022470115914343225
Tertiles,0.3333333333333333,0.6666666666666666,201306,2013,3,10,10,0.0668716165898211,0.12206610294333542
Tertiles,0.3333333333333333,0.6666666666666666,201306,2013,4,10,10,0.061311804341582565,0.1454577301108433
Tertiles,0.3333333333333333,0.6666666666666666,201306,2013,5,10,10,0.04261762909583444,0.11428914175482952
Tertiles,0.3333333333333333,0.6666666666666666,201306,2013,6,10,10,0.033375359862635845,0.09355482515789504
Tertiles,0.3333333333333333,0.6666666666666666,201307,2013,1,11,10,0.02075073018851392,0.023453061964485933
Tertiles,0.3333333333333333,0.6666666666666666,201307,2013,2,11,10,0.025338219256299865,0.03629634113360636
Tertiles,0.3333333333333333,0.6666666666666666,201307,2013,3,11,10,-0.007804274624953922,-0.015025935050164918
Tertiles,0.3333333333333333,0.6666666666666666,201307,2013,4,11,10,-0.05434317963054747,-0.1295624627469012
Tertiles,0.3333333333333333,0.6666666666666666,201307,2013,5,11,10,-0.07410941384460734,-0.1919962564191673
Tertiles,0.3333333333333333,0.6666666666666666,201307,2013,6,11,10,-0.08120370976978908,-0.21608910140509252
Tertiles,0.3333333333333333,0.6666666666666666,201308,2013,1,11,10,-0.01612060572788132,-0.019212532601935006
Tertiles,0.3333333333333333,0.6666666666666666,201308,2013,2,11,10,-0.05386934265505816,-0.08312198275714389
Tertiles,0.3333333333333333,0.6666666666666666,201308,2013,3,11,10,-0.1039577151648623,-0.2171856110665762
Tertiles,0.3333333333333333,0.6666666666666666,201308,2013,4,11,10,-0.17827251721325676,-0.4691920380943486
Tertiles,0.3333333333333333,0.6666666666666666,201308,2013,5,11,10,-0.21802596094729887,-0.6337975428723617
Tertiles,0.3333333333333333,0.6666666666666666,201308,2013,6,11,10,-0.23458573672106742,-0.7061928166775626
Tertiles,0.3333333333333333,0.6666666666666666,201406,2014,1,10,10,0.056751052021718706,0.06135088606552408
Tertiles,0.3333333333333333,0.6666666666666666,201406,2014,2,10,10,0.05598783457150591,0.07843303017135161
Tertiles,0.3333333333333333,0.6666666666666666,201406,2014,3,10,10,0.06259404384000167,0.11898023632084564
Tertiles,0.3333333333333333,0.6666666666666666,201406,2014,4,10,10,0.0725242616298798,0.17948168991317903
Tertiles,0.3333333333333333,0.6666666666666666,201406,2014,5,10,10,0.0713579649371523,0.2005655812533611
Tertiles,0.3333333333333333,0.6666666666666666,201406,2014,6,10,10,0.06922690054355485,0.2039486569244957
Tertiles,0.3333333333333333,0.6666666666666666,201407,2014,1,11,10,-0.10486212786644034,-0.12252794142030154
Tertiles,0.3333333333333333,0.6666666666666666,201407,2014,2,11,10,-0.13994532896369571,-0.21203056857062696
Tertiles,0.3333333333333333,0.6666666666666666,201407,2014,3,11,10,-0.155554483892404,-0.31864301751539337
Tertiles,0.3333333333333333,0.6666666666666666,201407,2014,4,11,10,-0.19970035400899488,-0.5297251559035967
Tertiles,0.3333333333333333,0.6666666666666666,201407,2014,5,11,10,-0.23009401473310287,-0.6853274111409995
Tertiles,0.3333333333333333,0.6666666666666666,201407,2014,6,11,10,-0.24291585089847834,-0.7535645973557816
Tertiles,0.3333333333333333,0.6666666666666666,201408,2014,1,11,10,-0.0034136900782225643,-0.003903634084647223
Tertiles,0.3333333333333333,0.6666666666666666,201408,2014,2,11,10,0.001287609462743422,0.0018614466190056689
Tertiles,0.3333333333333333,0.6666666666666666,201408,2014,3,11,10,0.02830067441736439,0.05443204247150746
Tertiles,0.3333333333333333,0.6666666666666666,201408,2014,4,11,10,0.030903955277267636,0.07715002458771636
Tertiles,0.3333333333333333,0.6666666666666666,201408,2014,5,11,10,0.02486793184472824,0.06985190870463676
Tertiles,0.3333333333333333,0.6666666666666666,201408,2014,6,11,10,0.02259877071107752,0.06613378883507348
Tertiles,0.3333333333333333,0.6666666666666666,201606,2016,1,10,10,0.05258342907285796,0.059698646250604614
Tertiles,0.3333333333333333,0.6666666666666666,201606,2016,2,10,10,0.08824793676223197,0.12868357348550408
Tertiles,0.3333333333333333,0.6666666666666666,201606,2016,3,10,10,0.10810023970763805,0.21652591718403613
Tertiles,0.3333333333333333,0.6666666666666666,201606,2016,4,10,10,0.05437867181524392,0.1462478137927592
Tertiles,0.3333333333333333,0.6666666666666666,201606,2016,5,10,10,0.014509897152198414,0.04486281147377014
Tertiles,0.3333333333333333,0.6666666666666666,201606,2016,6,10,10,-0.002409652304926957,-0.007841800382132114
Tertiles,0.3333333333333333,0.6666666666666666,201607,2016,1,11,10,0.17814264950748582,0.18924940680458402
Tertiles,0.3333333333333333,0.6666666666666666,201607,2016,2,11,10,0.14632540931709848,0.20072815347223827
Tertiles,0.3333333333333333,0.6666666666666666,201607,2016,3,11,10,0.08583048605928179,0.16109098461304638
Tertiles,0.3333333333333333,0.6666666666666666,201607,2016,4,11,10,0.013304764073118314,0.03172128088703641
Tertiles,0.3333333333333333,0.6666666666666666,201607,2016,5,11,10,-0.02104909166934099,-0.05520144436699059
Tertiles,0.3333333333333333,0.6666666666666666,201607,2016,6,11,10,-0.034740451266791594,-0.09402180761249923
Tertiles,0.3333333333333333,0.6666666666666666,201608,2016,1,11,10,0.04333696022980482,0.04749647291528447
Tertiles,0.3333333333333333,0.6666666666666666,201608,2016,2,11,10,0.0443930257863725,0.06068404805869454
Tertiles,0.3333333333333333,0.6666666666666666,201608,2016,3,11,10,0.04223390448430453,0.07445282640185891
Tertiles,0.3333333333333333,0.6666666666666666,201608,2016,4,11,10,0.0320262198261263,0.06885262058461006
Tertiles,0.3333333333333333,0.6666666666666666,201608,2016,5,11,10,0.02064462350151608,0.04848278167807951
Tertiles,0.3333333333333333,0.6666666666666666,201608,2016,6,11,10,0.014277234375052794,0.03459602409373197
Tertiles,0.3333333333333333,0.6666666666666666,201706,2017,1,10,10,0.009508594736911569,0.01053583094770838
Tertiles,0.3333333333333333,0.6666666666666666,201706,2017,2,10,10,0.007872270150767635,0.011390615831717632
Tertiles,0.3333333333333333,0.6666666666666666,201706,2017,3,10,10,0.007395671754516719,0.014719605920722412
Tertiles,0.3333333333333333,0.6666666666666666,201706,2017,4,10,10,-0.0400256684889424,-0.10703785123987508
Tertiles,0.3333333333333333,0.6666666666666666,201706,2017,5,10,10,-0.07905199921744577,-0.2449321712929775
Tertiles,0.3333333333333333,0.6666666666666666,201706,2017,6,10,10,-0.09630761049946523,-0.3155304559741898
Tertiles,0.3333333333333333,0.6666666666666666,201707,2017,1,11,10,-0.11429212883035311,-0.13808763734472995
Tertiles,0.3333333333333333,0.6666666666666666,201707,2017,2,11,10,-0.11037017140848693,-0.16921849356712704
Tertiles,0.3333333333333333,0.6666666666666666,201707,2017,3,11,10,-0.14857233168714523,-0.30851410589248607
Tertiles,0.3333333333333333,0.6666666666666666,201707,2017,4,11,10,-0.2135465582922219,-0.55739520426462
Tertiles,0.3333333333333333,0.6666666666666666,201707,2017,5,11,10,-0.24496924637283424,-0.699829505965921
Tertiles,0.3333333333333333,0.6666666666666666,201707,2017,6,11,10,-0.25703479500859394,-0.7561964194748363
Tertiles,0.3333333333333333,0.6666666666666666,201708,2017,1,11,10,-0.047146887416012584,-0.05612573372288665
